custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD020560,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset focuses on ovarian cancer cells (A2780 ovarian cancer cells) and explores the mode of action of a compound in these cells.,No | evidence: The description only mentions treated ovarian cancer cell lines and does not mention healthy patient controls or biomarker discovery for ovarian cancer. | justification: Healthy controls or diagnostic biomarker discovery for ovarian cancer is not indicated.,"Not applicable | evidence: No healthy patient controls are mentioned or provided. | justification: Since there is no indication of healthy controls, this criterion does not apply.",Yes | justification: The study uses mass spectrometry-based shotgun proteomics to investigate protein expression changes in ovarian cancer cells.,"Yes | evidence: Proteomics was performed on A2780 ovarian cancer cells, which are cell lines (in vitro model). | justification: The dataset is based on cell line experiments and hence is non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset concerns ovarian cancer and uses proteomics, it does not contain healthy patient controls or biomarker discovery data involving patients. It also is based on a cell line model making it non-clinical.",No,False
PXD027794,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on ovarian cancer cells (SKOV3), indicating ovarian cancer relevance.",No | evidence: The dataset studies proteomic changes in ovarian cancer cell lines upon exposure to secretomes; no mention of healthy patient controls or biomarker discovery in patients. | justification: No healthy patient controls or diagnostic biomarker discovery involving patients are described.,"Not applicable | evidence: No explicit sample composition or healthy patient controls provided. | justification: Because there are no healthy controls, this criterion does not apply.",Yes | justification: Proteomic profiling of ovarian cancer cells under therapy-induced secretomes is central to the dataset.,"Yes | evidence: The study uses SKOV3 ovarian cancer cell line models and secretomes in vitro. | justification: Dataset involves cell lines (non-clinical), thus excluded by criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and proteomics, it lacks healthy patient controls or biomarker discovery and uses non-clinical cell line models, which violates inclusion and exclusion criteria.",No,False
PXD029424,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset specifically studies ovarian carcinoma (OC), including BRCA1/2-deficient ovarian carcinoma tumors and patient-derived tumor samples.","Yes | evidence: The study aims to develop mechanism-based biomarker candidates for PARP inhibitor therapy in ovarian carcinoma and identify targets for combination therapy, which constitutes diagnostic biomarker discovery. | justification: The dataset involves discovery of diagnostic biomarkers for ovarian cancer therapy.",No | evidence: There is no mention of healthy patient samples or explicit sample composition with healthy controls in the description; only patient-derived tumor samples and cell lines are described. | justification: No evidence of healthy controls present or explicit sample composition indicating healthy controls.,"Yes | justification: The dataset uses chemical proteomics, phosphoproteomics, and ADP-ribosylation proteomics approaches, demonstrating it includes proteomics data.",Yes | evidence: The dataset includes ovarian carcinoma cell lines (UWB1.289 and UWB1.289+B) as well as patient-derived tumor samples. | justification: Use of cell lines is non-clinical; presence of cell line samples leads to question but patient-derived tumor samples are clinical.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset focuses on ovarian cancer and involves proteomics, it lacks healthy patient controls and mainly includes non-clinical cell lines alongside patient tumors. Healthy controls are required or biomarker discovery involving healthy controls, which is not demonstrated here.",No,False
PXD031518,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description explicitly state that the dataset is about high-grade serous ovarian cancer (HGSOC), a subtype of ovarian cancer.",No | evidence: The description focuses on classifying morphologic subtypes of ovarian cancer but does not mention healthy controls or diagnostic biomarker discovery. | justification: No indication that healthy patients as controls or biomarker discovery efforts are part of the dataset.,"Not applicable | evidence: No explicit sample compositions provided regarding healthy controls. | justification: Since no healthy controls are present or described, this criterion is not applicable.",No | justification: The description and title focus on morphologic and clinical features with no mention of proteomics or protein analysis.,"No | evidence: The study involves clinical observations and video images of patients, indicating clinical samples. | justification: No mention or evidence of non-clinical samples such as cell lines or animal models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: Although the dataset concerns ovarian cancer, it lacks healthy controls or biomarker discovery and does not include proteomics data. Therefore, it does not meet all inclusion criteria.",No,False
PXD031929,,gpt-4.1-mini-2025-04-14,Yes | justification: The description explicitly states the study involves high-grade serous ovarian cancer (HGSOC) patients.,"Yes | evidence: The study aims to identify proteomic alterations and prognostic biomarkers related to residual disease and chemotherapy resistance in ovarian cancer. | justification: Although healthy controls are not mentioned, the study involves diagnostic biomarker discovery relevant to ovarian cancer.",Not applicable | evidence: No explicit sample composition or healthy control samples mentioned. | justification: Healthy patient controls are not explicitly mentioned; focus is on tumor samples pre- and post-chemotherapy.,Yes | justification: The study assesses proteomic alterations and describes distinct proteome profiles in ovarian cancer tumors.,"No | evidence: The study involves patient tumor samples from HGSOC patients, not cell lines or animal models. | justification: Samples are clinical tumor tissues from human patients.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Dataset concerns ovarian cancer with biomarker discovery; although no explicit healthy controls, biomarker discovery criterion is met; proteomics is performed on clinical patient tumor tissues.",Yes,False
PXD019914,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description specifically state the dataset is about high-grade serous ovarian carcinoma (HGSC), a subtype of ovarian cancer.",No | evidence: The dataset includes 119 TCGA HGSC tumor tissues; no mention of healthy control samples or diagnostic biomarker discovery is provided. | justification: There is no indication of healthy patient controls or diagnostic biomarker discovery in the description.,"Not applicable | evidence: No healthy controls are mentioned or described in the dataset composition. | justification: Since no healthy controls are present, this criterion is not applicable.","Yes | justification: Mass spectrometry-based glycoproteomic characterization was performed, including profiling of proteins and glycosites, which confirms proteomics data.","No | evidence: Samples used are 119 TCGA HGSC patient tumor tissues, indicating clinical origin. | justification: No cell lines, xenografts, animal models, or ex vivo studies are mentioned; all samples are clinical human tumor tissues.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is focused on ovarian cancer proteomics but lacks healthy controls or diagnostic biomarker discovery, so it fails inclusion based on criterion 2.",No,False
PXD022996,,gpt-4.1-mini-2025-04-14,No | justification: The dataset description does not mention ovarian cancer or samples related to ovarian cancer.,No | evidence: No mention of healthy patients as controls or diagnostic biomarker discovery for ovarian cancer in the dataset description. | justification: No evidence of healthy controls or biomarker discovery related to ovarian cancer.,"Not applicable | evidence: No explicit sample composition provided regarding healthy patients. | justification: Since no healthy controls are indicated, this criterion is not applicable.",Yes | justification: The dataset involves large-scale label-free DIA-MS proteomic data sets and discusses protein quantification and imputation methods.,"Unclear | evidence: The dataset is described as 'pilot data' for imputation methods on DIA-MS data sets, including dilution series and proteomic data sets, but no explicit mention of clinical or non-clinical origin. | justification: No clear information if the samples are clinical (human patient) samples or non-clinical like cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset involves proteomic data and methods, it does not mention ovarian cancer or healthy controls/biospecimens related to ovarian cancer, so it fails key inclusion criteria.",No,False
PXD000100,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description specify ovarian cancer patients, indicating the dataset is about ovarian cancer.",No | evidence: Description mentions ovarian cancer patients and patients with benign ovarian tumors but does not mention healthy patient controls or diagnostic biomarker discovery explicitly. | justification: Only cancer and benign tumor patient samples are mentioned; no reference to healthy controls or a diagnostic biomarker discovery aim.,"Not applicable | evidence: No explicit mention of healthy controls or their proportion in the sample composition. | justification: Since healthy controls are not indicated, this question is not applicable.","Yes | justification: The dataset involves targeting cancer-associated proteins in plasma digest and uses MS data analysis with internal standards, indicating proteomics data.","No | evidence: Samples are from human plasma of ovarian cancer patients and benign tumor patients, clinical human samples. | justification: The dataset is based on clinical samples, not non-clinical models or in vitro studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset concerns ovarian cancer and involves proteomics; however, it lacks healthy controls or stated diagnostic biomarker discovery. Inclusion criteria require healthy controls or biomarker discovery, so it does not meet all criteria.",No,False
PXD013811,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description explicitly focus on ovarian cancer (OC) and include epithelial ovarian cancer (EOC), indicating the subject is ovarian cancer.",Unclear | evidence: The description mentions proteomic analysis to identify therapeutic targets but does not specify inclusion of healthy controls or mention diagnostic biomarker discovery directly. | justification: No explicit statement about presence of healthy patients as controls or diagnostic biomarker discovery is provided.,"Not applicable | evidence: No explicit sample composition or healthy control percentage is provided in the description. | justification: Since healthy controls are not clearly indicated, this criterion cannot be assessed.","Yes | justification: The description states 'Proteomic analysis is one of the approaches to identify therapeutic targets in OC', indicating proteomic data is included.","Unclear | evidence: The dataset description does not specify whether samples are clinical patient specimens or non-clinical (e.g., cell lines or animal models). | justification: No explicit information excludes or confirms non-clinical samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset clearly involves ovarian cancer and proteomics but does not specify inclusion of healthy controls or diagnostic biomarker discovery, nor clarify clinical sample origin.",No,False
PXD016996,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset title and description indicate a focus on NK cell proteome response to the tumor microenvironment in general, without specifying ovarian cancer.",No | evidence: The description mentions NK cells exposed to tumor microenvironment or control media but does not mention healthy patient controls or biomarker discovery for ovarian cancer. | justification: No indication of healthy controls or biomarker discovery related to ovarian cancer is present.,"Not applicable | justification: Since explicit sample composition related to healthy patients is not provided and the dataset does not mention healthy controls or ovarian cancer biomarker discovery, this question is not applicable.",Yes | justification: The description states that global differences in protein levels were assessed via proteomics in NK cells.,"Yes | evidence: NK cells were exposed to tumor microenvironment or control media, indicating an ex vivo or in vitro experimental setup rather than original clinical patient samples. | justification: This suggests the dataset is non-clinical since it involves cells exposed to simulated environments rather than patient-derived clinical samples.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not meet the ovarian cancer criterion nor the healthy controls or biomarker discovery criterion; although it involves proteomics, it is from non-clinical samples and not ovarian cancer specific.",No,False
PXD019327,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses explicitly on ovarian cancer ascites samples before and after chemotherapy, indicating it is about ovarian cancer.","No | evidence: The description reports on samples from ovarian cancer patients before and after chemotherapy, without mention of healthy controls or biomarker discovery efforts. | justification: There is no indication that the dataset contains healthy patient controls or involves biomarker discovery; it analyzes cancer ascites samples longitudinally.","Not applicable | justification: No healthy controls are mentioned in the dataset, so this criterion does not apply.",Yes | justification: The dataset uses LC-MS/MS proteomics to analyze protein composition changes in ovarian cancer ascites.,"No | evidence: Samples are from patient ascites fluid collected before and after chemotherapy, i.e., clinical patient samples. | justification: No non-clinical models like cell lines or animal models are involved; samples are clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset studies ovarian cancer and uses proteomics, it lacks healthy control samples or biomarker discovery indication, thus failing criterion 2.",No,False
PXD015904,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset is explicitly described as a TCGA Ovarian Cancer proteome study involving tumor samples from ovarian cancer patients.,No | evidence: The description mentions analysis of ovarian cancer tumor samples and xenograft breast carcinoma samples but does not mention healthy patient controls or diagnostic biomarker discovery. | justification: No evidence of healthy patient controls or biomarker discovery is provided in the description.,"Not applicable | evidence: No explicit sample composition of healthy controls provided. | justification: Since there are no healthy patient controls mentioned, the composition criterion is not applicable.",Yes | justification: The study involves proteome and phosphoproteome interrogation using iTRAQ proteomics methods as specified in the description.,"Yes | evidence: The dataset includes human-in-mouse xenograft breast carcinoma pooled samples (P5 and P6), which are non-clinical models. | justification: Presence of xenograft models classifies the dataset as non-clinical according to exclusion criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset concerns ovarian cancer and uses proteomics, it lacks healthy patient controls or biomarker discovery, and it includes non-clinical xenograft samples, which lead to exclusion.",No,False
PXD044196,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on the role of CRNDE transcripts and the CRNDEP micropeptide in ovarian carcinogenesis, clearly indicating a focus on ovarian cancer.",No | evidence: The description does not mention any healthy control samples or specific diagnostic biomarker discovery involving patient cohorts; it focuses on molecular characteristics in ovarian cancer cells. | justification: No indication of healthy patient controls or biomarker discovery study design in the dataset description.,"Not applicable | evidence: Since there are no healthy controls mentioned, explicit sample composition is not provided. | justification: This criterion applies only if healthy controls are included, which is not the case.","Yes | justification: Mass spectrometry (MS)-based validation was performed to identify the CRNDEP sequence, indicating proteomics data inclusion.","Yes | evidence: Study investigates molecular functions and protein interactions in ovarian cancer cells, probably in vitro cell lines as indicated by terms like chemoresistance of OvCa cells and cellular localization changes. | justification: The dataset focuses on cellular and molecular analysis in ovarian cancer cells, which likely means non-clinical samples such as cell lines, not clinical patient tissue or biofluid samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer and includes proteomics (mass spectrometry) data. However, it lacks healthy patient controls or diagnostic biomarker discovery involving clinical samples, and it appears to be a non-clinical study (cell line or molecular study). Therefore, it does not fully meet the inclusion criteria.",No,False
PXD003752,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on kallikrein-related peptidase 7 (KLK7), which is over-produced in high grade serous ovarian cancer (HGSOC), indicating its study is about ovarian cancer.","No | evidence: The dataset description states analysis was performed on SKOV-3 cell-secreted proteins only, with no mention of healthy patient controls or diagnostic biomarker discovery. | justification: There is no indication of healthy controls or biomarker discovery involving patient samples; the focus is on cell line proteomic analysis.","Not applicable | evidence: No explicit sample composition provided as analysis was performed on a cell line (SKOV-3). | justification: Since there are no healthy patient samples, the criterion about at least 20% healthy controls does not apply.","Yes | justification: The dataset uses two complementary proteomic approaches (qPROTOMAP and TAILS) to analyze proteins, confirming it is a proteomics dataset.","Yes | evidence: The analysis is based on SKOV-3 cell-secreted proteins, which is an ovarian cancer cell line model. | justification: Use of a cell line indicates a non-clinical dataset according to the exclusion criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although related to ovarian cancer and proteomics, the dataset lacks healthy patient controls or diagnostic biomarker discovery and is based on a cell line rather than clinical samples, thus failing inclusion criteria.",No,False
PXD017041,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on small cell carcinoma of the ovary hypercalcemic type (SCCOHT) cell lines, which is a rare ovarian cancer subtype but the study is done in cell lines rather than clinical patient samples.",No | evidence: The description mentions only 3 cancer cell lines and 1 parental cell line but no mention of healthy patient controls or biomarker discovery efforts. | justification: No healthy patient controls or diagnostic biomarker discovery involving patient samples is described.,"Not applicable | evidence: Sample composition is only cell lines, no human patients described. | justification: No explicit sample composition involving healthy patients.",Yes | justification: Immunoprecipitation-mass spectrometry is a proteomics technique used here to identify protein-protein interactions.,"Yes | evidence: Use of SCCOHT cell lines and HAP1 parental cell line indicates non-clinical samples (cell lines). | justification: Dataset is based on in vitro cell line models, which are non-clinical.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomics-based and related to ovarian cancer subtype at the cell line level, it is non-clinical and does not include healthy patient controls or biomarker discovery from clinical samples, thus does not meet key inclusion criteria.",No,False
PXD033108,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset title and description explicitly state the study of serum biomarkers for high grade serous ovarian cancer (HGSOC).,Yes | evidence: The study includes serum from healthy controls and aims to discover and validate diagnostic biomarkers for ovarian cancer. | justification: Controls include healthy women and diagnostic biomarker discovery is the main aim.,"Yes | evidence: The description mentions serum from age-matched women including healthy controls with cohort sizes provided (discovery cohorts n=30 HGSOC and n=30 controls, validation cohort n=95 with group compositions). | justification: Explicit sample compositions include healthy controls comprising a significant proportion of samples.",Yes | justification: The dataset uses a lectin-magnetic bead array-coupled proteomics platform and includes shotgun and targeted proteomics.,No | evidence: Samples derive from human serum of patients and healthy controls within clinical cohorts. | justification: No mention of non-clinical samples or models; all samples are clinical human specimens.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset focuses on ovarian cancer, involves healthy controls and biomarker discovery, uses proteomics, and includes clinical human serum samples. It meets all criteria and is suitable for inclusion.",Yes,True
PXD034466,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset specifically investigates the effect of a compound on ovarian cancer cells, indicating a focus on ovarian cancer.",No | evidence: The dataset description focuses on chemoproteomics in ovarian cancer cells without mention of healthy patient controls or biomarker discovery. | justification: No evidence of healthy controls or diagnostic biomarker discovery for ovarian cancer is provided.,"Not applicable | evidence: No sample composition data regarding healthy controls is provided. | justification: Since healthy controls are not indicated, this question is not applicable.",Yes | justification: The dataset employs chemoproteomics approaches including target identification and proteomic analysis of protein targets.,Yes | evidence: The dataset uses ovarian cancer cell lines for study rather than clinical samples. | justification: Use of cancer cells in vitro renders this a non-clinical dataset according to exclusion criteria.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Despite meeting ovarian cancer and proteomics criteria, the dataset lacks healthy controls or biomarker discovery and is non-clinical (cell line based), leading to exclusion.",No,False
PXD045710,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses specifically on high-grade serous ovarian cancer (HGSOC), directly relating to ovarian cancer.","No | evidence: The dataset describes proteogenomic profiling of tumor infiltrating lymphocytes from tumor samples of ovarian cancer patients, with no mention of healthy patient controls or diagnostic biomarker discovery. | justification: Only tumor samples from patients were profiled; controls or biomarker discovery aspects are not indicated.","Not applicable | evidence: No explicit sample composition indicating healthy patient controls is provided. | justification: Since no healthy controls are present, this criterion does not apply.",Yes | justification: Proteogenomic profiling includes proteomics as part of the analysis of tumor infiltrating lymphocytes.,"No | evidence: Samples are derived from tumor tissues collected from ovarian cancer patients rather than xenografts, cell lines, or animal models. | justification: The dataset involves clinical tumor samples representing an in vivo human context.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset studies ovarian cancer using proteomics techniques, but it lacks healthy controls or biomarker discovery component, which is required for inclusion.",No,False
PXD027577,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset investigates ovarian follicular fluid relating to oocyte maturation and quality, not specifically about ovarian cancer.",No | evidence: No mention of healthy patient controls or diagnostic biomarker discovery for ovarian cancer in the description. | justification: The description focuses on proteins related to oocyte quality rather than ovarian cancer biomarker discovery or healthy controls related to cancer.,"Not applicable | justification: Since the dataset does not involve healthy controls or biomarker discovery, this criterion is not applicable.","Yes | justification: The dataset title and description mention proteomic investigation of proteins in ovarian follicular fluid, indicating proteomics data.","Unclear | evidence: The dataset concerns human ovarian follicular fluid but does not specify if samples are from clinical patients or ex vivo collections. | justification: It is not specified whether the samples come from clinical patients or are non-clinical (ex vivo or in vitro), so unclear if non-clinical.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not meet the ovarian cancer criterion or healthy controls/biomarker discovery criterion, although it does include proteomics data. Therefore, it does not meet inclusion criteria overall.",No,False
PXD046360,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is focused on low grade serous ovarian cancer (LGSC), serous borderline tumors (SBT), and high grade serous ovarian tumors (HGSC), all of which are ovarian cancer subtypes.",No | evidence: The description discusses tumor microenvironment changes and proteome profiling of tumor types; there is no mention of healthy patient controls or diagnostic biomarker discovery. | justification: No indication of healthy controls or biomarker discovery for diagnosis is present in the description.,"Not applicable | evidence: No sample composition information regarding healthy controls is provided. | justification: Because healthy controls are not mentioned, this criterion does not apply.","Yes | justification: Whole proteome profiling was performed, indicating the dataset includes proteomics data.","Unclear | evidence: The description focuses on tumor samples and tumor microenvironment profiling but does not specify if samples are clinical or derived from non-clinical models like xenografts or cell lines. | justification: The dataset likely uses clinical tumor samples, but explicit confirmation is lacking.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is clearly about ovarian cancer and includes proteomics data; however, it lacks healthy controls or diagnostic biomarker discovery related to healthy patient controls, which is required for inclusion.",No,False
PXD001176,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset concerns drug resistance in ovarian cancer, specifically in the A2780 ovarian cancer cell line.",No | evidence: The description only discusses comparisons between cisplatin-resistant ovarian cancer cells and original cancer cells; no healthy patient controls or diagnostic biomarker discoveries are mentioned. | justification: No mention of healthy patient samples or diagnostic biomarker discovery in ovarian cancer.,"Not applicable | evidence: No healthy controls are present in the dataset. | justification: Since healthy controls are absent, the sample composition criterion does not apply.",Yes | justification: Quantitative proteomic analysis was performed identifying differentially expressed proteins between resistant and original cancer cell lines.,"Yes | evidence: The study involves ovarian cancer cell lines (A2780 and cisplatin-resistant A2780-DR), which are in vitro models, not clinical samples. | justification: This includes non-clinical samples, specifically cell line models, which are part of exclusion criteria.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and employs proteomics, it lacks healthy controls or diagnostic biomarker discovery and uses non-clinical cell line samples, violating inclusion and exclusion criteria.",No,False
PXD020557,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset is focused on finding biomarkers for high-grade serous ovarian cancer and includes ovarian cancer patient plasma samples.,Yes | evidence: The dataset includes 10 ovarian cancer patient plasmas and 10 healthy female plasmas and aims to find candidate diagnostic biomarkers. | justification: Presence of healthy patients and diagnostic biomarker discovery objective.,"Yes | evidence: There are 10 healthy female plasmas and 10 ovarian cancer plasmas, so 50% are healthy controls. | justification: Explicit sample composition shows healthy controls make up 50%, exceeding the 20% requirement.",Yes | justification: MS files for plasma proteins (proteomics data) are uploaded and analyzed.,"No | evidence: Samples analyzed are human plasma from ovarian cancer patients and healthy controls, clinical samples. | justification: No indication of xenografts, cell lines, animal models, or ex vivo/in vitro studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Dataset is about ovarian cancer, includes 50% healthy controls, involves proteomics, and uses clinical human plasma samples.",Yes,True
PXD030034,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description specify it involves high grade serous ovarian cancer (HGSC), focusing on mechanisms of resistance in this ovarian cancer subtype.",No | evidence: The description mentions autopsy samples from 15 women with HR-deficient HGSC but does not mention healthy controls or biomarker discovery for diagnosis. | justification: No evidence of healthy patient controls or diagnostic biomarker discovery in the dataset.,"Not applicable | evidence: No explicit sample composition provided including healthy controls. | justification: Since no healthy controls are present, this criterion is not applicable.",Unclear | justification: The dataset mentions a multi-omics approach but does not explicitly state proteomics analysis.,"No | evidence: Samples are autopsy tissue samples from patients, which are clinical human samples. | justification: No indication of xenografts, cell lines, animal models, or ex vivo studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: The dataset is about ovarian cancer but lacks healthy controls or biomarker discovery. Proteomics presence is not confirmed. Therefore, it does not meet all inclusion criteria.",No,False
PXD012295,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on oral cancer and tobacco abuse, not ovarian cancer.",Yes | evidence: The description mentions healthy controls included in the saliva proteome profiling. | justification: There are healthy controls included as comparison groups in the study.,Unclear | evidence: The description does not specify explicit sample composition percentages for healthy controls. | justification: No explicit sample composition data are provided to confirm 20% healthy controls.,"Yes | justification: The study analyzes differential saliva proteome profiles, indicating proteomics methods were used.","No | evidence: The study samples are from tobacco abusers, oral cancer patients, and healthy controls, implying clinical human samples. | justification: No indication of non-clinical models such as cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset contains proteomics data and healthy controls, it is about oral cancer, not ovarian cancer.",No,False
PXD025940,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on the human ovary across different life stages to understand ovarian biology and fertility, but it does not specifically address ovarian cancer.","No | evidence: The study describes ovarian tissue samples from prepuberty, reproductive-age, and menopausal women without mention of healthy controls for ovarian cancer or biomarker discovery for ovarian cancer. | justification: Dataset does not involve diagnostic biomarker discovery for ovarian cancer nor include healthy controls for ovarian cancer cases.","Not applicable | evidence: No mention of sample composition related to healthy controls for ovarian cancer. | justification: Since there are no healthy controls related to ovarian cancer, this criterion does not apply.",Yes | justification: Dataset employs mass spectrometry-based quantitative proteomics with TMT pro 16-plex isobaric labeling to profile the ovarian proteome and ECM components.,"No | evidence: Tissue samples are human ovarian tissues from different life stages, no indication of cell lines, xenografts, or animal models. | justification: Samples are clinical human tissues relevant for study of ovarian matrisome in vivo.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset includes proteomics data from human ovary tissue but does not focus on ovarian cancer or diagnostic biomarker discovery with controls. It is a clinical human tissue study, not non-clinical. Due to absence of ovarian cancer focus, it does not meet key inclusion criteria.",No,False
PXD000901,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset focuses on mutations and signaling networks in ovarian cancer cell lines.,No | evidence: The dataset analyzes ovarian cancer cell lines and does not mention healthy patient controls or diagnostic biomarker discovery. | justification: There is no indication of healthy controls or biomarker discovery for ovarian cancer in the description.,"Not applicable | evidence: No healthy patient controls mentioned. | justification: Since there are no healthy controls, the sample composition criterion does not apply.","Yes | justification: The dataset includes quantitative analysis of phospho-proteomes, indicating proteomics data.","Yes | evidence: The dataset involves ovarian cancer cell lines, which are non-clinical in vitro models. | justification: Use of cell lines qualifies the dataset as non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Despite being about ovarian cancer with proteomics data, the dataset uses cell lines (non-clinical) and lacks healthy controls or biomarker discovery, so it doesn't meet all inclusion criteria.",No,False
PXD051569,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset concerns premature ovarian failure (POF), not ovarian cancer, which is a different clinical condition.","Yes | evidence: The study includes 16 healthy controls and aims to explore potential biomarkers for POF diagnosis. | justification: The presence of healthy controls and the focus on diagnostic biomarker discovery for POF meets the criterion of healthy controls or biomarker discovery, but POF is not ovarian cancer.","Yes | evidence: The cohort consists of 14 POF patients and 16 healthy controls, so healthy controls represent over 53% of the samples. | justification: Explicit sample composition is provided with healthy controls exceeding 20%.",Yes | justification: The study performed label-free proteomic analysis on serum exosomes.,"No | evidence: Samples are serum exosomes from human patients and healthy controls, confirming a clinical human study. | justification: No indication of non-clinical models such as cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset includes healthy controls and proteomics data, it is about premature ovarian failure, not ovarian cancer, thus it does not satisfy the key ovarian cancer criterion.",No,False
PXD008582,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset is about metastatic colorectal cancer, not ovarian cancer.","No | evidence: The description does not mention healthy patient controls nor diagnostic biomarker discovery for ovarian cancer. | justification: The dataset focuses on colorectal cancer and therapeutic strategies, not on ovarian cancer or related biomarker discovery.","Not applicable | evidence: No explicit sample composition or healthy controls related to ovarian cancer provided. | justification: Since it does not meet earlier criteria, this question is not applicable.",Yes | justification: The description states use of quantitative phosphoproteomics to identify substrates and signaling activities.,Yes | evidence: The dataset involves in vitro studies on CRC cell lines and intrasplenic tumor mouse models. | justification: Includes non-clinical samples such as cell lines and animal models.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is proteomics-based but is focused on colorectal cancer rather than ovarian cancer, includes no healthy controls relevant to ovarian cancer, and uses non-clinical models.",No,False
