custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,Q6,in_actual
PXD013811,,o4-mini-2025-04-16,Yes | justification: Title and description focus explicitly on ovarian cancer (OC) and epithelial ovarian cancer (EOC) tumor growth.,"No | evidence: No mention of healthy patient controls or diagnostic biomarker discovery; study aims at therapeutic target discovery. | justification: The description addresses therapeutic target identification, not diagnostic biomarker discovery or inclusion of healthy controls.",Not applicable | evidence: No healthy controls described. | justification: No explicit sample composition information for healthy patients is provided.,Yes | justification: Proteomic analysis is stated as the approach to identify therapeutic targets in ovarian cancer.,"No | evidence: Discussion centers on patient tumors; no xenograft, cell line, animal model, or ex vivo study is mentioned. | justification: The dataset appears to derive from clinical patient samples rather than non-clinical models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the study meets the ovarian cancer and proteomics criteria, it lacks healthy controls or a diagnostic biomarker discovery aim, failing criterion 2.",No,False
PXD016996,,o4-mini-2025-04-16,"No | justification: Focuses on NK cell response in the tumor microenvironment, not on ovarian cancer.","No | evidence: Comparison is between NK cells in TME vs control media, not patient samples. | justification: No healthy patient controls or diagnostic biomarker discovery described.",Not applicable | evidence: N/A | justification: No healthy patient controls present.,Yes | justification: Global differences in protein levels were assessed via proteomics.,"Yes | evidence: NK cells cultured in vitro exposed to TME or control media. | justification: Uses cell culture models, not clinical patient samples.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is proteomic, it does not involve ovarian cancer or healthy patient controls and is non-clinical, so does not meet inclusion criteria.",No,False
PXD019327,,o4-mini-2025-04-16,Yes | justification: The study focuses on ascites fluid from ovarian cancer patients and changes in proteome profiles before and after chemotherapy.,"No | evidence: Samples are paired ascites from the same ovarian cancer patients (n=10) before and after chemotherapy. | justification: No healthy controls are included and the aim is analysis of treatment-induced changes, not diagnostic biomarker discovery.",Not applicable | justification: No healthy control samples are present.,Yes | justification: The dataset was generated using LC-MS/MS proteomic analysis of ascites samples.,"No | evidence: All samples are clinical ascites fluid from ovarian cancer patients. | justification: No cell lines, animal models, or ex vivo/in vitro studies are involved.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is clinical and proteomic and focuses on ovarian cancer, it lacks healthy controls or a diagnostic biomarker discovery component required by criterion 2.",No,False
PXD015904,,o4-mini-2025-04-16,Yes | justification: Title and description refer to TCGA Ovarian Cancer tumor samples and a CPTAC ovarian cancer proteome study.,"No | evidence: No mention of healthy patient samples or diagnostic biomarker discovery in description. | justification: Dataset focuses on reference and xenograft samples, not healthy controls or biomarker discovery.",Not applicable | evidence: No healthy controls present. | justification: No explicit sample composition for healthy patients.,Yes | justification: iTRAQ proteome and phosphoproteome experiments are described.,Yes | evidence: Includes human-in-mouse xenograft breast carcinoma pooled samples (P5/P6). | justification: Use of xenograft models classifies as non-clinical.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomics and ovarian cancer criteria are met, the dataset lacks healthy controls and includes non-clinical xenografts, violating inclusion/exclusion rules.",No,False
PXD044196,,o4-mini-2025-04-16,Yes | justification: Title and abstract focus on ovarian carcinogenesis and OvCa samples.,No | evidence: No healthy control patients or diagnostic biomarker cohort described. | justification: Study involves only ovarian cancer cells/samples without healthy controls or clinical biomarker discovery.,Not applicable | evidence: N/A | justification: No healthy controls present.,Yes | justification: Uses mass spectrometry (MS) for validation and detection of the CRNDEP micropeptide.,Yes | evidence: Experiments conducted in OvCa cell samples and in vitro assays. | justification: No patient-derived clinical samples; study is cell-based/non-clinical.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Proteomic analysis of ovarian cancer is present but absence of healthy controls and use of non-clinical cell models exclude it.,No,False
PXD003752,,o4-mini-2025-04-16,Yes | justification: Focuses on kallikrein-related peptidase 7 in high grade serous ovarian cancer (HGSOC).,"No | evidence: No healthy patient controls or clinical biomarker discovery described. | justification: Analysis is limited to cell line–secreted proteins, not clinical biomarker discovery in patient samples.",Not applicable | evidence: N/A | justification: No healthy controls present.,Yes | justification: Uses qPROTOMAP and TAILS proteomic approaches to characterize the KLK7 degradome.,"Yes | evidence: SKOV-3 cell-secreted proteins | justification: Study is performed on an ovarian cancer cell line (SKOV-3), a non-clinical model.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is a proteomic study on ovarian cancer, it lacks healthy controls or clinical biomarker discovery and uses a cell line model.",No,False
PXD017041,,o4-mini-2025-04-16,Yes | justification: Study focuses on small cell carcinoma of the ovary hypercalcemic type,No | evidence: Study uses only cancer cell lines and one parental cell line | justification: No healthy patient controls or biomarker discovery component,Not applicable | evidence: No healthy patient controls present | justification: Criterion only applies if healthy controls are present,Yes | justification: Uses immunoprecipitation-mass spectrometry to study protein interactions,"Yes | evidence: Study performed on cell lines (SCCO cell lines and HAP1 cell line) | justification: Non-clinical, in vitro cell line models","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets ovarian cancer and proteomics criteria, it lacks healthy controls/biomarker discovery and uses non-clinical cell lines, thus failing inclusion criteria",No,False
PXD033108,,o4-mini-2025-04-16,Yes | justification: Focuses on high grade serous ovarian cancer biomarker discovery,Yes | evidence: Includes age-matched women with healthy controls alongside HGSOC and benign tumour groups | justification: Healthy controls are used in diagnostic biomarker discovery,"Unclear | evidence: Total cohort sizes provided (n=30 discovery, n=95 validation) but no breakdown by group | justification: Explicit count of healthy controls not specified",Yes | justification: Employs lectin-magnetic bead array-coupled shotgun and targeted proteomics of serum,"No | evidence: Samples are human serum from HGSOC patients, benign tumours, and healthy controls | justification: No xenografts, cell lines, animal models, or ex vivo studies included",meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Clinical human serum proteomics study on ovarian cancer with healthy controls for biomarker discovery meets all criteria,Yes,True
PXD034466,,o4-mini-2025-04-16,Yes | justification: Title and description specify ovarian cancer cells as the disease context.,"No | evidence: Description focuses on chemoproteomics of TRIP in cancer cells, with no mention of healthy patient controls or biomarker discovery. | justification: No healthy controls or diagnostic biomarker discovery described.",Not applicable | evidence: No healthy controls present. | justification: Criterion does not apply when no healthy controls are included.,Yes | justification: Study uses dose-dependent chemoproteomics and pull-down approaches to identify protein targets.,Yes | evidence: Experiments performed in living ovarian cancer cell lines. | justification: Use of cell lines classifies as non-clinical (in vitro) samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset involves ovarian cancer and proteomics, it lacks healthy controls/biomarker discovery and is non-clinical.",No,False
PXD045710,,o4-mini-2025-04-16,Yes | justification: Title and description specify high-grade serous ovarian cancer (HGSOC) patients.,No | evidence: Description reports only tumor samples from HGSOC patients. | justification: No healthy controls or diagnostic biomarker discovery mentioned.,Not applicable | evidence: No healthy controls present. | justification: Not relevant when no controls are included.,Yes | justification: Proteogenomic profiling includes proteomic analysis of tumor‐infiltrating lymphocytes.,"No | evidence: Samples are primary tumor tissues from patients, no cell lines, xenografts, or animal models. | justification: Study uses clinical patient specimens only.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it studies ovarian cancer with proteomics, it lacks healthy controls or biomarker discovery components.",No,False
PXD027577,,o4-mini-2025-04-16,"No | justification: Study focuses on ovarian follicular fluid proteomics in oocyte maturation and quality, not ovarian cancer.",No | evidence: Description makes no mention of healthy controls or diagnostic biomarker discovery for ovarian cancer. | justification: Not aimed at cancer diagnosis or control comparisons.,Not applicable | evidence: No healthy control cohort for cancer described. | justification: Question not relevant as dataset is not about cancer controls.,Yes | justification: Title and description specify a proteomic investigation.,"No | evidence: Uses human ovarian follicular fluid samples. | justification: Clinical human biospecimens, not xenografts, cell lines, or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomic, the dataset is not focused on ovarian cancer nor on healthy controls or biomarker discovery for cancer.",No,False
PXD046360,,o4-mini-2025-04-16,"Yes | justification: Study performs proteome profiling of serous ovarian tumor subtypes (LGSC, SBT, HGSC)","No | evidence: No healthy control samples or biomarker discovery description | justification: Only tumor tissues (LGSC, SBT, HGSC) are profiled; no healthy controls or diagnostic biomarker focus",Not applicable | evidence: No healthy controls described | justification: No sample composition for healthy controls provided,Yes | justification: Whole proteome profiling of ovarian tumor samples is performed,"No | evidence: Samples are human ovarian tumor tissues | justification: No cell lines, animal models, xenografts, or ex vivo studies used",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset meets ovarian cancer and proteomics criteria but lacks healthy controls or biomarker discovery requirement,No,False
PXD001176,,o4-mini-2025-04-16,Yes | justification: The study focuses on cisplatin-resistant ovarian cancer cell lines (A2780 and A2780-DR).,No | evidence: No mention of healthy patient controls or diagnostic biomarker discovery; study examines drug resistance mechanisms in cell lines. | justification: Only ovarian cancer cell lines are used; no healthy subjects or diagnostic biomarker discovery involving patient samples.,Not applicable | evidence: No healthy control samples described. | justification: Dataset does not include any healthy patients.,Yes | justification: Quantitative proteomic analysis was performed identifying 340 differentially expressed proteins.,"Yes | evidence: Use of A2780 and A2780-DR ovarian cancer cell lines. | justification: This is an in vitro cell line study, which is non-clinical.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is proteomic and focuses on ovarian cancer, it lacks healthy patient controls and uses only cell lines (non-clinical).",No,False
PXD020557,,o4-mini-2025-04-16,Yes | justification: Title indicates study of high-grade serous ovarian cancer.,Yes | evidence: 10 healthy female plasma samples | justification: Includes healthy controls and aims for biomarker discovery.,Yes | evidence: 10 healthy out of 20 samples (50%) | justification: Explicit sample composition with ≥20% healthy controls.,Yes | justification: MS files for plasma proteins are uploaded.,"No | evidence: Human plasma samples | justification: No cell lines, animal models or ex vivo studies.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Clinical ovarian cancer proteomics study with sufficient healthy controls for biomarker discovery.,Yes,True
PXD030034,,o4-mini-2025-04-16,Yes | justification: Title and description clearly focus on high grade serous ovarian cancer.,No | evidence: Description only reports autopsy samples from 15 women with HR-deficient HGSC; no healthy controls or diagnostic biomarker study mentioned. | justification: No healthy patient controls or biomarker discovery for diagnosis described.,Not applicable | evidence: No healthy controls present. | justification: Dataset does not include any healthy patient samples.,Unclear | justification: Description mentions a multi-omics approach but does not explicitly list proteomics.,"No | evidence: Samples are autopsy tissues from human patients. | justification: No xenografts, cell lines, animal models, or in vitro studies reported.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: Although the dataset focuses on ovarian cancer and uses human clinical samples, it lacks healthy controls or biomarker discovery and does not explicitly state proteomics data.",No,False
PXD012295,,o4-mini-2025-04-16,"No | justification: The study focuses on oral squamous cell carcinoma and tobacco abuse, not ovarian cancer.","No | evidence: The dataset description refers to oral cancer biomarkers, not ovarian cancer diagnostics or controls. | justification: Does not involve ovarian cancer biomarker discovery or controls.",Not applicable | evidence: N/A | justification: No ovarian cancer controls are described.,Yes | justification: The description states it deciphers the saliva proteome profile of subjects.,"No | evidence: Saliva samples from tobacco abusers, oral cancer patients, and healthy controls | justification: Uses clinical human samples, no cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Fails the primary criterion of focusing on ovarian cancer; though proteomic and healthy controls criteria are partly met, the ovarian cancer requirement is not satisfied.",No,False
PXD025940,,o4-mini-2025-04-16,"No | justification: The study focuses on ovarian matrisome and fertility across the lifespan, with no mention of ovarian cancer.","No | evidence: Description does not mention healthy controls for cancer nor diagnostic biomarker discovery for ovarian cancer. | justification: The dataset profiles normal ovarian tissue stages, not cancer controls or cancer biomarker analysis.","Not applicable | evidence: No healthy cancer-control samples described. | justification: No healthy controls for ovarian cancer are present, so composition criterion does not apply.",Yes | justification: Uses mass spectrometry-based quantitative proteomics (TMT pro 16-plex) for proteome-wide and ECM-specific analysis.,"No | evidence: Samples are human ovarian tissues from prepuberty to menopause. | justification: These are direct clinical human tissue samples, not xenografts, cell lines, or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomic, the dataset does not involve ovarian cancer or healthy controls for cancer biomarker discovery.",No,False
PXD000901,,o4-mini-2025-04-16,Yes | justification: Study focuses on ovarian cancer cell lines.,No | evidence: Description only mentions ovarian cancer cell lines; no healthy controls or biomarker discovery context. | justification: No healthy patients as controls and no diagnostic biomarker discovery indicated.,Not applicable | evidence: No healthy controls present. | justification: Not applicable since no healthy controls are described.,"Yes | justification: Authors analyze global, quantitative (phospho-)proteomes of cell lines.","Yes | evidence: Use of five ovarian cancer cell lines. | justification: Dataset derives from cell lines, a non‐clinical model.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it is an ovarian cancer proteomics study, it lacks healthy controls/biomarker discovery and uses non‐clinical cell lines, violating inclusion/exclusion criteria.",No,False
PXD051569,,o4-mini-2025-04-16,"No | justification: The study focuses on premature ovarian failure (POF), not ovarian cancer.",Yes | evidence: Cohort of 14 POF patients and 16 healthy controls; ROC analysis identified biomarkers. | justification: Includes healthy controls and performs diagnostic biomarker discovery.,Yes | evidence: 16 healthy controls out of 30 total samples (~53%). | justification: Healthy controls comprise >20% of the cohort.,Yes | justification: Label‐free proteomic analysis of serum exosomes was performed.,"No | evidence: Serum exosomes extracted from human patients. | justification: All samples are clinical human serum, no cell lines or animal models.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset meets criteria for controls and proteomics, it does not study ovarian cancer.",No,False
PXD008582,,o4-mini-2025-04-16,"No | justification: Title and description specify metastatic colorectal cancer, not ovarian cancer.",No | evidence: No mention of healthy controls or diagnostic biomarker discovery for ovarian cancer. | justification: Focus is on therapeutic inhibition of DDR1 in CRC cell lines and mouse models.,Not applicable | justification: No healthy controls present.,Yes | justification: Uses quantitative phosphoproteomics to identify DDR1 substrates and signaling effects.,"Yes | evidence: In vitro CRC cell invasion assays, patient-derived cell lines, and mouse models. | justification: Dataset consists of non-clinical samples (cell lines and animal models).","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Fails disease criterion (colorectal rather than ovarian) and lacks clinical healthy controls/biomarker discovery, though it includes proteomic analysis.",No,False
PXD014352,,o4-mini-2025-04-16,Yes | justification: Title and description focus on proteomic analysis of ovarian malignant tissue for ovarian cancer biomarker discovery.,Yes | evidence: Study aims to identify biomarkers for early diagnosis of ovarian carcinoma. | justification: The project involves diagnostic biomarker discovery for ovarian cancer.,Not applicable | evidence: No explicit sample composition or percentage of healthy controls provided. | justification: Sample numbers and proportions are not detailed in the description.,Yes | justification: Uses 2-dimensional gel electrophoresis and MALDI-TOF MS for proteomic profiling.,"No | evidence: Analysis performed on patient tissue samples; no cell lines, animal models, or ex vivo studies mentioned. | justification: All samples are clinical tissue specimens.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Dataset addresses ovarian cancer biomarker discovery via proteomic analysis of tissue samples, fulfilling all inclusion criteria.",Yes,True
PXD029428,,o4-mini-2025-04-16,Yes | justification: Study focuses on BRCA1/2-deficient ovarian carcinoma and OC cell lines and tumor samples.,"No | evidence: Dataset compares tumor samples and OC cell lines without healthy patient controls; biomarker work is predictive of therapy response, not diagnostic detection. | justification: No healthy controls; biomarker discovery pertains to PARPi therapy response rather than ovarian cancer diagnosis.",Not applicable | evidence: N/A | justification: No healthy control samples reported.,"Yes | justification: Uses integrated chemical proteomics, phosphoproteomics, and ADP-ribosylation proteomics.",Yes | evidence: Analysis includes BRCA1-isogenic OC cell line pair (UWB1.289 cells). | justification: Presence of cell line experiments qualifies as non-clinical samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it meets ovarian cancer and proteomics criteria, it lacks healthy controls or diagnostic biomarker focus.",No,False
PXD026929,,o4-mini-2025-04-16,Yes | justification: Study focuses on miR-141 in ovarian cancer cells and the stromal remodeling in ovarian carcinoma context.,"No | evidence: Controls are scrambled cell lines, not healthy patients; no diagnostic biomarker discovery described. | justification: No healthy patient controls and no biomarker discovery cohort involving patient samples.",Not applicable | evidence: No healthy patient controls present. | justification: Healthy control composition criterion does not apply.,Yes | justification: Proteomic analysis performed on cell line samples to assess protein changes.,Yes | evidence: Use of WPMY-1 and ovarian cancer cell lines for exosomal and proteomic experiments. | justification: Study is in vitro using cell lines (non-clinical).,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although ovarian cancer–related and proteomic, the dataset lacks healthy patient controls and is non-clinical, so it fails inclusion criteria.",No,False
PXD056996,,o4-mini-2025-04-16,"Yes | justification: Focuses on high-grade serous ovarian carcinoma (HGSOC), a subtype of ovarian cancer.",Yes | evidence: Study aims to unveil candidate diagnostic markers for HGSOC by comparing EV glycoproteomes. | justification: Involves diagnostic biomarker discovery for ovarian cancer.,Not applicable | evidence: No explicit sample composition or healthy patient control percentages are provided. | justification: Controls are non-cancerous cell lines rather than healthy patient samples with known proportions.,Yes | justification: Employs comparative glycoproteomics of extracellular vesicles to profile protein N-glycosylation.,Yes | evidence: Includes EVs isolated from HGSOC and non-cancerous cell lines. | justification: Use of cell lines indicates non-clinical samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: While it meets the ovarian cancer, biomarker discovery and proteomics criteria, it includes non-clinical cell-line samples, triggering exclusion.",No,True
PXD055521,,o4-mini-2025-04-16,Yes | justification: Study focuses on high-grade serous ovarian carcinoma (HGSOC) and uses ovarian cancer cells (OVCAR8),No | evidence: Only OVCAR8 ovarian cancer cell lines are used; no patient samples or diagnostic biomarker screening described | justification: No healthy patient controls or diagnostic biomarker discovery component,Not applicable | evidence: Not applicable | justification: No healthy controls present,Yes | justification: Study uses quantitative phosphoproteomics coupled with matching proteomics,"Yes | evidence: CRISPR-Cas9 knock-out in OVCAR8 cell line | justification: In vitro cell line model, non-clinical","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is an ovarian cancer proteomics study, it lacks healthy controls or diagnostic biomarker discovery and uses non-clinical cell lines",No,False
PXD023272,,o4-mini-2025-04-16,Yes | justification: Study focuses on a case of high grade serous ovarian cancer.,Yes | evidence: Description states aim is to detect ovarian cancer biomarkers in Pap test and cervical swab samples. | justification: Involves diagnostic biomarker discovery for ovarian cancer.,Not applicable | evidence: No healthy control samples or sample composition percentages provided. | justification: Dataset does not include healthy patient controls.,"Yes | justification: Uses LC-MS/MS proteomics to identify 4,934 proteins.","No | evidence: Samples are residual fixative from Pap test, cervical swab, and tumor tissue from a patient. | justification: All samples are clinical human specimens, no cell lines or animal models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset is on human ovarian cancer, involves diagnostic biomarker discovery, and uses LC-MS/MS proteomics; it contains no non-clinical samples.",Yes,False
PXD042317,,o4-mini-2025-04-16,Yes | justification: The study focuses on high-grade serous (HGS) metastatic ovarian cancer in the omentum.,"No | evidence: No mention of healthy patient controls or diagnostic biomarker discovery. | justification: The description discusses in vitro modeling, not patient control cohorts or biomarker identification.",Not applicable | justification: No healthy controls are included.,No | justification: No proteomic assays or data acquisition methods are described.,Yes | evidence: The dataset describes an in vitro omentum gel model. | justification: Uses non-clinical in vitro models rather than patient samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: Although it addresses ovarian cancer metastasis, it lacks healthy controls and proteomic data and employs non-clinical models.",No,False
PXD000695,,o4-mini-2025-04-16,"Yes | justification: Study focuses on exosomes from epithelial ovarian cancer cell lines (OVCAR3, OVCAR433, OVCAR5, SKOV3).",No | evidence: Description mentions cell lines only; no healthy patient samples or clinical diagnostic cohort. | justification: No healthy controls and no clinical biomarker discovery on patient samples.,Not applicable | evidence: No healthy controls described | justification: No sample composition provided for healthy controls.,Yes | justification: Mass spectrometry‐based proteomic analysis of exosome proteins is performed.,"Yes | evidence: Exosomes isolated from ovarian cancer cell lines | justification: Study uses cell lines, which are non‐clinical preclinical models.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it meets ovarian cancer and proteomics criteria, it lacks healthy patient controls and uses non‐clinical cell line models.",No,False
PXD022436,,o4-mini-2025-04-16,Yes | justification: Title and description refer to early ovarian (cancer) prognostic markers.,"No | evidence: Description only mentions prognostic marker discovery, not diagnostic biomarker discovery or healthy controls. | justification: The study focuses on prognostic markers rather than diagnostic markers and does not mention healthy controls.","Not applicable | evidence: No healthy control samples described. | justification: No explicit sample composition provided, and no healthy controls mentioned.",Yes | justification: The title and description clearly state a proteomics approach was used.,"No | evidence: No mention of animal models, cell lines, xenografts, or ex vivo studies. | justification: Description implies a clinical human study without non-clinical samples.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset addresses ovarian cancer and uses proteomics but lacks healthy controls or diagnostic biomarker discovery, failing criterion 2.",No,False
PXD024735,,o4-mini-2025-04-16,"No | justification: The study focuses on polycystic ovary syndrome (PCOS) and endometrial tissue, not ovarian cancer.",No | evidence: Description only mentions PCOS patients; no healthy controls or biomarker discovery context described. | justification: No mention of healthy patient controls or diagnostic biomarker discovery for ovarian cancer.,Not applicable | evidence: No healthy controls described. | justification: N/A,Yes | justification: The study explores the secretory endometrial proteome in PCOS patients.,"No | evidence: Samples are endometrial tissues directly from PCOS patients. | justification: Human patient tissues analyzed; not a xenograft, cell line, animal model, or in vitro/ex vivo model study.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Fails ovarian cancer and healthy control criteria; although it is proteomics, it does not study ovarian cancer or include healthy controls.",No,False
PXD025239,,o4-mini-2025-04-16,Yes | justification: Study focuses on ECM1 subtypes in the ovarian cancer cell line HEYA8.,No | evidence: No healthy patient samples or diagnostic biomarker discovery mentioned; only cell line co-IP experiments. | justification: Dataset uses only ovarian cancer cell line samples without any healthy controls or biomarker screening in patients.,Not applicable | evidence: No healthy controls present. | justification: Criterion applies only if healthy controls are included.,Yes | justification: Uses LC-MS/MS (co-IP pull-down followed by LC-MSMS) to identify protein interactions.,Yes | evidence: Uses ovarian epithelial cancer cell line HEYA8 for co-IP experiments. | justification: Cell line studies are non-clinical and thus excluded.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is an ovarian cancer proteomics study, it lacks healthy controls/biomarker discovery and uses only cell lines (non-clinical).",No,False
PXD056566,,o4-mini-2025-04-16,"No | justification: The study uses the KGN granulosa cell line to investigate PGR interactome, not clinical ovarian cancer samples or pathology.","No | evidence: No patient samples or diagnostic biomarker discovery described; only cell lines were analyzed. | justification: The dataset involves immunoprecipitation-MS on cell lines, without healthy patient controls or biomarker discovery in clinical cohorts.","Not applicable | evidence: No sample composition given; no patient cohorts described. | justification: Dataset is entirely based on cell lines, so control composition criteria do not apply.",Yes | justification: Immunoprecipitation–mass spectrometry analysis was performed to identify protein interactions.,Yes | evidence: Uses the KGN human granulosa cell line and other cell lines. | justification: All samples are in vitro cell lines rather than clinical or patient-derived specimens.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomics methods are used, the dataset is non-clinical (cell lines), not focused on ovarian cancer patients, and lacks healthy controls or biomarker discovery.",No,False
PXD001403,,o4-mini-2025-04-16,Yes | justification: Study focuses on proteome profiling of ovarian cancer ascites.,No | evidence: Dataset compares ascites from ovarian cancer and cirrhosis patients. | justification: Controls are cirrhosis patients rather than healthy; no diagnostic biomarker discovery described.,Not applicable | justification: No healthy controls present.,Yes | justification: Proteome profiling of ascites indicates proteomic analysis.,"No | evidence: Samples are human ascites fluid. | justification: Clinical samples only; no cell lines, animal models, or ex vivo/in vitro studies.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it examines ovarian cancer and employs proteomics on clinical samples, it lacks healthy controls or a biomarker discovery component.",No,False
PXD026309,,o4-mini-2025-04-16,Yes | justification: Title and description state study involves ovarian cancer cells treated with cisplatin.,No | evidence: Description focuses on HMGB1 interactome in cancer cells; no healthy patient controls or biomarker discovery mentioned. | justification: No indication of healthy sample controls or diagnostic biomarker study.,Not applicable | evidence: No healthy controls present. | justification: Criterion not applicable when no healthy samples are included.,Unclear | justification: Interactome mapping suggests proteomic methods but description does not explicitly mention proteomics or mass spectrometry.,Yes | evidence: Study performed in prostate and ovarian cancer cell lines. | justification: Cell‐based rather than patient‐derived clinical samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: Although it involves ovarian cancer cells, it lacks healthy controls or biomarker focus and uses non‐clinical cell models; proteomic status is not clearly stated.",No,False
PXD012034,,o4-mini-2025-04-16,"No | justification: The study focuses on PCOS in pregnant women, not ovarian cancer.","No | evidence: Study involves PCOS vs. pregnant control women, not healthy controls for ovarian cancer or biomarker discovery for ovarian cancer. | justification: Controls are pregnant women without PCOS, irrelevant to ovarian cancer diagnostics.","Not applicable | evidence: Control group is pregnant women without PCOS, not healthy ovarian cancer controls. | justification: Sample composition pertains to PCOS study, not ovarian cancer controls.",Yes | justification: The dataset uses label-free quantitative proteomics on plasma samples.,"No | evidence: All samples are human plasma from pregnant women with and without PCOS. | justification: No xenografts, cell lines, or animal models are used.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is proteomics-based, the dataset does not involve ovarian cancer or relevant healthy controls for ovarian cancer.",No,False
PXD030450,,o4-mini-2025-04-16,Yes | justification: Study uses ovarian cancer tissue to assess phosphoproteome quantification methods.,No | evidence: Description does not mention healthy patient controls or biomarker discovery. | justification: Focus is on method comparison in tumor and cell culture matrices without healthy controls or biomarker identification.,Not applicable | evidence: No healthy patient controls reported. | justification: q2 indicates lack of healthy controls.,"Yes | justification: Study involves quantitative phosphoproteome analysis using LFQ, spike-in SILAC, and TMT.",Yes | evidence: Comparison includes cell culture as a non-clinical matrix. | justification: Dataset includes non-clinical samples (cell culture).,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although about ovarian cancer proteomics, it lacks healthy controls or biomarker discovery and includes non-clinical cell culture samples.",No,False
PXD045423,,o4-mini-2025-04-16,"No | justification: The study focuses on epithelial‐mesenchymal transition in MCF10A cells, not ovarian cancer.",No | evidence: No patient samples or biomarker discovery for ovarian cancer described. | justification: This is an in vitro cell line study without healthy patient controls or ovarian cancer biomarkers.,Not applicable | justification: No healthy controls present.,Yes | justification: The dataset is a single‐cell proteomic analysis profiling thousands of proteins.,"Yes | evidence: MCF10A cells treated with TGF-β in vitro. | justification: The dataset uses a breast epithelial cell line model, not clinical patient samples.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although it is proteomics, it is non‐clinical and unrelated to ovarian cancer or healthy patient controls.",No,False
