custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,in_actual
PXD034466,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is specifically focused on ovarian cancer cells, as indicated in the title and description.","No | evidence: There is no mention of healthy controls in the dataset description. | justification: The description does not indicate the presence of healthy control samples, which is a key requirement.","Not applicable | justification: Since there are no healthy controls mentioned, this criterion does not apply.",Yes | justification: The study utilizes chemoproteomics as part of the methodology described.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to meet the healthy controls criterion.,No,False
PXD045710,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is specifically about high-grade serous ovarian cancer (HGSOC), which directly relates to ovarian cancer.",No | evidence: The description does not mention any healthy controls included in the dataset. | justification: The dataset only discusses tumor samples and does not provide any information about healthy control samples.,"Not applicable | justification: Since there are no healthy controls mentioned in the dataset, this criterion does not apply.","Yes | justification: The dataset performs proteogenomic profiling, indicating that proteomics is part of the study.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the ovarian cancer and proteomics criteria, it fails to include healthy controls, which is a critical requirement.",No,False
PXD027577,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is focused on human ovarian follicular fluid, which is directly related to ovarian function.",No | justification: The dataset description does not mention the presence of healthy control samples.,"Not applicable | justification: Since there are no healthy controls in the dataset, this criterion does not apply.","Yes | justification: The dataset investigates proteins, indicating a proteomic approach to analyzing ovarian follicular fluid.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criteria for ovarian cancer and proteomics, it fails to include healthy controls.",No,False
PXD046360,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is about low grade serous ovarian cancer (LGSC), which falls under the category of ovarian cancer.",No | justification: The dataset description does not mention the inclusion of healthy controls.,Not applicable | justification: There are no healthy controls mentioned in the dataset.,"Yes | justification: The study involves whole proteome profiling, which is a type of proteomics.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criterion for being about ovarian cancer and includes proteomics, it does not include healthy controls.",No,False
PXD001176,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on cisplatin-resistant ovarian cancer cell lines, which explicitly relates to ovarian cancer.",No | justification: The description does not mention the inclusion of healthy controls.,"Not applicable | justification: Since the dataset does not include healthy controls, this criterion does not apply.","Yes | justification: The study involves quantitative proteomic analysis, identifying differentially expressed proteins.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the criteria for ovarian cancer and proteomics but fails to include healthy controls.,No,False
PXD020557,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is focused on high-grade serous ovarian cancer as indicated in the title and description.,Yes | evidence: There are 10 healthy female plasmas included in the analysis. | justification: The dataset includes plasma samples from healthy individuals.,Yes | evidence: 10 healthy samples out of 20 total samples (10 cancer and 10 healthy) represent 50% healthy controls. | justification: The dataset holds at least 20% healthy control samples.,"Yes | justification: The dataset involves an analysis of plasma proteins, as noted in the description.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset satisfies all the specified inclusion criteria: it focuses on ovarian cancer, includes healthy controls constituting more than 20% of the total samples, and includes proteomics data.",Yes,True
PXD030034,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly about high grade serous ovarian cancer (HGSC), which is a subtype of ovarian cancer.",No | justification: The description does not mention any inclusion of healthy control samples.,"Not applicable | justification: Since the dataset does not contain healthy controls, this criterion does not apply.",No | justification: The description does not mention any proteomics data or analyses.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: The dataset meets the ovarian cancer criterion but fails to meet the requirements for healthy controls and proteomics.,No,False
PXD012295,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on oral cancer, not ovarian cancer.",Yes | evidence: The description mentions healthy control as part of the study. | justification: Healthy controls are included in the dataset to compare against groups affected by tobacco abuse.,Not applicable | evidence: The specific composition percentages for healthy controls are not provided in the description. | justification: The dataset does not specify the exact composition of healthy controls.,"Yes | justification: The study analyzes differential saliva proteome profiles, indicating it involves proteomics.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset includes healthy controls and involves proteomics, but it does not meet the ovarian cancer criterion.",No,False
PXD025940,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses on the human ovary and discusses ovarian tissue across different life stages, which categorically includes ovarian cancer as a relevant subject.",No | evidence: The description does not mention the inclusion of healthy controls or any composition of samples indicating healthy subjects. | justification: The dataset focuses on ovarian tissue across various life stages but does not specify healthy control samples.,"Not applicable | justification: Since the dataset does not contain healthy controls, this question about composition is not applicable.",Yes | justification: The dataset employs mass spectrometry-based quantitative proteomics and discusses proteomic analysis throughout the ovarian life span.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to include healthy controls, which is a critical component for overall inclusion.",No,False
PXD000901,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is specifically focused on ovarian cancer cell lines.,No | evidence: The description does not mention any healthy control samples. | justification: There are no healthy controls outlined in the dataset information provided.,"Not applicable | justification: Since there are no healthy controls in the dataset, this criterion does not apply.","Yes | justification: The study includes global, quantitative analysis of the (phospho-)proteomes of cancer cell lines.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the ovarian cancer and proteomics criteria, it fails the healthy controls criterion as it does not include any healthy samples.",No,False
PXD051569,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on premature ovarian failure (POF), which is not classified as ovarian cancer. It deals with a different clinical condition.",Yes | evidence: The cohort includes 16 healthy controls alongside 14 POF patients. | justification: Healthy controls are explicitly mentioned as part of the study cohort.,"Unclear | evidence: The sample composition provided does not indicate the percentage of healthy controls relative to the total sample size of 30 (14 POF and 16 controls). | justification: While there are 16 healthy controls, the dataset does not specify if this constitutes at least 20% of the total, requiring further clarification.",Yes | justification: The dataset includes label-free proteomic analysis of the serum exosomes from both patient groups.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: While the study includes proteomics and healthy controls, it does not focus on ovarian cancer, which is a critical criterion for inclusion.",No,False
PXD008582,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on metastatic colorectal cancer, not ovarian cancer.","No | evidence: The description does not mention the presence of healthy controls. | justification: Since the study involves colorectal cancer and does not indicate any healthy controls, it does not meet the inclusion criteria.",Not applicable | justification: There are no healthy controls reported in the dataset.,Yes | justification: The dataset describes the use of quantitative phosphoproteomics.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset fails to meet the criteria for being about ovarian cancer and including healthy controls, even though it does focus on proteomics.",No,False
PXD014352,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly about ovarian cancer, as stated in both the title and description.",No | evidence: The description mentions the focus on ovarian malignant and non-malignant tissues but does not indicate the presence of healthy controls. | justification: There is no mention of healthy control samples in the dataset description.,"Not applicable | justification: As the dataset does not contain healthy controls, this criterion cannot be assessed.",Yes | justification: The dataset involves proteomic analysis using methods like 2-dimensional gel electrophoresis and MALDI-TOF MS.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the ovarian cancer and proteomics criteria, it fails to include healthy controls, which disqualifies it from inclusion.",No,True
PXD029428,,gpt-4o-mini-2024-07-18,"Yes | justification: The title and description specifically mention 'ovarian carcinoma' and 'BRCA1/2-deficient ovarian carcinoma', indicating the dataset is focused on ovarian cancer.","Unclear | evidence: The description does not provide information about the inclusion of healthy control samples. | justification: While the study refers to patient-derived tumor samples, it does not specify if healthy controls are included in the dataset.","Not applicable | justification: It is unclear whether healthy controls are present, so the composition of healthy controls cannot be assessed.","Yes | justification: The description mentions 'chemical proteomics', 'phospho- and ADP-ribosylation proteomics', confirming that the dataset is focused on proteomics.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but lacks clarity regarding the presence of healthy controls.,No,False
PXD026929,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly about ovarian cancer, as indicated in the title and description.","No | evidence: The description does not mention the presence of healthy control samples. | justification: Since there is no information provided regarding healthy controls, we cannot confirm their inclusion.",Not applicable | justification: There are no healthy controls mentioned in the dataset.,Yes | justification: The study involves proteomic analysis of proteins associated with ovarian cancer.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets criteria for ovarian cancer and proteomics, it does not meet the healthy controls criterion, which disqualifies it from inclusion.",No,False
PXD056996,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly about high-grade serous ovarian carcinoma, which is a subtype of ovarian cancer.",Yes | evidence: The dataset mentions matching controls which imply the presence of healthy samples. | justification: Control samples are indicated in the study to compare with cancerous samples.,"Unclear | evidence: The explicit sample compositions are not detailed in the description to confirm the percentage of healthy controls. | justification: Without specific numbers on the sample composition, it's uncertain whether healthy controls make up at least 20%.","Yes | justification: The dataset involves comparative glycoproteomics study, which includes proteomic analysis of proteins.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets all inclusion criteria—pertains to ovarian cancer, contains healthy controls, and involves proteomic analysis, though clarity on healthy control percentage is needed.",Yes,True
PXD055521,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is specifically focused on studying L1CAM and its role in human ovarian cancer cells, particularly in high-grade serous ovarian carcinoma.",No | evidence: The provided title and description do not mention any healthy controls in the dataset. | justification: There is no indication that healthy control samples are included in the dataset as it focuses primarily on cancer cell lines.,"Not applicable | justification: Since the dataset does not contain healthy controls, this question is not applicable.","Yes | justification: The dataset includes quantitative phosphoproteomics and matching proteomics in the analysis of cellular responses, thereby fulfilling the proteomics requirement.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer criterion and the proteomics criterion, but it fails to include healthy controls, disqualifying it based on the second inclusion criterion.",No,False
PXD023272,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is explicitly focused on high grade serous ovarian cancer.,No | evidence: The dataset description does not mention any healthy control samples. | justification: There is no indication in the title or description that healthy controls are included in the dataset.,Not applicable | justification: There are no healthy controls present to evaluate the sample composition.,Yes | justification: The dataset involves LC-MS/MS proteomics analysis of proteins from ovarian cancer samples.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria, but it does not include healthy controls, which is a critical component of the inclusion criteria.",No,False
PXD042317,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is explicitly about metastatic ovarian cancer, specifically high-grade serous ovarian cancer, which aligns with the inclusion criteria.","No | evidence: There is no mention of healthy control samples in the dataset description. | justification: The description provides no information about the inclusion of healthy controls, which is a necessary factor for consideration.","Not applicable | justification: Since the dataset does not contain healthy controls, evaluating the composition is not applicable.","No | justification: The dataset description does not indicate that it includes proteomics data; therefore, it does not meet this criterion.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: While the dataset meets the criterion for being about ovarian cancer, it does not include healthy controls or proteomics, which are both crucial for inclusion.",No,False
PXD000695,,gpt-4o-mini-2024-07-18,"Yes | justification: The title and description specifically mention ovarian cancer cell lines, confirming that the dataset is focused on ovarian cancer.",No | evidence: The dataset only discusses ovarian cancer cell lines without any mention of healthy controls. | justification: There is no indication in the provided information that healthy control samples are included in the dataset.,"Not applicable | justification: Since the dataset does not include any healthy controls, the question of sample composition does not apply.",Yes | justification: The study involves mass spectrometry-based proteomics to analyze exosomes from ovarian cancer cell lines.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criteria for being about ovarian cancer and includes proteomics, it does not have healthy controls, which is a crucial inclusion criterion.",No,False
PXD022436,,gpt-4o-mini-2024-07-18,"Yes | justification: The title and description explicitly mention 'ovarian,' indicating the dataset is focused on ovarian cancer.",No | evidence: Not mentioned in the title or description. | justification: The dataset does not provide any indication of the presence of healthy control samples.,"Not applicable | justification: Since the dataset does not contain healthy controls, this question is not applicable.",Yes | justification: The title indicates that the dataset is about proteomics and its connection to prognostic markers.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criteria for ovarian cancer and proteomics, it fails the criterion of including healthy controls.",No,False
PXD024735,,gpt-4o-mini-2024-07-18,"No | justification: The dataset focuses on polycystic ovary syndrome (PCOS), which is a condition associated with ovarian dysfunction, rather than explicitly about ovarian cancer.",No | evidence: The dataset focuses exclusively on PCOS patients without mention of healthy controls | justification: The dataset does not include any mention of healthy controls in the description.,"Not applicable | justification: Since the dataset does not include healthy controls, this criterion is not applicable.","Yes | justification: The study aims to explore proteomic changes in the endometrial tissue, indicating that proteomic analysis is involved.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset does include proteomics, it fails to meet the criteria for being specifically about ovarian cancer and does not contain healthy controls.",No,False
PXD025239,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset explicitly mentions it is about ovarian cancer by investigating functions of ECM1 in an ovarian cancer cell line.,No | evidence: The dataset does not mention any presence of healthy controls. | justification: Healthy controls are not included in the study as per the description provided.,Not applicable | justification: There are no healthy controls mentioned in the dataset.,"Yes | justification: The dataset involves protein samples generated and analyzed using co-IP techniques, which qualifies as proteomics.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the criterion for ovarian cancer and proteomics but fails to meet the criterion for healthy controls.,No,False
PXD056566,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset focuses specifically on the Progesterone Receptor in ovarian granulosa cells, which are part of the ovarian follicle, indicating that it pertains to ovarian cancer research.",No | justification: There is no indication of any healthy control samples being included in the dataset's description.,"Not applicable | justification: Since there are no healthy controls mentioned, this question does not apply.",Yes | justification: The dataset describes the use of immunoprecipitation-mass spectrometry to conduct proteomic analysis of protein interactions.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset addresses ovarian cancer and includes proteomics but does not include healthy controls, which does not satisfy all inclusion criteria.",No,False
PXD001403,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset focuses on ovarian cancer as indicated in the title and description.,"No | evidence: There is no mention of healthy controls in the dataset title or description. | justification: The description specifically mentions ovarian cancer ascites, which does not imply any inclusion of healthy control samples.","Not applicable | evidence: There are no healthy controls mentioned in the dataset. | justification: Since the dataset does not include healthy controls, this criterion is not applicable.","Yes | justification: The title mentions proteome profiling, which indicates that the dataset is focused on proteomics.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the criteria for ovarian cancer and proteomics but fails to include healthy controls.,No,False
PXD026309,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset explicitly mentions ovarian cancer cells in the title and description, indicating it is focused on studying ovarian cancer.","No | evidence: The description does not mention the inclusion of healthy controls at all. | justification: Without evidence of healthy controls being present in the dataset, it cannot meet the criteria.","Not applicable | justification: Since the dataset does not include healthy controls, this criterion does not apply.",Unclear | justification: The description mainly discusses the interactome of HMGB1 and does not clearly state if proteomics techniques were specifically used.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: The dataset meets the ovarian cancer criterion but fails to include healthy controls, which is a critical exclusion.",No,False
PXD012034,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on polycystic ovary syndrome (PCOS), which is not classified as ovarian cancer.",Yes | evidence: The dataset includes plasma samples from pregnant control women matched for age and other factors. | justification: There are samples from pregnant control women which serve as healthy controls.,"Yes | evidence: There are 23 healthy control samples out of a total of 37 samples (14 from women with PCOS and 23 from controls), which is approximately 62% healthy controls. | justification: The composition exceeds the required 20% healthy controls.",Yes | justification: The study employs label-free quantitative proteomics to analyze plasma samples.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: While the dataset contains healthy controls and is based on proteomics, it does not focus on ovarian cancer, thereby not meeting the primary inclusion criterion.",No,False
PXD030450,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset uses ovarian cancer tissue as an example for the study of quantitative phosphoproteomics.,No | justification: The description does not mention any inclusion of healthy controls in the dataset.,"Not applicable | justification: Since there are no healthy controls, this criterion is not applicable.",Yes | justification: The dataset focuses on quantitative phosphoproteomics analysis in tumor tissues.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criteria for being about ovarian cancer and involves proteomics, it lacks healthy controls, which is a fundamental exclusion criterion.",No,False
PXD045423,,gpt-4o-mini-2024-07-18,"No | justification: The dataset is focused on single-cell proteomics related to epithelial-mesenchymal transition in MCF10A cells, not specifically on ovarian cancer.","No | evidence: The dataset does not mention any healthy control samples. | justification: The dataset description does not indicate the presence of healthy controls, focusing instead on cancer cell models.","Not applicable | justification: Since the dataset does not contain healthy controls, this question of composition is not applicable.","Yes | justification: The dataset includes single-cell proteomic data, indicating it is focused on proteomics.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset does not meet the criteria for ovarian cancer or healthy controls, although it does involve proteomics.",No,False
PXD003304,,gpt-4o-mini-2024-07-18,No | justification: The dataset does not mention ovarian cancer; it focuses on ERK2 kinase modifications in relation to Salmonella.,No | evidence: There are no mentions of healthy controls in the dataset description. | justification: The absence of healthy control data means the dataset does not meet this criterion.,"Not applicable | justification: The dataset does not contain any healthy controls, making this question irrelevant.",No | justification: The dataset focuses on post-translational modifications and does not specifically pertain to proteomics in the context of ovarian cancer.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: No | justification: The dataset fails to meet any of the inclusion criteria regarding ovarian cancer, healthy controls, and proteomics.",No,False
PXD055609,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset focuses on immunogenicities related to ovarian cancer and utilizes samples derived from metastatic ovarian cancer tumors.,No | justification: The description does not mention any healthy controls included in the dataset.,"Not applicable | justification: Since the dataset does not contain healthy controls, this criterion is not applicable.","Yes | justification: The dataset utilizes immunopeptidomic analysis, which is a form of proteomics, to study antigens in ovarian cancer tumors.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset includes ovarian cancer subjects and is based on proteomic analysis but fails to include healthy controls as required by the inclusion criteria.,No,False
PXD054649,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset is focused on ovarian cancer research using patient-derived xenograft models derived from ovarian cancer patients.,No | justification: The title and description do not indicate the inclusion of healthy controls in the dataset.,"Not applicable | justification: Since the dataset does not include healthy controls, the composition percentage criteria are not applicable.",Yes | justification: The dataset utilizes a quantitative mass spectrometry-based proteomic approach to analyze the samples.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to meet the healthy controls criterion.,No,False
PXD051282,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is focused on HGSOC (High-Grade Serous Ovarian Carcinoma), which is a subtype of ovarian cancer.","No | evidence: The description does not mention the inclusion of healthy control samples. | justification: Without evidence of healthy controls included in the dataset, it cannot meet this criterion.","Not applicable | evidence: No data on healthy controls is provided. | justification: Since there are no healthy controls mentioned, this question does not apply.","Yes | justification: The dataset explicitly states it involves 'proteomic analysis', confirming its focus on proteomics.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset meets the criteria for being about ovarian cancer and includes proteomics, it does not include healthy controls, which is a requirement for inclusion.",No,False
PXD052205,,gpt-4o-mini-2024-07-18,Yes | justification: The dataset title and description indicate that it focuses on ovarian cancer cells.,No | justification: There is no mention of healthy controls in the dataset description.,"Not applicable | justification: There are no healthy controls mentioned, so this criterion cannot be evaluated.","Yes | justification: The study employs mass spectrometry, a common proteomic technique, to identify protein interactions.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to include healthy controls, leading to exclusion.",No,False
PXD066017,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset explicitly focuses on ovarian cancer, discussing its precursors and the impact of ovarian cancer-derived small extracellular vesicles on fallopian tube epithelium.","Yes | evidence: The description does not explicitly state the presence of healthy controls but it is implied through the nature of the study which compares cancer and normal tissue responses. | justification: The study aims to model responses in human fallopian tube epithelium when exposed to ovarian cancer-derived signals, suggesting that healthy control samples are necessary for comparison.","Unclear | evidence: No explicit information is provided regarding the percentage composition of healthy controls in the dataset. | justification: Without specific details on the sample composition, it cannot be determined if healthy controls make up at least 20% of the dataset.",Yes | justification: The dataset includes proteomic data as it discusses changes in protein cargo of secreted extracellular vesicles in response to ovarian cancer-derived signals.,meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset meets the inclusion criteria by focusing on ovarian cancer with implications for healthy tissue response and incorporates proteomic analysis.,Yes,False
PXD059026,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is specifically focused on ovarian cancer stem cells, as indicated by the title and description.",No | justification: The provided information does not mention the inclusion of healthy controls in the dataset.,"Not applicable | justification: Since there are no healthy controls included, this question is not applicable.",Unclear | justification: The dataset description does not explicitly mention proteomics; it focuses on mechanisms and effects related to cancer stem cells.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: While the dataset meets the ovarian cancer criterion, it fails to contain healthy controls, and the proteomics aspect is unclear.",No,False
PXD006078,,gpt-4o-mini-2024-07-18,"Yes | justification: The dataset is specifically focused on ovarian cancer, as indicated in the title.","No | evidence: The description does not mention the inclusion of healthy controls. | justification: Without information about healthy controls, we cannot confirm their presence.","Not applicable | justification: Since there are no healthy controls reported, this question does not apply.","Yes | justification: The dataset includes quantitative proteomics, specifically a SILAC proteomics experiment.",meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but fails to include healthy controls.,No,False
PXD009571,,gpt-4o-mini-2024-07-18,"No | justification: The dataset title and description do not mention ovarian cancer, suggesting it is likely unrelated.",No | evidence: Dataset does not mention healthy controls. | justification: The description does not provide any information regarding healthy control samples.,"Not applicable | justification: Since the dataset does not contain healthy controls, this criterion is not applicable.","No | justification: The dataset focuses on RNA-binding proteins and extraction methods, not specifically on proteomics.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: No | justification: The dataset does not meet any of the inclusion criteria for ovarian cancer, healthy controls, or proteomics.",No,False
