custom_id,error,model,Q1,Q2,Q2a,Q3,Q4,Q5,in_actual
PXD019327,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is explicitly described as profiling ovarian cancer ascites cells from patients before and after chemotherapy, indicating it is about ovarian cancer.",No | evidence: Description mentions only ovarian cancer cells and tumor-associated immune cells in ascites from patients with ovarian cancer; no mention of healthy control samples. | justification: The dataset samples come from ovarian cancer patients before and after chemotherapy; healthy controls are not indicated.,"Not applicable | justification: Since no healthy controls are present, composition proportion does not apply.","Yes | justification: The dataset uses LC-MS/MS (liquid chromatography–mass spectrometry) to analyze protein expression, which is a proteomics technique.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is clearly about ovarian cancer and employs proteomics, it lacks healthy control samples, thus fails to meet the inclusion criteria requiring healthy controls.",No,False
PXD015904,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is explicitly related to the TCGA Ovarian Cancer tumor samples, indicating the study focuses on ovarian cancer.","No | evidence: The description mentions comparison and reference samples and xenograft breast carcinoma samples, but does not explicitly state inclusion of healthy control samples. | justification: There is no explicit mention of healthy (non-disease) control samples in the description.","Not applicable | evidence: No explicit sample composition including healthy controls is provided. | justification: Since no healthy controls are mentioned, this criterion does not apply.",Yes | justification: Proteomic analysis using iTRAQ experiments including proteome and phosphoproteome interrogation confirms the dataset includes proteomics data.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset focuses on ovarian cancer and uses proteomics, it lacks explicit healthy control samples, which is required per inclusion criteria.",No,False
PXD044196,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is focused on CRNDE transcripts and micropeptides specifically in ovarian cancer cells, indicating it concerns ovarian cancer.",No | evidence: The description only mentions experiments in ovarian cancer cells with no reference to healthy controls. | justification: There is no mention of samples or data from healthy individuals as controls.,"Not applicable | evidence: No sample compositions were provided including healthy controls. | justification: Since healthy controls are not present, the question is not applicable.","Yes | justification: The dataset includes mass spectrometry-based validation of micropeptides, indicating proteomic analysis.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and uses proteomics (mass spectrometry), it does not include healthy controls, thus failing one key inclusion criterion.",No,False
PXD003752,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset specifically studies kallikrein-related peptidase 7 in high grade serous ovarian cancer, which is a lethal form of ovarian cancer.","No | evidence: The description only mentions analysis of SKOV-3 cell-secreted proteins, which are ovarian cancer cell line derived, with no mention of healthy controls. | justification: No indication of healthy control samples in the described dataset.","Not applicable | evidence: No explicit sample composition involving healthy controls is provided. | justification: Since no healthy controls are mentioned, this criterion does not apply.",Yes | justification: The dataset uses two complementary proteomic approaches (qPROTOMAP and TAILS) to analyze protein substrates and degradome.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset clearly studies ovarian cancer and uses proteomic methods, it does not include healthy controls, so it fails the healthy control criterion.",No,False
PXD017041,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset is about small cell carcinoma of the ovary hypercalcemic type (SCCO), a rare ovarian cancer subtype, but the description focuses on cell lines rather than patient samples, which may not fully match typical ovarian cancer datasets seeking patient-derived data.","No | evidence: The dataset involves 3 SCCO cell lines and one HAP1 parental cell line; no mention of healthy control samples is present. | justification: Healthy controls would generally refer to normal tissue or samples from healthy individuals, which is not evident here.","Not applicable | evidence: No explicit sample composition details indicating healthy controls. | justification: Since no healthy controls are described, the percentage composition criterion does not apply.","Yes | justification: The dataset involves immunoprecipitation-mass spectrometry, a proteomics technique, to study protein-protein interactions.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although proteomics techniques are used, the dataset lacks healthy controls and is limited to cell lines rather than patient samples; therefore, it does not meet the key inclusion criteria.",No,False
PXD033108,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset focuses on discovery and validation of serum glycoprotein biomarkers specifically for detection of high grade serous ovarian cancer (HGSOC).,"Yes | evidence: The dataset describes analysis of serum from age-matched women with HGSOC, benign tumours or healthy controls. | justification: Healthy controls are explicitly included as a comparison group in the study cohorts.","Unclear | evidence: The exact number or proportion of healthy controls versus total samples is not provided explicitly in the description. | justification: While healthy controls are included, the dataset does not provide explicit sample composition to determine if controls are at least 20% of samples.","Yes | justification: The dataset uses lectin-magnetic bead array-coupled proteomics platform, shotgun and targeted proteomics methods to analyze serum glycoprotein biomarkers.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: Dataset clearly focuses on ovarian cancer and uses proteomics methods. Healthy controls are included but proportion is not explicitly stated, so unclear if it meets the 20% healthy control composition requirement.",No,True
PXD034466,,gpt-4.1-mini-2025-04-14,Yes | justification: The title and description explicitly state that the study involves ovarian cancer cells and targets related to ovarian cancer.,No | evidence: The description details experiments on ovarian cancer cells only; no mention of healthy control samples is made. | justification: No information about inclusion of healthy controls is provided in the dataset description.,"Not applicable | evidence: Since no healthy controls are mentioned, sample composition with respect to healthy controls is not provided. | justification: The criterion about composition does not apply when healthy controls are absent.","Yes | justification: The description references chemoproteomics approach identifying protein targets dose-dependently, indicating proteomics data are included.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset focuses on ovarian cancer proteomics, it lacks healthy control samples, which is required by inclusion criteria.",No,False
PXD045710,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is specifically about high-grade serous ovarian cancer (HGSOC), as indicated in the title and description.",No | evidence: The dataset includes 65 tumors from 12 HGSOC patients but mentions no healthy control samples. | justification: No mention of healthy control samples in the description.,"Not applicable | evidence: No explicit sample compositions mention healthy controls. | justification: Since no healthy controls are present, this criterion is not applicable.","Yes | justification: Proteogenomic profiling was performed, indicating proteomics data is included.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and includes proteomics data, it lacks healthy controls, thus does not meet all inclusion criteria.",No,False
PXD027577,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset is about ovarian follicular fluid related to oocyte maturation and quality, not ovarian cancer.",No | evidence: The description does not mention inclusion of healthy control samples. | justification: No evidence of healthy controls in the dataset.,"Not applicable | justification: Since healthy controls are not included, composition criteria do not apply.","Yes | justification: The dataset investigates differentially expressed proteins, indicating proteomics data.",meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Dataset is proteomics but not about ovarian cancer and does not include healthy controls.,No,False
PXD046360,,gpt-4.1-mini-2025-04-14,"Yes | justification: The description clearly states the dataset focuses on low grade serous ovarian cancer (LGSC), a subtype of ovarian cancer.","No | evidence: The description mentions LGSC, serous borderline tumor (SBT), and high grade serous ovarian tumors (HGSC) samples but does not mention any healthy controls or normal tissue samples. | justification: No mention or evidence of inclusion of healthy control samples in the dataset.","Not applicable | evidence: No explicit sample composition including healthy controls provided. | justification: Since healthy controls are absent, proportion cannot be assessed.","Yes | justification: The dataset involves whole proteome profiling of ovarian tumor samples, indicating proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and uses proteomics, it lacks healthy controls which is required for inclusion.",No,False
PXD001176,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description clearly state the dataset is about ovarian cancer cell lines, specifically focusing on drug resistance mechanisms in ovarian cancer.",No | evidence: The dataset compares drug-resistant ovarian cancer cells (A2780-DR) to the parental ovarian cancer cell line (A2780) but does not mention any non-cancerous healthy control samples. | justification: Both samples are ovarian cancer cell lines: one drug-resistant and one parental. No healthy control samples are indicated.,"Not applicable | evidence: No explicit sample composition including healthy control samples is provided. | justification: Since there are no healthy controls, this criterion does not apply.","Yes | justification: The description mentions quantitative proteomic analysis identifying differential protein expression between the cell lines, indicating proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and includes proteomics data, it lacks healthy control samples, which is required for inclusion.",No,False
PXD020557,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset specifically studies high-grade serous ovarian cancer and involves plasma samples from ovarian cancer patients.,Yes | evidence: The study includes plasma samples from 10 healthy females. | justification: The dataset contains healthy female plasma samples alongside ovarian cancer patient samples.,"Yes | evidence: There are 10 ovarian cancer patient samples and 10 healthy female samples, meaning 50% are healthy controls. | justification: Explicit sample composition is provided, and healthy controls make up 50%, which is greater than the 20% threshold.","Yes | justification: Only mass spectrometry files for plasma proteins are uploaded, reflecting proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer; it includes healthy controls comprising 50% of samples; and it contains proteomics MS files for plasma proteins. Therefore, it meets all inclusion criteria.",Yes,True
PXD030034,,gpt-4.1-mini-2025-04-14,"Yes | justification: The title and description clearly state the study is about high grade serous ovarian cancer (HGSC), which is a subtype of ovarian cancer.",No | evidence: The description states the study uses autopsy samples from 15 women with HR-deficient HGSC but does not mention any healthy controls. | justification: No mention or indication of healthy control samples in the dataset description.,"Not applicable | evidence: No explicit mention of healthy controls or sample composition. | justification: Since no healthy controls are included, composition criteria do not apply.",Unclear | justification: The description indicates a multi-omics approach but does not explicitly specify proteomics data.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Unclear | justification: While the dataset is about ovarian cancer, it lacks healthy controls and does not explicitly confirm proteomics data, thus it does not meet all inclusion criteria.",No,False
PXD012295,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on oral cancer, specifically oral squamous cell carcinoma (OSCC), and tobacco abuse, not ovarian cancer.",Yes | evidence: Description mentions 'healthy control' group in the saliva proteome profiling study. | justification: Healthy controls are included to compare against tobacco abusers and oral cancer patients.,Unclear | evidence: No explicit sample composition breakdown is provided regarding percentage of healthy controls. | justification: Description does not specify the proportion of healthy controls in the dataset.,"Yes | justification: Dataset involves differential saliva proteome profiling, which indicates proteomics data.","meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset contains healthy controls and proteomics data, it is not about ovarian cancer but oral cancer, which excludes it from inclusion.",No,False
PXD025940,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on the human ovarian matrisome and aging from prepuberty to menopause, not on ovarian cancer.",Unclear | evidence: The description discusses ovarian tissue at different life stages but does not mention healthy controls specifically. | justification: No explicit mention of inclusion of healthy control samples or comparative groups.,Not applicable | evidence: No explicit sample composition data provided. | justification: Cannot assess healthy control proportion without defined sample compositions.,Yes | justification: The dataset applies mass spectrometry-based quantitative proteomics using TMT pro 16-plex isobaric labeling to analyze ovarian tissue proteome.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: While the dataset meets the proteomics criterion, it does not focus on ovarian cancer and does not explicitly mention healthy controls. Therefore, it does not fulfill the major inclusion criteria.",No,False
PXD000901,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset focuses on ovarian cancer cell lines and their phospho-networks.,No | evidence: The dataset description only mentions ovarian cancer cell lines and does not refer to any healthy control samples. | justification: No mention or evidence of inclusion of healthy control samples in the dataset.,"Not applicable | evidence: No explicit sample composition or healthy controls are provided in the dataset description. | justification: Since there are no healthy controls explicitly described, this criterion does not apply.","Yes | justification: The dataset includes global, quantitative analysis of exomes and phospho-proteomes indicating proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and includes proteomics analysis, it lacks healthy controls which are required for inclusion.",No,False
PXD051569,,gpt-4.1-mini-2025-04-14,"No | justification: The study focuses on Premature Ovarian Failure (POF), which is a different clinical condition than ovarian cancer.",Yes | evidence: The cohort consists of 14 POF patients and 16 healthy controls. | justification: The dataset includes samples from healthy controls.,Yes | evidence: 16 healthy controls out of a total of 30 samples (14 POF + 16 controls) equals approximately 53%. | justification: The percentage of healthy controls exceeds the 20% threshold.,Yes | justification: The dataset includes label-free proteomic analysis of serum exosomes.,"meets ovarian cancer criterion: No | meets healthy controls criterion: Yes | meets proteomics criterion: Yes | justification: Although the dataset includes healthy controls and proteomic data, it is about Premature Ovarian Failure, not ovarian cancer, thus it does not meet the ovarian cancer inclusion criterion.",No,False
PXD008582,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on metastatic colorectal cancer, not ovarian cancer.","No | evidence: No mention of healthy control samples in the dataset description. | justification: The description only discusses colorectal cancer cell lines and models, no healthy controls indicated.","Not applicable | evidence: No sample composition details provided including healthy controls. | justification: Since no healthy controls are included, this criterion cannot be evaluated.",Yes | justification: The study uses quantitative phosphoproteomics to identify DDR1 substrates and signaling pathways.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is proteomics-based but is related to colorectal cancer, not ovarian cancer, and does not include healthy controls.",No,False
PXD014352,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset focuses on ovarian cancer proteome profiling and biomarker identification for ovarian carcinoma diagnosis and prognosis.,Unclear | evidence: The description mentions malignant and non-malignant tissue samples but does not specify if non-malignant samples are from healthy controls. | justification: No explicit statement regarding inclusion of healthy control samples.,Not applicable | evidence: No explicit sample compositions or proportions provided. | justification: Unable to assess healthy control proportion without explicit sample composition data.,Yes | justification: The dataset uses proteomic techniques including 2D gel electrophoresis and MALDI-TOF MS for protein biomarker identification.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset clearly focuses on ovarian cancer and uses proteomics methods but does not clearly state inclusion of healthy controls, making inclusion uncertain.",No,True
PXD029428,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on ovarian carcinoma (OC), specifically BRCA1/2-deficient ovarian carcinoma, as clearly stated in the title and description.",No | evidence: The description mentions patient-derived tumor samples and cell line pairs but does not mention any healthy control samples. | justification: No explicit indication or mention of healthy control samples in the dataset description.,"Not applicable | evidence: No healthy controls are reported or described in the sample composition. | justification: Since no healthy controls are present, the composition criterion is not applicable.","Yes | justification: The dataset involves integrative chemical proteomics, phosphoproteomics, and ADP-ribosylation proteomics to study protein complexes and signaling in ovarian carcinoma.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset meets the ovarian cancer and proteomics criteria but lacks healthy controls, which is mandatory according to the inclusion criteria.",No,False
PXD026929,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset title and description explicitly mention ovarian cancer and ovarian carcinomas.,No | evidence: The description mentions ovarian cancer cells and stromal cells but does not mention any healthy control samples. | justification: No indication of healthy controls present in the dataset.,"Not applicable | evidence: No explicit sample composition provided. | justification: Since no healthy controls are present, the composition criteria don't apply.",Yes | justification: The description states samples were sent for proteomic analysis.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset concerns ovarian cancer and uses proteomic analysis but does not include healthy controls, which is required.",No,False
PXD056996,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on high-grade serous ovarian carcinoma (HGSOC), a subtype of ovarian cancer, analyzing related extracellular vesicles and tissue samples.",Yes | evidence: The description mentions comparison to 'non-cancerous cell lines' and 'matching controls' from patient sera and ascites. | justification: Healthy controls are included as non-cancerous cell lines and matching controls from patient samples.,Unclear | evidence: The description does not specify proportions or explicit sample composition percentages for healthy controls. | justification: No explicit data is provided to confirm if healthy controls constitute at least 20% of the samples.,"Yes | justification: The dataset involves comparative glycoproteomics of extracellular vesicles (EVs) and explores glycosylation patterns of proteins, confirming proteomic analysis.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset clearly studies ovarian cancer and includes proteomics data. Healthy controls are mentioned but the proportion is not specified, thus uncertain if criterion 2a is met.",No,True
PXD055521,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on human ovarian cancer cells, specifically high-grade serous ovarian carcinoma (HGSOC).",No | evidence: The description mentions only ovarian cancer cells and knockout cell lines but does not mention any healthy control samples. | justification: No indication of healthy controls or non-cancerous samples is provided.,"Not applicable | evidence: No sample composition details are provided indicating healthy controls. | justification: Since healthy controls are not present, this criterion does not apply.",Yes | justification: The study uses quantitative phosphoproteomics coupled with proteomics to analyze signaling pathways and cellular responses.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and employs proteomics, it lacks healthy control samples, one of the core inclusion criteria.",No,False
PXD023272,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset title and description explicitly state it is from a case of high grade serous ovarian cancer.,No | evidence: Description mentions only one woman with ovarian cancer and does not mention any healthy control samples. | justification: No mention of healthy controls in the dataset description.,"Not applicable | evidence: No explicit sample compositions provided including controls. | justification: Since there are no healthy controls mentioned, composition criteria do not apply.",Yes | justification: The dataset uses LC-MS/MS proteomics for protein identification and analysis.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While it concerns ovarian cancer and is proteomics-based, the dataset lacks healthy control samples. Healthy controls are required for inclusion.",No,False
PXD042317,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset title and description specifically mention high-grade serous ovarian cancer (HGS ovarian cancer), indicating a focus on ovarian cancer.",No | evidence: The description discusses modeling metastatic ovarian cancer in the omentum but does not mention any healthy control samples. | justification: There is no mention of inclusion of healthy control samples in the dataset.,"Not applicable | evidence: No explicit sample composition is provided, and healthy controls are not mentioned. | justification: Without healthy controls, this criterion does not apply.","No | justification: The dataset focuses on in vitro models for studying tumor microenvironment and cancer metastasis, with no indication of proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: No | justification: Although the dataset is related to ovarian cancer, it lacks healthy controls and proteomics data, failing two essential criteria for inclusion.",No,False
PXD000695,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset specifically involves ovarian cancer cell lines (OVCAR3, OVCAR433, OVCAR5, SKOV3), indicating the study focus is on ovarian cancer.",No | evidence: The description only mentions ovarian cancer cell lines; there is no mention of healthy control samples being included. | justification: The dataset contains only cancer cell lines without any reference to healthy controls.,"Not applicable | evidence: No healthy controls are reported, so the composition criterion does not apply. | justification: Without healthy controls, the 20% composition threshold cannot be evaluated.",Yes | justification: The dataset utilizes mass spectrometry-based proteomics to characterize exosomes from ovarian cancer cell lines.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and uses proteomic methods, it does not include healthy controls, thus failing one of the key inclusion criteria.",No,False
PXD022436,,gpt-4.1-mini-2025-04-14,Yes | justification: The title and description explicitly mention ovarian cancer.,Unclear | justification: There is no information regarding the presence of healthy control samples in the dataset.,"Not applicable | justification: Sample composition is not provided, so the proportion of healthy controls cannot be assessed.",Yes | justification: The title and description mention that the dataset is based on proteomics.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset concerns ovarian cancer and uses proteomics, but lacks information on healthy controls, which is required for inclusion.",No,False
PXD024735,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset is focused on polycystic ovary syndrome (PCOS) and endometrial tissue, with no mention or evidence of ovarian cancer involvement.",Unclear | evidence: No explicit mention of healthy controls in the description. | justification: The description does not state whether healthy controls were included.,"Not applicable | evidence: Sample composition details are not provided. | justification: Without explicit sample compositions, it is not possible to assess the proportion of healthy controls.","Yes | justification: The dataset involves exploration of the secretory endometrial proteome in PCOS patients, indicating proteomics data.","meets ovarian cancer criterion: No | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset focuses on PCOS and endometrial tissue, not ovarian cancer. Healthy control status is unclear. Proteomics data is included.",No,False
PXD025239,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset is about ovarian cancer, specifically studying ECM1 subtypes in an ovarian cancer cell line HEYA8.",No | evidence: The description focuses solely on ovarian cancer cell line samples and co-immunoprecipitation studies without mentioning any healthy control samples. | justification: No mention of healthy controls is present in the dataset description.,"Not applicable | evidence: No sample composition including healthy controls is provided. | justification: Since no healthy controls are included, this criterion is not applicable.",Yes | justification: The dataset involves proteomics techniques such as LC-MS/MS and co-immunoprecipitation to identify proteins binding to ECM1 subtypes.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer proteomics but lacks healthy control samples, failing to meet all inclusion criteria.",No,False
PXD056566,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset involves the Progesterone Receptor interactome analysis in human ovarian granulosa cells, which are ovarian cells relevant to ovarian cancer research.",No | evidence: The dataset description does not mention inclusion of healthy control samples distinct from ovarian granulosa cells or other cell types used as controls. | justification: No information indicating presence of healthy control samples is provided.,"Not applicable | evidence: No explicit sample composition details provided including healthy controls. | justification: Since no healthy controls are indicated, this criterion cannot be assessed.",Yes | justification: Proteomic analysis was performed using immunoprecipitation-mass spectrometry to identify protein interactions involving the Progesterone Receptor.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is relevant to ovarian research and involves proteomics, it does not include healthy control samples as required by the inclusion criteria.",No,False
PXD001403,,gpt-4.1-mini-2025-04-14,Yes | justification: The title and description explicitly state that the dataset is focused on proteome profiling related to ovarian cancer ascites.,Unclear | evidence: No explicit mention of healthy controls in the title or description. | justification: The description and title mention ovarian cancer and cirrhosis ascites but do not specify the presence of healthy control samples.,"Not applicable | justification: Since it is unclear whether healthy controls are included, sample composition regarding healthy controls cannot be assessed.",Yes | justification: The dataset involves 'proteome profiling' and 'proteome-metabolome profiling' indicating proteomics analysis.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: The dataset clearly relates to ovarian cancer proteomics but lacks explicit information on healthy controls, so inclusion criteria for controls are uncertain.",No,False
PXD026309,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset involves ovarian cancer cells, as indicated in the title and description which specifically mention ovarian cancer cells treated with cisplatin.",No | evidence: The description mentions cancer cells (prostate and ovarian) treated with cisplatin but does not mention any healthy control samples. | justification: No evidence of healthy controls in the dataset is provided in the title or description.,"Not applicable | evidence: No sample composition details are provided, and no healthy controls are mentioned. | justification: Since healthy controls are absent, the composition criterion is not applicable.","Yes | justification: The study examines the HMGB1 interactome, which implies analysis of protein interactions, consistent with a proteomics approach.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: Although the dataset is ovarian cancer-related and proteomics-based, it does not contain healthy controls as required by the inclusion criteria.",No,False
PXD012034,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on polycystic ovary syndrome (PCOS), an endocrinological disorder affecting fertile-aged women, and not on ovarian cancer.","Yes | evidence: The dataset includes plasma samples from 23 pregnant control women matched for age, gestational length, and BMI. | justification: Presence of control group samples is explicitly stated.","Not applicable | evidence: Sample composition is given but controls are pregnant women without PCOS, not healthy controls in the context of ovarian cancer study criteria. | justification: Since the dataset is not about ovarian cancer, controls are not 'healthy controls' defined as in criteria.","Yes | justification: The study uses label-free quantitative proteomics on plasma samples, identifying 169 proteins.","meets ovarian cancer criterion: No | meets healthy controls criterion: Unclear | meets proteomics criterion: Yes | justification: Dataset is about PCOS, not ovarian cancer. Healthy controls are present but in the context of PCOS study. Proteomics criteria are met.",No,False
PXD030450,,gpt-4.1-mini-2025-04-14,"Yes | justification: The description explicitly states the study uses ovarian cancer tissue as an example and focuses on cancer phosphoproteomes, indicating the dataset is about ovarian cancer.","No | evidence: The description only mentions tumor tissues, specifically ovarian cancer tissue; there is no mention of healthy control samples. | justification: No evidence of healthy control samples in the dataset description.","Not applicable | evidence: Since healthy controls are not present, composition percentage is irrelevant. | justification: No healthy controls detected, so this criterion does not apply.","Yes | justification: The dataset involves phosphoproteomics techniques such as LFQ, spike-in-SILAC and TMT labeling for tumor tissue phosphoproteome quantification, confirming it is proteomics data.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is about ovarian cancer and employs proteomics methods. However, it does not include healthy controls, failing one of the key inclusion criteria.",No,False
PXD045423,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset describes single-cell proteomic analysis of epithelial-mesenchymal transition in MCF10A cells, which are breast epithelial cells, not ovarian cancer samples.",No | evidence: No mention of healthy control samples; the dataset focuses on a cell line model (MCF10A) with induced EMT. | justification: The dataset uses a cell line model without reference to healthy control human samples.,"Not applicable | evidence: No explicit sample composition including healthy controls is provided. | justification: Since there are no healthy control samples, the question of their proportion is not applicable.",Yes | justification: The dataset is a single-cell proteomic dataset with quantified proteins from mass spectrometry analysis.,"meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset involves proteomics, it is not about ovarian cancer and lacks healthy control samples, thus does not meet the inclusion criteria.",No,False
PXD003304,,gpt-4.1-mini-2025-04-14,"No | justification: The dataset focuses on modifications of the ERK2 kinase treated with Salmonella effector SrfH, with no mention of ovarian cancer.",No | evidence: No mention of healthy control samples in the description focusing on SrfH-treated ERK2 kinase modifications. | justification: The dataset does not indicate inclusion of healthy controls relevant to ovarian cancer.,"Not applicable | evidence: No sample composition information provided related to ovarian cancer or healthy controls. | justification: Since healthy controls are not present, evaluating their proportion is not applicable.","Yes | justification: The dataset aims to identify post-translational modifications (deamidation and phosphorylation) on ERK2 kinase, which is a proteomics approach.","meets ovarian cancer criterion: No | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset involves proteomics, it does not pertain to ovarian cancer nor include healthy controls, thus failing key inclusion criteria.",No,False
PXD055609,,gpt-4.1-mini-2025-04-14,"Yes | justification: The dataset focuses on ovarian cancer tumors, specifically analyzing immunogenic peptides in ovarian cancer.","No | evidence: The description only mentions analysis of five metastatic ovarian cancer tumors, no mention of healthy control samples. | justification: There is no indication that healthy controls are included in the dataset.","Not applicable | evidence: No explicit sample composition including healthy controls is provided. | justification: Since no healthy controls are mentioned, sample composition with respect to controls is not applicable.","Yes | justification: The study uses immunopeptidomic analysis, which falls under proteomics, to identify peptides presented on HLA-I molecules.","meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: The dataset is focused on ovarian cancer and uses proteomics methods, but lacks healthy controls, which is an inclusion criterion.",No,False
PXD054649,,gpt-4.1-mini-2025-04-14,Yes | justification: The dataset title and description clearly focus on ovarian cancer and patient-derived xenograft models of ovarian cancer.,No | evidence: The dataset description mentions PDX models derived from ovarian cancer patients but does not mention any healthy controls. | justification: No mention or evidence of samples from healthy controls in the description.,"Not applicable | justification: Since healthy controls are absent, assessing their proportion is not applicable.",Yes | justification: The description specifies a quantitative mass spectrometry-based proteomic approach was used for analysis.,"meets ovarian cancer criterion: Yes | meets healthy controls criterion: No | meets proteomics criterion: Yes | justification: While the dataset is about ovarian cancer and uses proteomics, it does not include healthy controls, thus does not meet all inclusion criteria.",No,False
