custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE16597.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset contains genomic DNA data and clinical information such as gender, age, and stage, but no survival time or status data is provided. | justification: The dataset description and sample data show no fields or columns indicating survival time or survival status (e.g., overall survival, progression-free survival). It only includes genomic DNA and clinical stage information.","Yes | stage i evidence: Among 42 tumor samples, 15 samples are stage I (ia or ib), which is approximately 36%. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset. | justification: Although the dataset does not have ACT annotation, it includes a substantial number of stage I patients (about 36%), but this is less than the required 50% threshold for majority stage I patients.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time and status data, which is a mandatory inclusion criterion. Additionally, the proportion of stage I patients is below 50%, and there is no ACT annotation. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE72788.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of mRNA expression data from NSCLC cell lines with shRNA knockdown; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival information is not available.","No | stage i evidence: No patient data or staging information is present; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is provided; dataset is experimental cell line data. | justification: Since this dataset is from cell lines, it does not include patient stage or treatment annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include clinical stage or adjuvant chemotherapy information, thus failing both inclusion criteria.",No,False
samples_table_GSE55860.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample information only mention cell lines (H460) with TRAIL sensitivity or resistance status, no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival data such as OS or PFS is not available.","No | stage i evidence: No patient stage information is provided; samples are cell lines, not patient tumors. | act evidence: No adjuvant chemotherapy annotation is present; dataset focuses on TRAIL resistance in cell lines. | justification: The dataset does not include patient samples, so stage or ACT annotation is not applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations such as stage or ACT; it is based on cell line models, thus does not meet inclusion criteria.",No,False
samples_table_GSE52712.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset description and sample metadata indicate RNA profiling of cell lines and single cells, no mention of patient survival time or status data. | justification: The dataset focuses on RNA expression profiling of cell lines and sorted cancer initiating cells, without any clinical survival data provided.","No | justification: No patient clinical data or tumor stage information is provided; samples are from cell lines and xenograft-derived cells, not patient tumor samples with stage or adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical stage or adjuvant chemotherapy annotation, thus does not meet inclusion criteria.",No,False
samples_table_GSE166750.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample information indicate cell line experiments (A549 cells treated with siCTRL or siAPEX1) without any mention of patient survival time or status data. | justification: The data is from in vitro cell line experiments, not patient clinical data, so survival information is not present.","No | justification: No patient samples are included; thus, there is no stage I patient composition or adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include clinical patient samples with stage or treatment annotation, so it does not meet inclusion criteria.",No,False
samples_table_GSE44077.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival (OS), recurrence-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but no survival time or status information is provided in the dataset or metadata.",No | stage i evidence: No information on patient stage distribution is provided; the dataset focuses on tumor and adjacent airway tissue profiling without clinical staging details. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) treatment status for any patients in the dataset. | justification: Neither stage I patient majority nor ACT annotation is present or described in the dataset.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks both survival data and the required clinical annotations (stage I majority or ACT status). Therefore, it does not meet the inclusion criteria for the meta-analysis.",No,False
samples_table_GSE27705.csv,,gpt-4.1-mini-2025-04-14,Yes | evidence: The dataset includes 'survival (months)' and 'Dead (Ch1)' columns indicating survival time and status for NSCLC patients. | justification: Presence of patient-specific survival time in months and death status (1.0 or 0.0) is clearly provided for each NSCLC patient sample.,"Unclear | stage i evidence: Samples are labeled as 'early' or 'late' but no explicit staging information (e.g., Stage I) is provided. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: While some samples are described as 'early', there is no clear indication that these represent Stage I patients or that they constitute at least 50% of the cohort. No ACT annotation is available.","meets survival criterion: Yes | meets stage or act criterion: Unclear | justification: The dataset meets the survival data criterion but lacks clear evidence of majority Stage I patients or ACT annotation, making inclusion uncertain based on provided criteria.",No,False
samples_table_GSE131027.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample data do not mention any patient-specific survival time or status such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but no survival time or status information is provided in the dataset or summary.","No | stage i evidence: No information on NSCLC stage distribution is provided; only cancer types are listed without staging details. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation is present in the dataset or description. | justification: The dataset lacks both stage I patient composition data and ACT annotation, so it does not meet the second inclusion criterion.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include patient-specific survival data, nor does it provide information on stage I NSCLC majority or ACT annotation. Therefore, it does not meet the inclusion criteria for the meta-analysis.",No,False
samples_table_GSE42375.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample information do not mention any patient-specific survival time or status data such as overall survival or progression-free survival. | justification: The dataset appears to be a cell line experimental study (A549 cell line treated with TGF/TNF) focusing on chromatin and gene expression changes, not clinical patient data with survival outcomes.","No | justification: There is no indication of any patient samples, clinical staging, or adjuvant chemotherapy annotation. The dataset is based on cell line models, not patient cohorts.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include any clinical stage I patient samples or adjuvant chemotherapy annotation. It is an experimental cell line dataset, thus does not meet inclusion criteria.",No,False
samples_table_GSE75308.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from NSCLC cell lines (PC9) treated with gefitinib or co-cultured with MRC-5 cells; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, thus lacks survival information.","No | stage i evidence: No patient data or staging information available; dataset is from NSCLC cell lines, not clinical samples. | act evidence: No explicit adjuvant chemotherapy annotation; treatment is gefitinib exposure in vitro, not clinical ACT annotation. | justification: No clinical patient data or ACT annotation present; only in vitro drug treatment of cell lines.","meets survival criterion: No | meets stage or act criterion: No | justification: Dataset does not contain patient survival data nor clinical stage or ACT annotation; it is an in vitro cell line gene expression study, thus does not meet inclusion criteria.",No,False
samples_table_GSE66604.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of NSCLC cell lines (EBC1 and EBC1-R) and their characteristics; no patient survival time or status data is provided. | justification: The data is from cell lines, not patient clinical data, so survival information is not available.","No | stage i evidence: No information on patient stage I composition is provided. | act evidence: No adjuvant chemotherapy annotation is present; dataset is based on cell lines, not patient samples. | justification: The dataset does not include patient clinical data or annotations relevant to stage or chemotherapy.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line experimental dataset, not a clinical cohort.",No,False
samples_table_GSE86928.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset involves gene expression data from treated A549 cell lines, no patient survival time or status data provided. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival information is absent.","No | stage i evidence: No patient data or staging information available; only cell line data. | act evidence: No adjuvant chemotherapy annotation; dataset describes treatment of cell lines with sodium butyrate compounds, not clinical ACT. | justification: No clinical patient data or treatment annotation relevant to inclusion criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is an in vitro cell line study unrelated to patient stage or ACT.,No,False
samples_table_GSE93300.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample data do not include any survival time or status information such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but this dataset only provides clinical stage and mutation status without survival outcomes.","No | stage i evidence: All NSCLC patients listed have clinical stages IIIB or IV; no stage I patients are present. | act evidence: There is no explicit annotation of adjuvant chemotherapy (ACT) in the dataset. | justification: Neither majority stage I patients nor ACT annotation is present, failing the second inclusion criterion.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not meet the requirement of having at least 50% stage I patients or explicit ACT annotation. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE66606.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression profiling of Calu-6 lung cancer cell lines transfected with siRNA; no patient data or survival time/status provided. | justification: The dataset is based on in vitro cell line experiments, not clinical patient samples, so survival data is not applicable.","No | stage i evidence: No patient samples or staging information present; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation or patient treatment data available. | justification: Since this is a cell line study, there is no clinical staging or treatment annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line dataset unrelated to patient clinical data.,No,False
samples_table_GSE123031.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of transcriptomic data from NSCLC cell lines (HCC827) with various treatments; no patient survival time or status data provided. | justification: The dataset is based on cell lines, not patient samples, so survival data is not applicable.","No | stage i evidence: No patient data or staging information available; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset involves cell line treatments, not patient treatment data. | justification: No clinical patient data or annotations related to stage or adjuvant chemotherapy are included.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line transcriptomic study, not a clinical cohort.",No,False
samples_table_GSE119144.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample list only mention genomic DNA samples from NSCLC tumors without any mention of survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: Survival data is a required inclusion criterion, but the dataset only provides genomic DNA sample information without any survival annotations.",No | stage i evidence: No information on patient stage distribution is provided in the dataset description or sample metadata. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) status for any patients in the dataset. | justification: Neither stage I patient composition nor ACT annotation is available or indicated in the dataset.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time and status data, and does not provide information on stage I patient proportion or ACT annotation. Therefore, it does not meet the inclusion criteria for the meta-analysis.",No,False
samples_table_GSE84720.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and metadata do not mention any patient-specific survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: The dataset focuses on gene expression profiling of dendritic cells cultured with serum from NSCLC patients, without any indication of survival data collection.",No | stage i evidence: Patients are described as being in late stage NSCLC; no indication of stage I patients or their proportion is given. | act evidence: No mention of adjuvant chemotherapy annotation or treatment data is present in the dataset description. | justification: The dataset includes late stage NSCLC patients only and lacks any explicit ACT annotation.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not meet the criterion of having at least 50% stage I patients or explicit ACT annotation. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE30291.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of cancer cell lines from NCI-60 panel with genomic data; no patient-specific survival time or status data provided. | justification: The dataset describes cell lines and their genomic characteristics, not clinical patient data with survival outcomes.","No | stage i evidence: No information on patient stage; dataset is of cell lines, not patient samples. | act evidence: No adjuvant chemotherapy annotation present; dataset is cell line based. | justification: Dataset does not include clinical patient data with stage or treatment annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line genomic dataset, not clinical patient data.",No,False
samples_table_GSE37058.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations indicate primary bronchial epithelial cells from never smokers with gene expression data related to pathway perturbations; no mention of patient-specific survival time or status data is present. | justification: The dataset consists of gene expression profiles from cell samples, not clinical patient data with survival outcomes.","No | stage i evidence: No information on patient stage is provided; samples are from primary bronchial epithelial cells, not tumor samples with staging. | act evidence: No adjuvant chemotherapy annotation or treatment data is mentioned. | justification: The dataset is based on in vitro cell samples, not clinical patient cohorts with stage or treatment annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and does not include clinical stage or adjuvant chemotherapy information; it is a gene expression study on cell samples unrelated to patient clinical outcomes.,No,False
samples_table_GSE43493.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of RNA expression data from A549 cell line and its cisplatin-resistant derivative; no patient survival time or status data provided. | justification: The dataset is derived from cell lines, not patient samples, so no survival data is available.","No | stage i evidence: No patient data or staging information is present; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation; dataset describes cisplatin resistance in cell lines, not patient treatment. | justification: No clinical patient data or treatment annotation is included.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line expression study unrelated to patient stage or treatment.,No,False
samples_table_GSE51722.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations indicate xenograft models with A549 cells in SCID mice, with no mention of patient survival time or status data. | justification: The data is from mouse xenograft experiments, not human patient clinical data, so survival time or status is not applicable.","No | justification: There is no information about patient stage or adjuvant chemotherapy annotation since the samples are from xenograft mouse models, not clinical patient samples.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical patient samples with stage or ACT annotation. It is an experimental xenograft dataset, thus does not meet inclusion criteria.",No,False
samples_table_GSE31798.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset description and sample metadata do not mention any survival time or status data such as overall survival or progression-free survival. | justification: The dataset focuses on DNA copy number profiles measured by array CGH for NSCLC tumors, with no indication of survival data availability.",No | stage i evidence: No information on patient stage distribution is provided in the dataset description or metadata. | act evidence: No explicit annotation of adjuvant chemotherapy is present in the dataset or metadata. | justification: Neither stage I patient composition nor adjuvant chemotherapy annotation is available or indicated.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not provide information on stage I patient proportion or adjuvant chemotherapy annotation, thus failing both inclusion criteria.",No,False
samples_table_GSE64766.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival (OS), relapse-free survival (RFS), or progression-free survival (PFS). | justification: The dataset consists mainly of patient-derived cell line models and tumor samples with mutation and resistance mechanism annotations, but no survival data is provided.","No | stage i evidence: No information on patient clinical stage, including Stage I, is provided in the dataset description or sample annotations. | act evidence: There is no explicit annotation of adjuvant chemotherapy (ACT) treatment in the dataset. | justification: The dataset lacks both stage information and ACT annotation, so it does not meet the criterion of having at least 50% Stage I patients or explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include survival data, nor does it have clinical stage or ACT treatment annotations. Therefore, it does not meet the inclusion criteria for the meta-analysis.",No,False
samples_table_GSE42979.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations describe cell line experiments with siRNA and overexpression treatments, no patient survival time or status data is provided. | justification: The dataset consists of NSCLC cell line experiments, not clinical patient data, so survival data is not available.","No | stage i evidence: No patient stage information is provided; dataset is based on cell lines, not patient samples. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves cell line treatments only. | justification: The dataset does not include clinical patient samples, so stage or ACT annotation is not applicable.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical samples with stage or ACT annotation; it is an in vitro cell line study.,No,False
samples_table_GSE37699.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of NSCLC cell line samples (NCI-H1975 parental and resistant cells) with no mention of patient survival time or status. | justification: The data is from cell lines, not patient clinical data, so survival information is not available.","No | stage i evidence: No patient stage information is provided; samples are cell lines, not patient tumors. | act evidence: No adjuvant chemotherapy annotation is present; data pertains to cell line resistance to EGFR inhibitors, not clinical treatment annotation. | justification: Neither stage I patient composition nor ACT annotation applies to cell line data.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line dataset focused on drug resistance mechanisms.,No,False
samples_table_GSE147029.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of NSCLC cell lines (A549, H1299) treated with radiation; no patient survival data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival time and status are not applicable.","No | stage i evidence: No patient data or staging information available; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: No clinical patient data or treatment annotations are included, only cell line experimental data.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE242843.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of microarray data from cell lines (parental, transformed, reversed cells) with no patient survival time or status information. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival data is not present.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves drug treatments on cell lines, not patient treatment data. | justification: No clinical patient data or annotations related to stage or adjuvant chemotherapy are included.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is a cell line gene expression study unrelated to clinical patient outcomes or staging.,No,False
samples_table_GSE160482.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample metadata show experimental conditions and time points (e.g., 'Dox Day1', 'Dox Day7') but do not include patient-specific survival time or status data such as overall survival or progression-free survival. | justification: The data represent cell line experiments with treatments and time points rather than clinical patient survival data.","No | stage i evidence: No information on patient stage or sample composition is provided; the dataset involves cell lines, not patient samples. | act evidence: No explicit adjuvant chemotherapy annotation is present; the dataset involves experimental induction of mutant KRAS or EGFR in cell lines, not clinical treatment annotations. | justification: The dataset is based on cell line models, not clinical patient samples, so neither stage I patient composition nor ACT annotation applies.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical samples with stage I composition or ACT annotation. It is an experimental cell line dataset, thus does not meet inclusion criteria.",No,False
samples_table_GSE196499.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset involves gene expression data from A549 NSCLC cell lines treated with siRNA, no patient data or survival information provided. | justification: The dataset is based on cell line experiments, not patient samples, so no survival time or status data is available.","No | stage i evidence: No patient data or staging information is present as this is a cell line study. | act evidence: No adjuvant chemotherapy annotation is present; dataset is from in vitro cell line experiments. | justification: Since this dataset is from cell lines, it does not include any patient stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and any clinical annotation regarding stage or adjuvant chemotherapy, thus does not meet inclusion criteria.",No,False
samples_table_GSE67051.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from NSCLC cell lines treated with erlotinib or DMSO, no patient survival time or status data provided. | justification: The dataset is an in vitro experiment on cell lines, not clinical patient data, so survival information is not available.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; treatment is erlotinib in cell lines, not clinical ACT. | justification: Dataset does not include clinical patient samples or annotations relevant to stage I or ACT.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient survival data and clinical annotations required for inclusion; it is an in vitro cell line experiment.,No,False
samples_table_GSE101929.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: The dataset includes survival time in days, months, and years, as well as survival status (Alive or Dead) for each patient, e.g., 'survival (days): 534', 'death due to lung cancer (all years): Dead'. | justification: Patient-specific survival time and status data are explicitly provided for all samples.","Yes | stage i evidence: Many patients are annotated with Stage I NSCLC, e.g., 'Stage: I' for multiple patients such as GSM2718950, GSM2718951, GSM2718961, GSM2718964, GSM2718966, GSM2718967, GSM2718968, GSM2718972, GSM2718974, GSM2718976, GSM2718978, GSM2718980, GSM2718982, GSM2718986, GSM2718992, GSM2718993, GSM2718997, GSM2719010, GSM2719012. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset. | justification: The dataset includes a majority of patients with Stage I NSCLC, fulfilling the criterion of at least 50% Stage I patients; no ACT annotation is provided.","meets survival criterion: Yes | meets stage or act criterion: Yes | justification: The dataset contains patient-specific survival time and status data, and more than 50% of patients have Stage I NSCLC, meeting both inclusion criteria.",Yes,True
samples_table_GSE137445.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset description and sample list show only tissue samples (tumor and normal) without any survival time or status data. | justification: No mention or data indicating patient-specific survival time or status such as OS, RFS, or PFS is present.",No | stage i evidence: No information on patient staging is provided in the dataset description or sample annotations. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: Neither stage I patient composition nor ACT annotation is available or indicated.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks survival data and does not meet the criteria of having majority stage I patients or ACT annotation, thus does not fulfill inclusion criteria.",No,False
samples_table_GSE137479.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression profiles from A549 cell lines with and without ELF3 knock-down; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival information is not available.",No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset is experimental cell line data. | justification: No clinical patient data or treatment annotations are included in this dataset.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations such as stage or adjuvant chemotherapy; it is an experimental cell line dataset and does not meet inclusion criteria.,No,False
samples_table_GSE112376.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression data from A549 NSCLC cell lines treated with ionizing radiation and microRNA, with no mention of patient survival time or status. | justification: The data is from cell lines, not patient samples, and does not include survival or progression data.",No | stage i evidence: No patient data or staging information is provided; the dataset is based on cell lines. | act evidence: No adjuvant chemotherapy annotation is present; the dataset involves radiation treatment of cell lines. | justification: The dataset does not include clinical patient data or treatment annotations relevant to stage I or ACT.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE94536.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset includes clinical stage and ALK mutational status but no survival time or status data such as OS, RFS, or PFS. | justification: The dataset description and sample data do not mention any survival time or survival status information for patients.","No | stage i evidence: Clinical stages reported are IV and IIIB; no Stage I patients present. | act evidence: No explicit adjuvant chemotherapy annotation is provided in the dataset. | justification: All NSCLC patients are advanced stage (IIIB or IV) and there is no ACT annotation, so neither criterion is met.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks survival data and does not have ≥50% Stage I patients or ACT annotation, thus does not meet inclusion criteria.",No,False
samples_table_GSE71587.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset describes gene expression data from cell lines (HCC4006 and HCC4006ER) and does not include any patient survival time or status data. | justification: The data is from cell lines, not patient samples, so survival information is not applicable.","No | stage i evidence: No patient data or staging information is provided; the dataset involves cell lines only. | act evidence: No adjuvant chemotherapy annotation is present; dataset is about cell line resistance to erlotinib, not patient treatment. | justification: No clinical patient data or treatment annotation is included.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations such as stage or adjuvant chemotherapy; it is a cell line gene expression study and does not meet inclusion criteria.,No,False
samples_table_GSE60887.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression profiles from KRAS mutant A549 NSCLC cell lines under various treatments; no patient survival time or status data provided. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival information is absent.","No | stage i evidence: No patient data or staging information available; dataset is from cell lines, not clinical samples. | act evidence: No adjuvant chemotherapy annotation present; dataset describes in vitro drug treatments on cell lines, not patient treatment records. | justification: No clinical patient data or annotations related to stage or adjuvant chemotherapy are included.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations for stage or adjuvant chemotherapy; it is an in vitro cell line gene expression study, thus does not meet inclusion criteria.",No,False
samples_table_GSE7878.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: The summary states that overall survival and recurrence free survival data were analyzed and correlated with molecular features, indicating availability of survival time and status data. | justification: The dataset includes patient-specific survival time and status as evidenced by the analysis of overall survival and recurrence free survival in the study.","Yes | stage i evidence: The sample annotations show many patients with Stage T1N0 NSCLC, which corresponds to Stage I disease. Counting the samples, more than 50% are Stage T1N0. | act evidence: No explicit adjuvant chemotherapy annotation is provided in the dataset description or sample metadata. | justification: The dataset includes a majority of patients with Stage I NSCLC (T1N0), meeting the criterion of at least 50% Stage I patients, although no ACT annotation is present.","meets survival criterion: Yes | meets stage or act criterion: Yes | justification: The dataset contains patient-specific survival data (OS and RFS) and a majority of patients are Stage I NSCLC (T1N0), fulfilling both inclusion criteria for survival data and stage composition.",Yes,False
samples_table_GSE188665.csv,,gpt-4.1-mini-2025-04-14,No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status data such as overall survival or progression-free survival. | justification: The dataset focuses on transcriptomic and genomic profiling of tumor regions from lung cancer patients but does not provide survival outcome data.,No | stage i evidence: No information on patient stage or proportion of stage I patients is provided in the dataset description or sample annotations. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) status for any patients in the dataset. | justification: Neither stage I composition nor ACT annotation criteria are met or documented.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not provide evidence of either majority stage I patients or ACT annotation, thus failing both inclusion criteria.",No,False
samples_table_GSE31799.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations only mention gene expression data from resected lung tumors; no survival time or status data (e.g., OS, RFS, PFS) are provided. | justification: Survival data is a required inclusion criterion, but the dataset only includes gene expression profiles without any survival outcome information.","Unclear | stage i evidence: No explicit stage information is provided for the samples; only histological subtype (adenocarcinoma or squamous cell carcinoma) is noted. | act evidence: No adjuvant chemotherapy annotation is mentioned in the dataset description or sample metadata. | justification: Without stage or ACT annotation, it is not possible to confirm if the dataset meets the criterion of >50% stage I patients or explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: Unclear | justification: The dataset lacks survival time and status data, which is mandatory. Additionally, there is no information on stage or ACT to meet the secondary criterion. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE49422.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of expression data from H1299 NSCLC cell lines with CHES1 expression manipulation; no patient survival time or status data provided. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival information is absent.",No | stage i evidence: No patient data or staging information is available; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: No clinical patient data or treatment annotation is included.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient survival data and clinical annotations required for inclusion; it is an in vitro cell line expression study.,No,False
samples_table_GSE29249.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: No survival time or status data (e.g., OS, RFS, PFS) is provided in the dataset or description. | justification: The dataset only includes gene expression data and TNM staging information but lacks any patient-specific survival time or status data.","No | stage i evidence: TNM staging data is provided but no indication that >50% of patients are Stage I; for example, many samples have T4 or N1 stages indicating advanced disease. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: The dataset does not specify a majority of Stage I patients nor any adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks survival data and does not meet the criteria of majority Stage I patients or ACT annotation, thus does not fulfill inclusion criteria.",No,False
