custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE72788.csv,,gpt-5-mini-2025-08-07,"No | evidence: The provided sample table 'GPL6244_..._Sample type' lists 'Cancer Cell Line' for all entries (A549, H441, H460, H2009). No columns or fields indicating patient survival status or survival time (OS/PFS/RFS) are present. | justification: This is an in vitro cell-line experiment with no patient-level clinical data; therefore no survival status/time variables are available.","No | stage i evidence: No staging information is provided in the metadata; samples are cell lines (A549, H441, H460, H2009), not patient tumor stages. | act evidence: No adjuvant chemotherapy (ACT) annotation is present; the 'GPL6244_Treatment' column describes experimental conditions (control or PKC-delta KD), not clinical ACT. | justification: Dataset contains only cell-line experimental treatment annotations and lacks any clinical stage or ACT fields.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: there are no patient-specific survival variables, and there is neither Stage I patient composition nor ACT annotation — the dataset is entirely cell-line experimental data.",No,False
samples_table_GSE55860.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists cell lines (H460, H460S/H460R) and GEO sample accessions (GSM...), with no patient clinical fields such as overall survival time/status, PFS, or RFS. | justification: This is an in vitro cell-line profiling dataset (H460 sensitive/resistant lines). No patient-level clinical or survival variables are present.","No | stage i evidence: Metadata shows only H460 cell-line samples (H460S/H460R). No TNM or stage annotations are provided. | act evidence: No mention of patients or adjuvant chemotherapy in the sample descriptions or metadata; annotations refer to acquired TRAIL-resistance or control, not ACT. | justification: Dataset contains only cell-line experimental groups; there is no clinical staging or ACT information for patients.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival status/time variables and lacks clinical stage or ACT annotation (it is an in vitro cell-line study).,No,False
samples_table_GSE52712.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists cell lines (MCF7, MCF10A) and amplified single-cell samples (e.g., 'Amplified cDNA from single cell'); no fields for overall survival, progression-free survival, time, or event status are provided. | justification: This is a laboratory dataset of cell lines and single-cell amplified material (including xenograft-derived cell populations) rather than a clinical cohort; no patient-level survival variables are present.","No | stage i evidence: No staging information is provided in the title, summary, or sample metadata. Samples are cell lines and sorted cell populations, not annotated patient tumors with TNM/stage. | act evidence: No annotation of adjuvant chemotherapy or treatment variables appears in the dataset description or sample metadata. | justification: Dataset contains experimental samples (cell lines/single cells/xenograft-derived populations) without clinical stage or treatment annotations; therefore it does not meet the >50% stage I or explicit ACT criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Does not contain patient-specific survival status/time variables and lacks clinical staging or adjuvant chemotherapy annotations. It is not a clinical NSCLC patient dataset and therefore fails both inclusion requirements.,No,False
samples_table_GSE166750.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample records list GSM5077610–GSM5077618 describing A549 cell line treatments and replicates (siCTRL, siAPEX1). No patient identifiers or survival/time/status fields present. | justification: Dataset comprises in vitro cell line experiments (A549) with treatment and replicate annotations; there are no patient-level variables for overall/progression-free survival status or survival time.","No | stage i evidence: No clinical staging fields present; all entries are labeled as A549 cell line samples. | act evidence: No adjuvant chemotherapy or treatment annotation for patients; only siRNA treatments (siCTRL, siAPEX1) on cell lines are listed. | justification: The series contains no clinical patient data, so neither a majority of Stage I patients nor ACT annotation can be determined or present.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-level survival status/time variables and lacks clinical staging or adjuvant chemotherapy annotations (dataset is cell-line experimental data).,No,False
samples_table_GSE44077.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample metadata lists fields such as 'GPL6244_Title','GPL6244_Tissue','GPL6244_Sample collection','GPL6244_Characteristics' with entries describing tissue type, airway distance, and collection method (e.g., 'NSCLC tissue', 'Normal lung', 'airway brushing', 'airway distance from tumor: 1'). No variables or columns for overall survival, progression-free survival, recurrence-free survival, survival time, or survival status are present. | justification: All shown metadata are sample/tissue descriptors; there is no patient-level survival time or status field included in the provided dataset excerpt.","No | stage i evidence: Metadata do not contain any tumor stage information (no 'stage', 'T/N/M', or numeric stage I/II/III entries) in the provided fields/rows. | act evidence: No annotation or column referencing adjuvant chemotherapy, treatment, 'ACT', 'adjuvant', or similar is present in the provided metadata. | justification: The dataset excerpt only contains tissue/sample descriptors and airway distance; it lacks stage annotation and any explicit adjuvant chemotherapy information, so neither inclusion condition is satisfied.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival status/time variables (fails criterion 1) and also lacks both stage information and adjuvant chemotherapy annotation (fails criterion 2).,No,False
samples_table_GSE27705.csv,,gpt-5-mini-2025-08-07,"Yes | evidence: Header includes 'GPL11432_Characteristics 1' and 'GPL11432_Dead (Ch1)'. Rows show entries like 'survival (months): 6.5' in Characteristics and '1.0' or '0.0' in Dead (Ch1) (e.g., GSM686110: 'survival (months): 6.5', age '52.8', Dead '1.0'; GSM686120: 'survival (months): 147.8', age '53.3', Dead '0.0'). | justification: Dataset contains patient-level survival time in months (field 'survival (months)') and a binary death/status field ('Dead (Ch1)'), providing the required survival time and status variables.","Unclear | stage i evidence: Samples are labeled with 'early' or 'late' in title/source (e.g., 'NSCLC_01_early' through 'NSCLC_10_early' and 'NSCLS_11_late' through 'NSCLC_20_late'), giving 10 early and 10 late NSCLC samples. No explicit 'stage I' annotation is provided. | act evidence: No fields or values mention adjuvant chemotherapy, ACT, chemo, or similar treatment annotation in the header or sample rows. | justification: 'early' may indicate early-stage disease but the dataset does not explicitly state 'Stage I'. Because stage I is not explicitly annotated and there is no ACT annotation, it's unclear whether the study meets the '≥50% stage I' or 'explicit ACT' inclusion criterion.","meets survival criterion: Yes | meets stage or act criterion: Unclear | justification: Survival time and status variables are present for NSCLC patients, satisfying the survival-data requirement. However, the dataset lacks explicit 'Stage I' labels and contains no adjuvant chemotherapy annotation. Although 10/20 NSCLC samples are labeled 'early' (50%), 'early' is not explicitly defined as Stage I, so the stage/ACT inclusion criterion cannot be confirmed.",No,False
samples_table_GSE131027.csv,,gpt-5-mini-2025-08-07,"No | evidence: Column headers in provided table: GPL570_Group, GPL570_Accession, GPL570_Title, GPL570_Source name, GPL570_Tissue, GPL570_Cancer, GPL570_Mutated gene, GPL570_Predicted, GPL570_Parp predicted. No columns for overall survival (OS), progression-free survival (PFS), relapse-free survival (RFS), survival time, or event status are present. | justification: The dataset lists sample identifiers, tumor type and mutation/prediction annotations only; it does not contain patient-specific survival time or survival status variables required by inclusion criterion 1.","No | stage i evidence: No staging information is provided in the sample rows or column headers. The dataset enumerates cancer type per sample (e.g., NSCLC appears for a few samples) but contains no stage (I/II/III/IV) annotations. | act evidence: There is no annotation or column indicating adjuvant chemotherapy (ACT) status or treatment annotations in the supplied data. | justification: Without stage fields or ACT annotations, cannot determine proportion of Stage I patients or presence of explicit ACT labeling. Only ~4 NSCLC samples are present (GSM3760026, GSM3760030, GSM3760052, GSM3760072) out of ~92 total samples, far below >50%.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status variables, and it does not provide stage or adjuvant chemotherapy annotations. Additionally, NSCLC cases are a small minority (~4/92), so the dataset does not meet either required inclusion criterion.",No,False
samples_table_GSE42375.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lists GSM samples for A549 cell line (e.g., 'GPL570_Cell line,A549','GPL570_Culture,2D/3D','Treated twice with 10 ng/mL TNF and 2 ng/mL TGF'); no fields for overall survival, progression-free survival, survival time, or survival status. | justification: This is an in vitro cell-line/chromatin profiling SuperSeries (A549 2D/3D, treated) and contains experimental sample annotations only, not patient-level clinical survival variables.",No | stage i evidence: No staging information present; all samples annotated as 'A549' cell line with culture conditions (2D/3D). | act evidence: No mention of adjuvant chemotherapy or treatment annotation relevant to patient ACT; 'Treated' refers to in vitro TNF/TGF exposure. | justification: Dataset is non-clinical (cell line experiments) so it cannot meet criteria of >50% stage I patients or provide explicit adjuvant chemotherapy annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: Contains no patient-level survival time/status variables and no clinical staging or ACT annotations; it is an experimental A549 cell-line dataset and therefore does not meet inclusion criteria.,No,False
samples_table_GSE75308.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata rows show GPL10558_Cell line, GPL10558_Cell type = 'PC9', 'NSCLC cell line' for each sample; no columns for overall survival, progression-free survival, survival_time, survival_status, time_to_event, or similar patient-specific variables. | justification: This is an in vitro cell-line gene expression experiment (PC9 cells ± gefitinib, co-culture with MRC-5). No human patient data or patient-level survival/status fields are present.","No | stage i evidence: No patient/stage fields present in the metadata; samples are labeled as cell line replicates (PC9) rather than clinical stages. | act evidence: No annotation of adjuvant chemotherapy or any patient treatment history; 'Treated with' indicates drug exposure in vitro (0.5 µM Gefitinib), not clinical ACT. | justification: Dataset contains experimental treatment of a cell line, not clinical cohort data; therefore neither >50% Stage I composition nor explicit ACT annotation applies.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: there are no patient-specific survival time/status variables, and the cohort is not composed of clinical patients so stage distribution and ACT annotations are not provided. This is an in vitro cell-line study.",No,False
samples_table_GSE66604.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset listing: 'GPL6244_Group,GPL6244_Accession,GPL6244_Title,GPL6244_Source name,GPL6244_Cell line' with entries 'GSM1626095,EBC1,EBC1 wild type cell line,EBC1' and 'GSM1626096,EBC1-R,""PHA-665752-resistant EBC1 cells, EBC1-R cell line"",EBC1-R'. No patient records or survival/status/time fields present. | justification: This is an in vitro cell line dataset (EBC1 and resistant derivative EBC1-R). There are no patient-level variables for overall survival, progression-free survival, recurrence-free survival, or corresponding status/time.","No | stage i evidence: No clinical stage information present; dataset contains only cell line identifiers (EBC1, EBC1-R). | act evidence: No adjuvant chemotherapy or treatment annotation for patients present; only experimental drug-resistance context in cell lines is described. | justification: Because the dataset is non-clinical (cell lines), there is no patient-stage distribution and no explicit ACT annotation applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival status/time variables and lacks clinical-stage or adjuvant chemotherapy information. It is an experimental cell-line study, not a patient cohort.",No,False
samples_table_GSE86928.csv,,gpt-5-mini-2025-08-07,"No | evidence: TITLE and SUMMARY describe experiments on A549 cell line; sample annotations list cell line and treatment (e.g., 'A549 cells no treatment', 'A549 cells treated with 5 mM sodium butyrate'); no patient-level fields for survival time or status are present. | justification: This is an in vitro cell line microarray dataset (A549) with treatment conditions, not clinical patient data. No variables for OS/PFS status or survival time are provided.","No | stage i evidence: No clinical staging information provided; all samples are labeled as 'A549' cell line, not patient tumors or stages. | act evidence: No adjuvant chemotherapy annotation present; treatments are sodium butyrate or sodium phenylbutyrate applied to cell line. | justification: Dataset contains no patient cohort composition or ACT metadata—only in vitro treatment labels—so it cannot meet the >50% Stage I or explicit ACT annotation criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-specific survival variables and lacks patient-stage or ACT annotations because it is an A549 cell line experiment.,No,False
samples_table_GSE93300.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset header/columns: GPL21576_Group,...,GPL21576_Clinical stage,GPL21576_Egfr mutational status. No variables for overall survival, progression-free survival, recurrence-free survival, survival time, or survival status are present in the provided metadata. | justification: The table lists demographic and clinical variables (age, gender, smoking, histology, clinical stage, EGFR status) but contains no patient-specific survival time or event/status fields.","No | stage i evidence: Clinical stage entries for tumor patients are mostly 'IV' (patients 1,2,4,5,6,7,8,9) and one 'IIIB' (patient 3). No 'I' stages are present among cancer patients. | act evidence: No variable or annotation indicating adjuvant chemotherapy (ACT) is present in the provided fields. | justification: The dataset does not have >50% stage I patients (0/9 tumor patients are stage I) and contains no explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-level survival time/status variables, and does not meet stage I majority nor contain ACT annotation. Additionally, sample is very small and includes healthy controls, limiting suitability.",No,False
samples_table_GSE66606.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample table lists GSM entries for Calu-6 cell line experiments (e.g., 'Calu-6 lung cancer cells', 'Type of sirna', 'Replicate', 'Serum level'); no patient IDs or survival/time/status variables (OS, PFS, RFS) are present. | justification: This is an in vitro cell line transcriptional experiment (Calu-6), not a patient clinical dataset; no patient-specific survival status or time fields are provided.","No | stage i evidence: No clinical staging data present; all samples are labeled as Calu-6 cell line replicates. | act evidence: No treatment/therapy annotations for patients or adjuvant chemotherapy are present—only siRNA type and serum level in cell culture are listed. | justification: Dataset contains only cell line experimental metadata (siRNA, replicates, serum) and lacks any patient-stage or ACT annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-specific survival variables and no patient-stage or adjuvant chemotherapy annotations. It is an in vitro Calu-6 cell experiment, not clinical patient data.",No,False
samples_table_GSE123031.csv,,gpt-5-mini-2025-08-07,"No | evidence: Title/summary: '...in EGFR-mutant NSCLC cell lines.' Sample table rows show 'HCC827 cell line' and treatment/replicate annotations (e.g., 'HCC827,parental', 'HCC827,TGFB1-treated (30 days)'). No variables for patient survival status or time are present. | justification: This is an in vitro cell-line transcriptomic dataset (HCC827 replicates/treatments). There are no patient records or fields corresponding to overall/progression-free survival status or survival time.","No | stage i evidence: No patient/stage information is provided; all samples are labeled as cell line HCC827 (no TNM or stage annotations). | act evidence: No annotations indicating adjuvant chemotherapy are present; only experimental treatments (e.g., TGFB1, shRNA, SNAIL overexpression) are listed. | justification: Dataset contains only cell-line experimental conditions and replicates, so it cannot meet the >50% Stage I patient composition criterion or provide ACT annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival variables and lacks patient-stage or adjuvant chemotherapy information because it is an in vitro cell-line study.,No,False
samples_table_GSE119144.csv,,gpt-5-mini-2025-08-07,No | evidence: Provided sample metadata lists only GSM IDs and 'genomic DNA from NSCLC <id>' with disease state 'tumor'. Manuscript summary and table contain no patient-level variables for overall or progression-free survival time/status. | justification: No explicit survival status or survival time variables (OS/PFS/RFS or corresponding time/status fields) are present in the supplied metadata or summary.,"Unclear | stage i evidence: No stage annotations or TNM/stage fields are present in the sample metadata or summary; cohort sizes are reported in the manuscript but stage distributions are not provided. | act evidence: No adjuvant chemotherapy (ACT) or treatment annotation fields are present in the provided metadata or summary. | justification: Because neither stage information nor ACT annotations are provided, it is not possible to determine if >50% of patients are Stage I or if ACT annotation exists.","meets survival criterion: No | meets stage or act criterion: Unclear | justification: The dataset lacks patient-level survival time/status variables required by inclusion criterion 1. Additionally, there is no information on stage distribution or adjuvant chemotherapy to confirm criterion 2, so the dataset does not meet mandatory survival data requirement and cannot be confirmed for criterion 2.",No,False
samples_table_GSE84720.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata and sample descriptions mention pooled sera from 56 late-stage NSCLC patients and healthy donors; no patient-level survival time or status variables (OS, PFS, RFS) are provided. | justification: The dataset contains pooled serum samples and gene expression of cultured cells, with no patient-specific clinical outcome fields reported.","No | stage i evidence: Description states patients were in 'late stage of non-small cell lung cancer (NSCLC)', indicating not stage I and no majority of stage I patients. | act evidence: Samples were 'sampled prior to tumour treatment', and no adjuvant chemotherapy annotation is provided. | justification: Patients are described as late-stage and sampled before treatment; there is no ACT annotation and the cohort is not majority stage I.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival status/time variables and does not meet the stage I or ACT requirement (patients are late-stage and sampled before treatment). Additionally, samples are pooled, preventing linkage to individual clinical data.",No,False
samples_table_GSE30291.csv,,gpt-5-mini-2025-08-07,"No | evidence: Header fields shown: GPL13786_Group, GPL13786_Accession, GPL13786_Title, GPL13786_Source name 1/2, GPL13786_Cell line (Ch1), GPL13786_Tissue of origin (Ch1), GPL13786_Age (Ch1), GPL13786_Sex (Ch1), GPL13786_Sample description (Ch1), GPL13786_Prior treatment (Ch1), etc. No patient-level survival time or survival status variables (e.g., OS_time, OS_status, PFS_time, PFS_status, RFS_time). | justification: This dataset consists of NCI-60 cell line samples (cell line identifiers, tissue of origin, donor age/sex, sample descriptions). It does not include patient-specific survival time or event status fields.","No | stage i evidence: Samples are cell lines with 'Tissue of origin' entries (e.g., 'Non-Small Cell Lung') and cell line names (A549, NCI-H460, etc.). There is no clinical staging information (no Stage I/II/III/IV fields). | act evidence: Some rows include 'Prior treatment' or treatment histories (e.g., 'Rad', 'Ctx/Adr/CsPt'), but these are cell-line source / treatment history notes rather than explicit patient-level adjuvant chemotherapy annotation for a clinical cohort. | justification: The dataset does not represent a clinical cohort with stage annotations or explicit, structured adjuvant chemotherapy labels for patients; therefore it cannot meet the >50% Stage I or explicit ACT annotation inclusion criterion.",meets survival criterion: No | meets stage or act criterion: No | justification: The data are preclinical cell-line profiles (NCI-60) lacking patient-level survival time/status and lacking clinical stage or explicit adjuvant chemotherapy annotations required by the inclusion criteria.,No,False
samples_table_GSE37058.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset columns and sample metadata list GSM IDs with fields like GPL10200_Cell type (Primary bronchial epithelial cells from 3 never smokers), GPL10200_Pathway, GPL10200_Batch, GPL10200_Included in analysis. No variables for overall survival, progression-free survival, relapse-free survival, or survival time/status are present. | justification: This is an experimental gene expression dataset from bronchial epithelial cell cultures (perturbation of pathways). There are no patient-level clinical follow-up or survival time/status variables provided.","No | stage i evidence: Sample metadata indicate 'Primary bronchial epithelial cells from 3 never smokers' and biological replicates; no clinical tumor staging (e.g., Stage I) or tumor sample descriptors are present. | act evidence: No columns or annotations refer to adjuvant chemotherapy, treatment, or therapy status. | justification: The dataset represents in vitro/primary airway epithelial cell samples from never-smokers with pathway perturbations, not a cohort of NSCLC patients with staging or treatment annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks any patient-specific survival time/status variables, and lacks clinical information indicating >50% Stage I disease or explicit adjuvant chemotherapy annotation. The samples are non-tumor airway epithelial cell experiments.",No,False
samples_table_GSE43493.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata columns: GPL15314_Group,GPL15314_Accession,GPL15314_Title,GPL15314_Source name,GPL15314_Cell line,GPL15314_Cell type,GPL15314_Cisplatin sensitivity. Sample entries list A549 and A549/CDDP cell lines and 'sensitive'/'resistant'. No variables for overall survival, progression-free survival, recurrence-free survival, or survival time/status are present. | justification: This is an in vitro cell-line expression dataset (A549 and A549/CDDP); there are no patient-level survival time or status variables.","No | stage i evidence: All samples are labeled as cell lines (A549 parental or A549/CDDP derivative). There is no patient staging or TNM data, and no indication of % stage I composition. | act evidence: There is no explicit adjuvant chemotherapy (ACT) annotation. The only treatment-related field is 'Cisplatin sensitivity' describing cell-line resistance, not clinical ACT exposure. | justification: Dataset contains only cell-line experimental samples, so neither patient stage distribution nor ACT annotations are applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: no patient-level survival status/time variables, and no patient-stage or adjuvant-chemotherapy information (dataset is cell-line based). Thus it does not meet requirements for inclusion.",No,False
samples_table_GSE51722.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided GSM/sample table lists cell line (A549), xenograft status, tissue (snap-frozen), host strain/genotype (SCID, itga11 +/-/+/−), and experiment details. No patient-specific variables for overall survival, progression-free survival, relapse-free survival, or survival times/status are present. | justification: This is a preclinical xenograft dataset (cell-line tumors grown in SCID mice) and does not contain human patient survival time or status variables.","No | stage i evidence: No clinical staging fields are present in the metadata; all samples are labeled as A549 xenografts in mice rather than human tumor samples with TNM/stage annotations. | act evidence: No annotation or field indicating adjuvant chemotherapy (ACT) is present in the sample metadata or summary. | justification: Dataset comprises mouse xenograft experiments, so neither a majority (>50%) of Stage I human patients nor explicit ACT annotation applies.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails primary inclusion requirement because there are no patient-level survival time/status variables. Also fails the secondary criterion since it is not a clinical cohort (no staging or ACT annotation) but preclinical xenograft data.,No,False
samples_table_GSE31798.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table columns: GPL14360_Group, GPL14360_Accession, GPL14360_Title, GPL14360_Source name 1/2, GPL14360_Tissue (Ch1), GPL14360_Subtype (Ch1), GPL14360_Reference (Ch2). No columns for survival time or survival status (OS, RFS, PFS) are present in the excerpt. | justification: The metadata lists tumor identifiers, tissue and histologic subtype only (adenocarcinoma or squamous cell carcinoma). There are no patient-specific survival time or event/status variables included.",No | stage i evidence: No stage information appears in the provided fields or rows; only histologic subtype and sample IDs are shown. | act evidence: No annotation for adjuvant chemotherapy or treatment variables is present in the provided metadata. | justification: The dataset excerpt includes histology and sample descriptors only; there is no indication that >50% of cases are stage I nor any explicit ACT annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status variables (fails criterion 1) and provides no stage or adjuvant chemotherapy annotations (fails criterion 2). Therefore it does not meet the inclusion criteria.,No,False
samples_table_GSE64766.csv,,gpt-5-mini-2025-08-07,"No | evidence: Available variables in header: Patient id, Gender, Diagnosis, Tissue, Egfr mutation, Tki status, Resistance mechanism. No fields for overall survival (OS) time/status, progression-free survival (PFS) time/status, or relapse-free survival (RFS) time/status are present. | justification: The dataset metadata lists diagnosis and sample/tumor descriptors and PDCL annotations but contains no patient-specific survival time or event/status variables.","No | stage i evidence: No stage information provided in the header or sample rows (fields shown: Diagnosis, Tissue, etc.; no AJCC stage or stage I indicator). | act evidence: No adjuvant chemotherapy (ACT) annotation present in the header or sample rows. | justification: Neither explicit staging nor treatment (adjuvant chemotherapy) annotations are included; sample types are tumor/PDCL and diagnoses (NSCLC/SCLC) only.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-level survival time/status variables required by criterion 1, and it also lacks stage information or any explicit ACT annotation required by criterion 2. Therefore it does not meet the inclusion criteria.",No,False
samples_table_GSE42979.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample records list GSM IDs for A549 cell line experiments (e.g., 'A549_siRNA_STAT3_rep1', 'A549_PIAS3_rep1') with fields like 'GPL571_Cell line' and 'GPL571_Transfected with'. No patient IDs or survival time/status variables are present. | justification: This is an in vitro cell-line microarray dataset (A549) with experimental conditions; it contains no patient-level clinical data or survival status/time fields (OS, PFS, RFS).","No | stage i evidence: No clinical staging information provided; samples are A549 cell line experiments, not patient tumors. | act evidence: No annotation of adjuvant chemotherapy; sample metadata describe transfections and stimulations only. | justification: Dataset is entirely preclinical (cell lines) so cannot have a study composition of stage I patients nor ACT annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival status/time variables and lacks clinical stage or adjuvant chemotherapy information. It is a cell-line experimental dataset, not clinical patient data.",No,False
samples_table_GSE37699.csv,,gpt-5-mini-2025-08-07,"No | evidence: Metadata lists GSM IDs and sample descriptions for NCI-H1975 cell line replicates (e.g., NCI-H1975_parental_rep1, NCI-H1975_WZR6_rep1). No fields for overall survival, progression-free survival, recurrence status, or survival time are present. | justification: This is a preclinical cell-line dataset (replicates of NCI-H1975), not patient-level clinical data; therefore no patient-specific survival status or time variables are available.","No | stage i evidence: No stage information provided. All samples are labeled as cell-line replicates (NCI-H1975), not clinical tumor stage. | act evidence: No explicit adjuvant chemotherapy (ACT) annotation present in the metadata. | justification: The dataset contains in vitro cell-line samples rather than patient records, so neither tumor stage distribution nor ACT annotation is available.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required inclusion criteria: lacks patient-specific survival time/status variables and lacks clinical stage or ACT annotation (samples are cell-line replicates).,No,False
samples_table_GSE147029.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample entries: GSM4412505 A549-control, GSM4412506 A549-radiation treatment, GSM4412507 H1299-control, GSM4412508 H1299-radiation treatment. All samples are cell lines (A549, H1299); no patient-level OS/RFS/PFS status or time variables provided. | justification: Dataset is an in vitro cell line miRNA profiling study; no patient records or survival time/status fields are present.","No | stage i evidence: All entries are NSCLC cell lines (A549, H1299); no clinical staging information provided. | act evidence: No annotation of adjuvant chemotherapy or any treatment at patient level—only radiation treatment applied to cell lines is described. | justification: The dataset contains experimental cell line samples rather than clinical patient cohorts, so it cannot meet the >50% Stage I or explicit ACT annotation criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails survival criterion (no patient-level survival time/status) and fails stage/ACT criterion (no clinical staging or adjuvant chemotherapy annotations; samples are cell lines).,No,False
samples_table_GSE242843.csv,,gpt-5-mini-2025-08-07,"No | evidence: Provided sample table lists GSM IDs with labels like 'parental cells', 'transformed cells', 'reversed cells' and 'non small cell lung cancer cell' (cell type); no patient IDs, no OS/PFS status or time columns are present. | justification: This is a cell-line microarray experiment (biological replicates) with no patient-level clinical variables for survival status or survival time.","No | stage i evidence: No staging information present in the sample annotation; samples are described as cell lines ('non small cell lung cancer cell'). | act evidence: No adjuvant chemotherapy annotation present; agents listed are 'none', 'Erlotinib', and 'UNC0638' (experimental treatments), not clinical ACT annotations. | justification: Dataset contains in vitro treated cell-line samples without patient stage or adjuvant chemotherapy metadata.","meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-specific survival variables and lacks >50% stage I composition or explicit ACT annotation. It is an experimental cell-line dataset, not a clinical cohort.",No,False
samples_table_GSE160482.csv,,gpt-5-mini-2025-08-07,"No | evidence: Dataset header and sample lines (e.g., 'GPL16686_Cell line','GPL16686_Treatment','GPL16686_Time') list cell lines (H82, H2107), constructs, Dox treatment and experimental timepoints (day 0/1/7). No per-patient survival time or status fields (OS/PFS/RFS) are present. | justification: This is an in vitro / cell-line experiment dataset (SCLC cell lines) with experimental treatment/timepoint annotations, not patient-level survival variables.","No | stage i evidence: No staging information present in the header or sample annotations; samples are labeled by cell line and treatment only. | act evidence: No annotation indicating adjuvant chemotherapy (ACT) or patient treatment histories; 'Dox' refers to doxycycline induction in cell lines, not clinical ACT. | justification: Dataset contains cell-line experimental conditions, not clinical stage or ACT annotations; therefore it cannot meet the >50% Stage I or explicit ACT requirement.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset is preclinical (SCLC cell-line induction experiments) lacking any patient-level survival status/time and lacking clinical staging or adjuvant chemotherapy annotations. Additionally, the title/summary indicate SCLC, not NSCLC.",No,False
samples_table_GSE196499.csv,,gpt-5-mini-2025-08-07,No | evidence: Sample metadata lists GSM5885535 and GSM5885536 as 'CRMP2A siRNA A549 cells' and 'Scramble A549 cells' with fields GPL15207_Cells='NSCLC cells' and GPL15207_Transfection='CRMP2A siRNA'/'scramble'. No survival status or time variables are provided. | justification: This is an in vitro microarray experiment on the A549 cell line; no patient-level clinical data (OS/PFS status or time) are present.,"No | stage i evidence: None — dataset contains only A549 cell line samples, no patient staging information. | act evidence: None — no treatment annotations referring to patient adjuvant chemotherapy; only siRNA transfection is annotated. | justification: The dataset is not derived from patient samples and therefore cannot meet criteria of >50% stage I patients or contain ACT annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both inclusion criteria: lacks patient-specific survival status/time variables and lacks any patient-stage or adjuvant chemotherapy information (in vitro A549 cell experiment).,No,False
samples_table_GSE67051.csv,,gpt-5-mini-2025-08-07,"No | evidence: Sample metadata lists cell lines (PC9, HCC827), treatment (Erlotinib or DMSO), replicate IDs; no patient identifiers or fields for overall/progression-free survival time or status. | justification: This is an in vitro gene expression experiment using NSCLC cell lines; no patient-level clinical survival variables are present.","No | stage i evidence: No staging information provided; samples are cell lines, not clinical cases. | act evidence: No annotation of adjuvant chemotherapy or any patient treatment history; only in vitro drug treatment (Erlotinib) is listed. | justification: Dataset contains experimental cell line treatment data rather than a patient cohort, so neither stage distribution nor ACT annotation are applicable.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails primary inclusion criteria: lacks patient-specific survival time/status and does not provide clinical staging or adjuvant chemotherapy annotations (cell line experiment only).,No,False
