custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human RNA transcription profiling performed using microarray (array) technology.,"No | evidence: Disease: acrolentiginous melanoma (study describes a melanoma patient and melanoma-associated fibroblasts). | justification: The study focuses on melanoma, not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Organism part: dermis; Cell types: dermal fibroblasts, melanoma-associated fibroblasts, autologous control fibroblasts. | justification: Samples are skin/dermal fibroblasts rather than brain or other CNS tissue.","Yes | evidence: Sample cell types are fibroblasts (autologous control fibroblast, melanoma associated fibroblast, control dermal fibroblast) derived from a patient and controls; experimental design: cell type comparison. | justification: The dataset uses patient-derived primary fibroblast cultures (in vitro cells), which are non-clinical cellular models and fall under exclusion criterion for patient-derived in vitro cell lines/models.","No | evidence: Experimental design: cell type comparison design; Experimental factors: cell type, individual, disease; Sample count: 8. | justification: The study compares fibroblast cell types (MAF, ACF, CDF) rather than a clinical case versus control cohort for ALS-FTD; it is not a case/control study of patient vs matched healthy CNS samples.","Yes | evidence: Organism part: dermis; no CNS or brain regions listed among sample source characteristics. | justification: Samples originate from skin (dermis), which is not a brain region and is not affected by ALS-FTD neurodegeneration.","No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: The platform is microarray expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although this is human microarray transcription profiling, the dataset is about melanoma (not ALS-FTD), uses dermal fibroblasts (non-CNS tissue and patient-derived in vitro cells), and is a cell-type comparison rather than a case/control study of relevant CNS tissues. These factors violate inclusion criteria (target disease and CNS tissue) and meet multiple exclusion criteria (patient-derived in vitro cells, non-case/control design).",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Affymetrix Clariom™ D Assay, human; Organism: Homo sapiens. | justification: Human RNA from postmortem brain samples was profiled using an Affymetrix microarray platform.","Unclear | evidence: Disease labels: sporadic frontotemporal lobar degeneration (sFTLD) and familial frontotemporal lobar degeneration (fFTLD, C9ORF72). | justification: The study is focused on FTLD/FTD (including C9ORF72-related familial FTLD). It does not explicitly include ALS or combined ALS-FTD cases; while C9ORF72 links to the ALS-FTD spectrum, the dataset appears to comprise FTD/FTLD cases only, so relevance to ALS-FTD is ambiguous.",Yes | evidence: Source characteristics: Organism: Homo sapiens; Organism part: Brodman (1909) area 8 (frontal cortex). | justification: Samples are human postmortem frontal cortex (Brodmann area 8) tissue.,No | evidence: Samples described as postmortem brain tissue; no cell lines or model organisms reported. | justification: The dataset uses patient postmortem CNS tissue rather than patient-derived in vitro lines or experimental disease models.,"Yes | evidence: Experimental design: disease state design; groups: controls (n=10), sporadic FTLD-TDP (n=10), familial FTLD (n=10). | justification: The study includes control and disease groups enabling case/control comparisons.","No | evidence: Description: RNA extracted from human frontal cortex area 8, 'the main area affected in FTLD'. | justification: Brodmann area 8 (frontal cortex) is a region relevant to FTLD/FTD neurodegeneration.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Affymetrix Clariom™ D microarray used. | justification: The study uses microarray expression profiling, which is compatible with the inclusion requirement.","justification: The dataset meets technical and sample-type criteria (human postmortem CNS tissue, microarray, case/control design, relevant brain region). However, the study focuses on FTLD/FTD cases (sporadic FTLD-TDP and C9ORF72 familial FTLD) and does not explicitly include ALS or combined ALS-FTD cases. Because the inclusion criterion requires the dataset to pertain to ALS-FTD, the relevance is ambiguous: C9ORF72 is linked to the ALS-FTD spectrum but the cohort appears to be FTD-only. Therefore the dataset should be excluded under a strict interpretation of requiring ALS-FTD cases.",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used microarray transcription profiling on RNA (array-based assay) from human samples.,"Yes | evidence: Disease: Frontotemporal lobar degeneration (FTLD) / Frontotemporal lobar degeneration subtypes (FTLD-TDP, MAPT, PGRN) listed among sample disease states. | justification: FTLD (frontotemporal lobar degeneration) is within the FTD spectrum of the ALS-FTD clinical continuum, so the dataset pertains to FTD/FTLD.",Yes | evidence: Organism: Homo sapiens; Organism part: middle temporal gyrus (temporal cortex). | justification: Samples are human brain tissue (middle temporal gyrus / temporal cortex).,"No | evidence: Cell type/line: Not found; Clinicalhistory entries indicate sporadic and familial FTLD cases and cognitively normal controls. | justification: Samples are postmortem human brain tissue from patients/controls, not patient-derived in vitro cell lines or model systems.","Yes | evidence: Experimental Designs: disease_state_design; Experimental Factors: DISEASESTATE with values normal, Frontotemporal lobar degeneration, Alzheimer's disease. | justification: The design includes disease-state groups and cognitively normal controls, allowing case vs control comparisons.","No | evidence: Organism part: middle temporal gyrus (temporal cortex); Disease: FTLD/FTD. | justification: Temporal cortex is a region prominently affected in FTD/FTLD, so the sampled region is relevant to the disease.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used array-based transcript profiling (microarray), which is compatible with inclusion; no RNA-seq or proteomics reported.","justification: This is a human microarray study of RNA from temporal cortex including FTLD/FTD cases and normal controls, with a disease vs control design and no in vitro models or incompatible technologies; it meets the inclusion criteria.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses RNA microarray-based transcription profiling on human samples.,"No | evidence: Title/Description: head and neck squamous cell carcinoma; Experimental Factors/Disease: tumour, normal; no mention of ALS or FTD. | justification: The dataset concerns head and neck cancer (squamous cell carcinoma), not ALS-FTD.","No | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity; Description refers to tumors of head and neck. | justification: Samples are from peripheral head and neck tissues, not brain/CNS regions.",No | evidence: Experimental design: in_vivo_design; Samples described as tumour and normal tissues; no cell lines or in vitro models reported. | justification: Data derive from in vivo patient tissue samples rather than patient-derived cell lines or experimental disease models.,"Yes | evidence: Experimental Factors include DiseaseState: tumour, normal; Diseasestate lists tumour and normal. | justification: The study compares tumour (case) versus normal (control) samples.","Yes | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity — none are brain regions. | justification: Sampled tissues are not CNS regions affected by ALS-FTD, so they are irrelevant to ALS-FTD neurodegeneration.","No | evidence: Technology listed as Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although this is a human microarray, case/control transcription profiling study (tumour vs normal), it does not pertain to ALS-FTD and does not involve CNS tissue. It therefore fails key inclusion criteria (target disease and relevant CNS tissue) and should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: Human RNA expression profiling performed using microarray/array technology on human samples.,"Yes | evidence: Disease: sporadic amyotrophic lateral sclerosis (samples listed as 'sporadic amyotrophic lateral sclerosis, normal') | justification: Study explicitly profiles sporadic ALS, which falls within the ALS-FTD disease spectrum targeted by the inclusion criteria.",Yes | evidence: Organism part: first lumbar spinal cord segment; Organism: Homo sapiens | justification: Samples are human spinal cord tissue (CNS) from the first lumbar segment.,"No | evidence: Samples: spinal cord tissue from ALS patients (30) and controls (10); no cell lines or in vitro models listed | justification: Tissue samples are patient-derived postmortem/clinical CNS specimens, not in vitro cell lines or disease models.",Yes | evidence: Experimental Designs: case control design; Sample counts: 30 ALS and 10 controls; Experimental Factor: disease | justification: Study compares patient (ALS) and control groups in a case-control design.,"No | evidence: Organism part: first lumbar spinal cord segment; Title: Gene expression profiles in spinal cord of control and sporadic ALS patients | justification: Spinal cord (especially lumbar motor neurons) is a primary CNS region affected in ALS, so it is relevant.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Data were generated by microarray/array transcription profiling (compatible); not RNA-seq or proteomics.,"justification: The dataset is human microarray transcription profiling of spinal cord tissue from sporadic ALS patients and controls, using a case-control design and compatible array technology. It does not use cell lines or models and samples a CNS region directly affected in ALS. Therefore it meets the inclusion criteria.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; HgU133vII Affymetrix genechips listed in title/description; Organism: Homo sapiens. | justification: Human samples were profiled using Affymetrix microarrays (transcription profiling by array) on Homo sapiens material.,"Yes | evidence: Disease: PROBABLE diagnosis of ALS, DEFINITIVE diagnosis of ALS, NON ALS, non diseased, ALS; Samples described as 'ALS whole blood samples'. | justification: The study explicitly profiles patients with ALS. ALS is within the ALS-FTD disease spectrum, so the dataset pertains to the target disease domain (ALS).","No | evidence: Organism part: Blood; Description: 'ALS whole blood samples or non diseased control whole blood samples'. | justification: All samples are peripheral whole blood rather than human brain/CNS tissue, so CNS tissue inclusion criterion is not met.","No | evidence: Sample attributes: Organism part: Blood; Cell type/line: Not found; Experimental design: in_vivo_design; description refers to patient whole blood samples. | justification: Samples are in vivo patient blood specimens, not patient-derived in vitro cell lines or experimental disease models.","Yes | evidence: Experimental Factors: DiseaseState includes NON ALS and DEFINITIVE/PROBABLE ALS; Description: 'ALS whole blood samples or non diseased control whole blood samples'. | justification: The study compares ALS patient samples against non-diseased controls, consistent with a case/control design.","No | evidence: Organism part: Blood; no brain regions listed among sample source characteristics. | justification: No brain/CNS regions are sampled (only blood), so the question of sampling irrelevant brain regions does not apply; dataset does not sample any brain regions.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Affymetrix HgU133vII microarrays used. | justification: The assay is microarray-based transcription profiling (compatible), not RNA-seq or proteomics.","justification: Although this is a human, microarray-based, case/control study of ALS patients (so disease and technology criteria are met), it uses peripheral whole blood rather than human brain/CNS tissue. Inclusion criterion #3 requires CNS regions relevant to ALS-FTD, which is not satisfied; therefore the dataset should be excluded.",No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling (array) on human-derived samples (fibroblasts and PBMCs).,"No | evidence: Title: Complete TLR3 deficiency; Description: study of TLR3-dependent gene expression in fibroblast cells and PBMCs from TLR3-, MyD88-, UNC93B-deficient patients and healthy controls. | justification: The study concerns innate immune deficiencies (TLR3, MyD88, UNC93B), not Alzheimer's disease.","No | evidence: Sample cell type: skin fibroblast, PBMC; Description: fibroblast cells and peripheral blood mononuclear cells were collected and cultured. | justification: All samples are peripheral cells (skin fibroblasts and PBMCs); no brain or CNS tissue is reported.","Yes | evidence: Description: fibroblast cells were cultured in DMEM with 10% FCS; PBMCs were cultured in RPMI with 10% FCS; treatments applied (poly(I:C), IL-1β). | justification: The study uses patient-derived primary cells cultured and stimulated in vitro, which meets the exclusion criterion for patient-derived in vitro cell experiments.","Yes | evidence: Disease state/sample annotations include Healthy and various patient groups (TLR3-/-, TLR3+/-, MyD88-/-, UNC93B-/-). | justification: The dataset includes patient samples and healthy controls, consistent with a case/control design (for immunodeficiency phenotypes).","No | evidence: No organism part/brain region reported; sample types are PBMC and skin fibroblast. | justification: No brain regions are sampled, so the question of irrelevant brain regions (e.g., cerebellum) does not apply.",,,,No,False,"No | evidence: No Alzheimer-related staging or Braak information; disease labels are TLR3-/-, MyD88-/-, UNC93B-/- and Healthy. | justification: The dataset does not involve AD or AD intermediate phenotypes.","No | evidence: Disease labels relate to TLR3 and other immune deficiencies; no mention of Alzheimer disease or familial AD. | justification: Not an Alzheimer's study, so familial AD exclusion criterion is not relevant.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The dataset uses microarray technology (compatible); it does not use RNA-seq or proteomics.,"justification: Exclude: although this is a human microarray transcription profiling study (meets criterion 1), it does not pertain to Alzheimer's disease (fails criterion 2), uses peripheral cells (fibroblasts and PBMCs) rather than human CNS tissue (fails criterion 3), and involves patient-derived in vitro cultured cells/stimulations (exclusion criterion 4). Therefore it does not meet the AD/CNS tissue inclusion requirements.",No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The study uses microarray-based transcription profiling on human samples (array assay on human RNA).,"No | evidence: Disease state/staging: herpes simplex virus type 1 (HSV1) encephalitis (HSE) MYD88/TLR3/TRIF deficient patient, healthy control; Title and Description: TRIF deficiency and HSE patients. | justification: The dataset concerns herpes simplex encephalitis and genetic TRIF/MYD88/TLR3 deficiencies, not Alzheimer's disease.","No | evidence: Cell type: PBMC, Fibroblasts; Source characteristics list PBMC and fibroblast cell lines; Organism part not listed as brain/CNS. | justification: Samples are peripheral blood mononuclear cells and skin fibroblast cell lines, not human brain/CNS tissue.","Yes | evidence: Description: Skin fibroblast cell lines were derived from controls and patients and cultured; PBMCs (previously frozen) collected and cultured. | justification: The study uses patient-derived in vitro cell lines (fibroblasts) and cultured PBMCs, which are ex vivo/in vitro cellular models.","Yes | evidence: Description: fibroblast cell lines from healthy controls (n=3) and patients with deficiencies (n=1 each); PBMCs from a healthy control and patients. | justification: The experiment includes affected patients and healthy control samples, i.e., a case versus control comparison within the dataset.","No | evidence: Cell type: PBMC, Fibroblasts; no brain regions reported. | justification: No brain regions were sampled at all (so not an AD-irrelevant brain-region issue like cerebellum).",,,,No,False,No | evidence: Disease state: HSE and innate immunity deficiencies described; no AD staging or Braak information provided. | justification: The dataset does not involve AD or Braak staging/intermediate AD phenotypes.,No | evidence: Description: genetic TRIF/MYD88/TLR3 deficiencies related to HSE; no mention of Alzheimer's disease or familial AD. | justification: Dataset is unrelated to familial Alzheimer's disease.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling, which is compatible with inclusion (though other exclusion criteria apply).","justification: Exclude. Although the dataset uses human microarray expression profiling, it is not about Alzheimer's disease nor does it include human brain/CNS tissue. It uses patient-derived in vitro cell lines (fibroblasts and cultured PBMCs) from patients with TRIF/MYD88/TLR3 deficiencies and HSE, so it fails disease relevance and tissue criteria and should not be included.",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used array-based transcription profiling on human samples (RNA assay on array platform), consistent with microarray expression profiling.","No | evidence: Title/Description: 'In vitro responses of fibroblasts from patients with TBK1 deficiency' and 'two unrelated HSE patients'; no mention of Alzheimer's disease. | justification: The dataset concerns TBK1 deficiency and herpes simplex encephalitis (HSE), not Alzheimer's disease.","No | evidence: Description: 'Skin fibroblast cell lines were derived from healthy controls...'; Organism part: not found; samples are fibroblasts, not brain tissue. | justification: Samples are patient-derived skin fibroblasts (in vitro), not human brain/CNS tissue.","Yes | evidence: Description: 'Skin fibroblast cell lines were derived ... and cultured for 2 or 8 hours ...' (in vitro cell lines). | justification: The study uses patient-derived in vitro fibroblast cell lines, which meets the exclusion criterion for in vitro cell line studies.","Yes | evidence: Description lists samples from 'healthy controls (n=3)' and patients with TBK1 deficiency (n=2) and other deficiency groups. | justification: The dataset includes both patient and healthy control samples (case vs control), although not AD cases.","No | evidence: Samples are skin fibroblasts; no brain regions reported. | justification: No brain regions are sampled at all, so the question of irrelevant brain regions (e.g., cerebellum) is not applicable.",,,,No,False,"No | evidence: Disease state/staging: Not found; dataset describes TBK1/HSE patients and fibroblast responses, not AD Braak staging. | justification: No AD phenotypes or Braak staging are present; the dataset does not represent intermediate AD phenotypes.","No | evidence: Description refers to 'autosomal dominant (AD) trait' in the context of TBK1 mutations (autosomal dominant), but there is no mention of Alzheimer's disease or familial AD cases. | justification: Although 'AD' appears in the description as 'autosomal dominant', this is unrelated to Alzheimer's disease; the dataset does not consist of familial Alzheimer's cases.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The technology is microarray-based (compatible); it is not RNA-seq or proteomics.,"justification: Exclude. Although the dataset is human and uses array-based transcription profiling, it does not pertain to Alzheimer's disease, does not use human CNS/brain tissue (samples are skin fibroblast cell lines), and involves in vitro patient-derived cell lines. These factors violate multiple inclusion/exclusion criteria (not AD, non-CNS tissue, in vitro cell lines), so the dataset should not be included.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Description: ""Genome-wide expression profiles (Affymetrix)""; Technology: Array assay; Assay by Molecule: RNA assay | justification: Experiment uses Affymetrix microarrays on human-derived material (SH-SY5Y cells), so it is microarray expression profiling.","Yes | evidence: Title/Description: references Alzheimer's disease and studies transcriptomic response to altered Abeta42/Abeta40 levels; ""Alzheimer's disease (AD) is characterized..."" | justification: The study is explicitly framed around AD pathophysiology (amyloid beta peptides and APP processing).","No | evidence: Samples: Cell type/line: SH-SY5Y; Experimental Designs: in_vitro_design; Organism part: Not found | justification: Samples are a cultured human neuroblastoma cell line (SH-SY5Y), not primary human brain/CNS tissue.","Yes | evidence: Samples: Cell type/line: SH-SY5Y; Description: ""SH-SY5Y transfected with the constructs..."" and use of independent cell clones as biological replicates | justification: The dataset uses an in vitro, transfected neuroblastoma cell line model (disease model), which is an exclusion criterion.","No | evidence: Experimental Designs: in_vitro_design, transcript_identification_design; Clinical/familial: Not found; Disease state/staging: Not found | justification: Design compares engineered cell-line conditions (different transfections and mock) rather than clinical case versus control human subjects.","No | evidence: Organism part: Not found; Samples are cell line (SH-SY5Y) | justification: No brain regions were sampled (in vitro cell line), so the criterion about irrelevant brain regions (e.g., cerebellum) does not apply.",,,,No,False,No | evidence: Disease state/staging: Not found; Samples are transfected cell lines rather than staged AD cases (Braak staging absent) | justification: No human AD staging or intermediate phenotypes are reported; this is an in vitro model study.,"No | evidence: Clinical/familial: Not found; Description describes engineered constructs in cell line rather than familial AD cases | justification: Dataset involves engineered cell models, not familial AD patient samples.",No | evidence: Study type: transcription profiling by array; Description: Affymetrix arrays; Technology: Array assay | justification: The technology is microarray-based (compatible); no RNA-seq or proteomics reported.,"justification: Although the study uses human-derived material and microarray profiling and is framed around AD biology, it is an in vitro disease model using the SH-SY5Y neuroblastoma cell line (transfected constructs). It does not use human CNS tissue or clinical AD case/control samples and therefore fails key inclusion criteria (human brain/CNS tissue and clinical case/control design) and meets exclusion criterion for patient-derived in vitro cell models. Consequently it should not be included.",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Title/Description: 'Transcription profiling... by array'. | justification: The study uses microarray-based transcription profiling (array/RNA assay) on human samples.,"Yes | evidence: Description: '...patients with four neurodegenerative disorders (5 AD, 5 PSP, 5 PiD and 5 FTD patients) and 5 control subjects.' Experimental Factors: Disease includes Alzheimer's disease. | justification: Alzheimer's disease samples are explicitly included in the cohort.",Yes | evidence: Organism: Homo sapiens; Organism part: medial temporal lobe; Description: 'snap frozen post-mortem tissue from the medial temporal lobe'. | justification: Samples are human post-mortem brain (medial temporal lobe) tissue.,No | evidence: Samples: post-mortem medial temporal lobe tissue; Cell type/line: Not found. | justification: No patient-derived in vitro cell lines or disease models reported; samples are native post-mortem tissue.,Yes | evidence: Description: cohort contains 5 AD patients and 5 control subjects; Experimental Designs include 'disease_state_design'. | justification: The study compares disease groups (including AD) to control subjects (case/control design).,"No | evidence: Organism part: medial temporal lobe. | justification: Medial temporal lobe is a CNS region relevant to AD neurodegeneration (e.g., hippocampal/entorhinal/medial temporal involvement).",,,,Yes,True,No | evidence: Disease staging entries include 'braak stage 6' as well as lower Braak stages. | justification: Dataset includes Braak stage 6 (advanced/neocortical) cases rather than only intermediate (III/IV) phenotypes.,"No | evidence: Clinical/familial: Clinical information provided (disease duration, cause of death) but no indication that samples are familial AD; description simply lists AD patients. | justification: No indication the AD cases are familial-only; likely sporadic cases.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Technology is microarray-based; no RNA-seq or proteomics reported.,"justification: The dataset meets inclusion criteria: human microarray expression profiling of post-mortem medial temporal lobe tissue including Alzheimer’s disease samples and controls, with Braak stage 6 cases present. It is not an in vitro/model study, not familial-only, and uses compatible array technology.",Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling (array) measuring RNA from human-derived samples.,"Yes | evidence: Description repeatedly references Alzheimer disease and studies effects of amyloid-beta (Abeta40/42), which are implicated in AD pathogenesis. | justification: The study investigates Abeta peptides, a central molecular factor in AD, so it is related to Alzheimer's disease research (mechanistic/in vitro).","No | evidence: Samples: Cell line: SH-SY5Y (neuroblastoma). Source characteristics show organism part not found and no brain region listed. | justification: Samples derive from a human neuroblastoma cell line, not from human brain/CNS tissue.",Yes | evidence: Experimental Factors / Source Characteristics: Cell line: SH-SY5Y; Experimental Designs include in_vitro_design and compound_treatment_design. | justification: This is an in vitro study using the SH-SY5Y cell line treated with Abeta peptides (patient-derived cell lines or disease models exclusion applies).,"No | evidence: Experimental Designs: compound_treatment_design, time_series_design, in_vitro_design; Experimental Factors: compound, time. No case/control or patient groupings reported. | justification: Design is time-course treatment in cell line, not a clinical case vs control study.",No | evidence: No brain regions sampled — samples are a cell line (SH-SY5Y); organism part and disease staging are not provided. | justification: Not applicable because no brain tissue was used.,,,,No,False,No | evidence: Disease state/staging: Not found; samples are treated cells with no Braak staging or intermediate AD phenotype information. | justification: The dataset does not contain patient phenotypes or Braak staging; it studies peptide treatment effects in vitro.,"No | evidence: Clinical/familial: Not found; study uses cell line treated with peptides, no familial AD cases reported. | justification: No indication the dataset comprises familial AD patient samples.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: Platform is microarray-based expression profiling, which is compatible with inclusion requirements.","justification: Although the study is microarray transcription profiling and is AD-related mechanistically (Abeta peptides), it is an in vitro experiment using the SH-SY5Y neuroblastoma cell line and not human brain/CNS tissue nor a clinical case/control design. Per exclusion criteria (4: patient-derived in vitro cell lines/disease models excluded; 5: non-case/control designs excluded; 3: requirement for human CNS tissue), this dataset should be excluded.",No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The study uses array-based transcription profiling on human RNA (microarray technology) per the study type and technology fields.,"No | evidence: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis; Title: Gene expression profiles in motor cortex of Control and Sporadic Amyotrphic Lateral Sclerosis patients | justification: Samples are annotated as sporadic ALS and controls; the dataset does not pertain to Alzheimer's disease.","Yes | evidence: Organism part: v4 cortex; Title references motor cortex; Organism: Homo sapiens | justification: Samples are derived from human brain (motor cortex), a CNS tissue.",No | evidence: Sample annotations indicate organism part: v4 cortex and disease: Sporadic Amyotrophic Lateral Sclerosis; no cell line or in vitro cell type/line entries found | justification: Samples are postmortem brain tissue (not patient-derived in vitro lines or disease models).,"Yes | evidence: Experimental Designs: case control design, clinical history design; Title: Control and Sporadic ... patients | justification: The study explicitly uses a case (ALS) vs control design.","No | evidence: Organism part: v4 cortex; Title: motor cortex | justification: The sampled region is motor cortex (neocortex). While not a primary hippocampal/entorhinal region, motor cortex is neocortical and not an excluded irrelevant region such as cerebellum.",,,,No,False,"No | evidence: Disease annotations: normal, Sporadic Amyotrophic Lateral Sclerosis; Disease state/staging: Not found | justification: The dataset does not describe AD staging or intermediate AD phenotypes; it contains ALS and control samples.",No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis; Clinical/familial attributes list varied family history but no indication the dataset contains familial AD cases | justification: Dataset does not consist of familial AD cases.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The platform is microarray-based and thus compatible with the inclusion technology requirement.,"justification: Exclude: Although the dataset is human, uses microarray technology, involves human CNS tissue, and has a case/control design, it does not pertain to Alzheimer's disease — samples are from sporadic ALS patients and controls. Therefore it fails the requirement that the dataset pertains to AD.",No,,,,
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens; Title: Whole genome transcriptional analysis of Alzheimer's disease patients compared with age-matched non-demented controls. | justification: The study uses human samples and genome-wide mRNA expression profiling by microarray (array-based transcription profiling).,Yes | evidence: Title and Description refer to Alzheimer's disease; Samples: Disease: Alzheimers disease listed among sample attributes. | justification: The study explicitly compares AD patients to age-matched controls and is focused on Alzheimer's disease.,"No | evidence: Samples Organism part: blood; Cell type: mononuclear cell; Description: peripheral blood mononuclear cells (PBMCs) of AD patients. | justification: All samples are from peripheral blood (PBMCs), not human brain/CNS tissue.","No | evidence: Cell type: mononuclear cell; Description: blood samples collected from 25 AD patients and 15 controls (PBMCs). | justification: Samples are primary patient-derived peripheral blood mononuclear cells, not patient-derived in vitro immortalized cell lines or disease-model systems.",Yes | evidence: Description: blood samples were collected from 25 AD patients and 15 age-matched controls; Experimental Factors include disease. | justification: The study compares AD cases versus age-matched non-demented controls (case/control design).,No | evidence: Organism part: blood; no brain region or cerebellum reported in sample attributes. | justification: The dataset does not sample any brain regions (relevant or irrelevant); samples are peripheral blood.,,,,No,False,"Unclear | evidence: Disease staging provided as clinical dementia rate 1 and 3 in sample attributes; no Braak staging reported. | justification: Staging is given as clinical dementia ratings rather than neuropathological Braak stages, so it cannot be determined whether cases correspond to Braak III/IV (intermediate) or Braak V/VI.",No | evidence: Clinical/familial: Not found in sample attributes or description. | justification: No indication that cases are familial AD; dataset appears to involve sporadic AD patients.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based expression profiling, which is compatible with the required technology (not RNA-seq or proteomics).","justification: Although this is a human microarray case/control study of AD (PBMCs) using compatible technology and appears to involve sporadic AD patients, it fails the requirement for sampling CNS tissue relevant to Alzheimer's disease. Samples are peripheral blood mononuclear cells, not brain regions; additionally, neuropathological Braak staging is not provided. Therefore it does not meet the inclusion criteria requiring human CNS tissue from AD-affected regions (Braak V/VI where applicable).",No,,,,
