custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, which indicates it is based on microarray technology. | justification: The dataset specifically mentions 'transcription profiling by array', confirming it is about human microarray expression profiling.","Yes | evidence: The dataset involves amyotrophic lateral sclerosis (ALS) patients, specifically those with the C9ORF72 mutation, which is related to ALS-FTD. | justification: The title and description explicitly state that the dataset pertains to ALS, which is a key component of ALS-FTD.","Yes | evidence: Samples were collected from post-mortem motor cortex, which is a part of the human CNS. | justification: The dataset involves human brain tissue (motor cortex), relevant to the study of ALS-FTD.","No | evidence: The dataset involves post-mortem brain samples from human patients, not in vitro cell lines or disease models. | justification: The samples are derived from actual human brain tissue, not from cell lines or models.","Yes | evidence: The experimental design includes comparisons between healthy control patients and ALS patients. | justification: The dataset is structured to compare disease states (ALS vs. healthy controls), indicating a case/control design.","No | evidence: The motor cortex is significantly affected in ALS-FTD, making it a relevant brain region. | justification: The motor cortex is known to be involved in ALS pathology, thus it is not an irrelevant brain region.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset specifies the use of array technology, which aligns with the inclusion criteria.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion in ALS-FTD research.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically uses microarray technology to profile gene expression.","No | evidence: The dataset focuses on fibroblasts from ALS patients, not directly on ALS-FTD. | justification: While it includes ALS patients, it does not pertain to the frontotemporal dementia aspect of ALS-FTD.","No | evidence: The samples are derived from fibroblasts, which are not CNS tissue. | justification: Fibroblasts are peripheral cells and do not represent central nervous system tissue relevant to ALS-FTD.",Yes | evidence: The dataset involves patient-derived fibroblast cell lines. | justification: Fibroblasts are considered non-clinical samples as they are in vitro cell lines.,"No | evidence: The experimental design includes in vitro design, which does not fit a traditional case/control study. | justification: The study design does not adhere to a case/control framework as it uses in vitro fibroblast samples.","Unclear | evidence: The dataset does not involve brain regions, as it uses fibroblast samples instead. | justification: Since the samples are fibroblasts, the relevance to brain regions affected by ALS-FTD cannot be assessed.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which is appropriate for the study.",justification: The dataset does not meet the inclusion criteria due to its focus on fibroblasts rather than CNS tissue and its non-ALS-FTD focus.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically utilizes microarray technology for expression profiling.","Yes | evidence: The dataset includes samples from C9ORF72 and SOD1D90A ALS, which are directly related to ALS-FTD. | justification: The diseases studied (C9ORF72 and SOD1D90A ALS) are known to be associated with ALS-FTD.","No | evidence: The samples are derived from induced pluripotent stem cells differentiated into neurons, not directly from human CNS tissue. | justification: The dataset does not involve direct samples from human brain or CNS tissue, but rather from in vitro differentiated neurons.",Yes | evidence: The dataset involves patient-derived induced pluripotent stem cells (iPSCs) differentiated into neurons. | justification: The use of iPSCs indicates that the dataset is based on in vitro models rather than clinical samples.,"No | evidence: The experimental design includes in vitro design, which does not fit the case/control study design criteria. | justification: The study does not follow a traditional case/control design as it uses in vitro models.","Unclear | evidence: The dataset does not specify the brain regions sampled as it is based on iPSCs differentiated into neurons. | justification: Without specific brain region data, it is unclear if the regions are relevant to ALS-FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which is appropriate for the study.",justification: The dataset does not meet the inclusion criteria due to reliance on in vitro models and lack of direct human CNS tissue samples.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions 'transcription profiling by array', confirming it is focused on human microarray expression.","Yes | evidence: The dataset includes samples from patients with sporadic amyotrophic lateral sclerosis (ALS), which is part of the ALS-FTD spectrum. | justification: The title and description explicitly state that the dataset pertains to sporadic ALS, a key component of ALS-FTD.","Yes | evidence: The samples are taken from the motor cortex, which is a region of the human CNS. | justification: The 'Organism part' is specified as 'v4 cortex', confirming that the samples are from human brain tissue relevant to ALS-FTD.","No | evidence: The dataset does not mention any use of patient-derived in vitro cell lines or disease models. | justification: All samples are derived from human patients, not from in vitro models.",Yes | evidence: The dataset specifies an experimental design that includes case control design. | justification: The presence of a case control design is explicitly stated in the experimental designs.,"No | evidence: The motor cortex is significantly affected in ALS-FTD. | justification: The motor cortex is a critical region involved in ALS pathology, thus it is relevant to the study.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset specifies the use of an array assay, confirming compatibility with microarray technology.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion in ALS-FTD research.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves human microarray expression profiling. | justification: The dataset is explicitly described as a transcription profiling study using microarray technology.","No | evidence: The dataset pertains to acrolentiginous melanoma, not ALS-FTD. | justification: The title and description focus on melanoma and do not mention ALS-FTD.","No | evidence: The samples are derived from dermis, which is not CNS tissue. | justification: The dataset involves fibroblast populations from skin, not brain or CNS regions.","Yes | evidence: The dataset involves patient-derived fibroblast cell lines from melanoma, which are not clinical samples from CNS. | justification: The study focuses on fibroblast populations rather than direct CNS tissue samples from ALS-FTD patients.","No | evidence: The experimental design is a cell type comparison, not a case/control study. | justification: The design does not fit the case/control criteria as it compares different cell types rather than patient groups.","Yes | evidence: The dataset involves dermal fibroblasts, which are not affected by ALS-FTD neurodegeneration. | justification: The brain regions relevant to ALS-FTD are not represented in this dataset.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset utilizes microarray technology, which is appropriate for the study.",justification: The dataset does not meet the inclusion criteria for ALS-FTD as it focuses on melanoma and involves non-CNS tissue.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, specifically using the Affymetrix Clariom™ D Assay. | justification: This confirms that the dataset is focused on human microarray expression profiling.","Yes | evidence: The dataset involves samples from patients with sporadic and familial frontotemporal lobar degeneration (FTLD), which is related to ALS-FTD. | justification: The inclusion of FTLD conditions directly relates to the target disease of ALS-FTD.","Yes | evidence: Samples were taken from the human frontal cortex area 8, which is a CNS region relevant to FTLD. | justification: This area is significantly affected in FTLD, making it relevant for ALS-FTD studies.","No | evidence: The dataset involves postmortem human brain samples, not in vitro cell lines or disease models. | justification: The samples are derived from actual patients, thus meeting clinical criteria.",Yes | evidence: The study design includes controls and comparisons between normal and disease states (sFTLD and fFTLD). | justification: This indicates a clear case/control design.,"No | evidence: The samples are from Brodmann area 8, which is significantly affected in FTLD. | justification: This region is relevant to ALS-FTD neurodegeneration.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: This confirms that the dataset does not involve incompatible technologies.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion in ALS-FTD research.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically utilizes microarray technology for analyzing transcript levels.","Yes | evidence: The dataset includes samples from individuals affected by frontotemporal lobar degeneration (FTLD), which is related to ALS-FTD. | justification: FTLD is a key component of the ALS-FTD spectrum, thus the dataset is relevant to ALS-FTD.","Yes | evidence: The samples are taken from the middle temporal gyrus, a region of the human brain. | justification: The middle temporal gyrus is a CNS region relevant to neurodegeneration associated with ALS-FTD.","No | evidence: The dataset involves human samples from individuals with clinical diagnoses, not in vitro cell lines or disease models. | justification: The samples are derived from actual patients, not from cell lines or models.","Yes | evidence: The dataset includes individuals with different disease states (cognitively normal, FTLD, Alzheimer's), indicating a case/control design. | justification: The presence of both affected and unaffected individuals supports a case/control study design.","No | evidence: The dataset focuses on the middle temporal gyrus, which is significantly affected in ALS-FTD. | justification: The middle temporal gyrus is relevant to the neurodegenerative processes in ALS-FTD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset does not utilize RNA-seq or proteomics, but rather microarray technology.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion in ALS-FTD research.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study involves transcription profiling by array, which is a form of human microarray expression profiling. | justification: The dataset utilizes microarray technology to analyze gene expression.","No | evidence: The study focuses on head and neck squamous cell carcinoma, not ALS-FTD. | justification: The title and description indicate that the research is centered on cancer, specifically squamous cell carcinoma, rather than ALS-FTD.","No | evidence: Samples are taken from oropharynx, larynx, tonsil, and oral cavity, which are not CNS tissues. | justification: The tissues sampled are not part of the central nervous system, which is required for ALS-FTD studies.","No | evidence: The dataset does not involve patient-derived in vitro cell lines or disease models; it uses in vivo tumor samples. | justification: The study is based on in vivo samples from human tumors, not cell lines or models.","Unclear | evidence: The study mentions disease states (tumor, normal) but does not explicitly state a case/control design. | justification: While there are normal and tumor samples, the design specifics are not clearly defined as case/control.","Yes | evidence: The sampled tissues are from the head and neck region, which are not significantly affected by ALS-FTD neurodegeneration. | justification: ALS-FTD primarily affects the brain and spinal cord, making these regions irrelevant for the study.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.",justification: The dataset does not meet the inclusion criteria for ALS-FTD as it focuses on head and neck squamous cell carcinoma and does not involve relevant CNS tissues.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions gene expression profiles obtained through microarray technology.","Yes | evidence: The dataset focuses on gene expression profiles in the spinal cord of sporadic Amyotrophic Lateral Sclerosis patients. | justification: The title and description explicitly state that the study pertains to ALS, which is part of the ALS-FTD spectrum.","Yes | evidence: Samples are taken from the spinal cord, which is a central nervous system (CNS) region. | justification: The spinal cord is a critical region affected in ALS, making it relevant to the study.","No | evidence: The dataset involves human patient samples, not in vitro cell lines or disease models. | justification: The samples are derived from actual ALS patients and controls, not from cell lines.","Yes | evidence: The experimental design is specified as case control design. | justification: The dataset includes both ALS patients and control subjects, fitting the case/control study design.","No | evidence: The spinal cord is significantly affected by ALS neurodegeneration. | justification: The spinal cord is a primary site of pathology in ALS, making it relevant for the study.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset explicitly states the use of microarray technology for gene expression profiling.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion in ALS-FTD research.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions transcription profiling using microarray technology.","Yes | evidence: The dataset includes samples from patients with a probable or definitive diagnosis of ALS, which is directly related to ALS-FTD. | justification: The description states that the samples are from patients with ALS, which is a key component of ALS-FTD.","No | evidence: The samples are from whole blood, not from CNS tissue. | justification: The dataset specifies that the samples are blood samples, which do not meet the requirement for CNS tissue.","No | evidence: The dataset does not involve patient-derived in vitro cell lines or disease models; it uses whole blood samples from patients. | justification: The samples are directly from patients, not derived from cell lines or models.","Yes | evidence: The dataset includes both ALS patients and non-ALS controls, indicating a case/control design. | justification: The presence of both disease and control groups supports a case/control study design.","Yes | evidence: The dataset involves blood samples, which are not from brain regions affected by ALS-FTD. | justification: Blood is not a CNS region and does not directly reflect the neurodegeneration associated with ALS-FTD.","No | evidence: The technology used is microarray, which is compatible with the study's design. | justification: The dataset specifies the use of array assays, which are appropriate for expression profiling.","justification: The dataset meets some inclusion criteria (human microarray profiling, ALS-related samples, case/control design) but fails to meet the requirement for CNS tissue, which is critical for studying ALS-FTD.",No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset is explicitly stated to be a microarray analysis.","No | evidence: The dataset focuses on TLR3 deficiency and does not mention Alzheimer's disease (AD) as a target disease. | justification: The description does not indicate any relevance to AD, focusing instead on TLR3-related gene expression.","No | evidence: The samples used are fibroblast cells and PBMCs, which are not CNS tissues. | justification: The dataset involves peripheral blood mononuclear cells and fibroblasts, not brain or CNS tissue.","Yes | evidence: The dataset involves patient-derived fibroblast cells and PBMCs, which are considered non-clinical samples. | justification: The inclusion of fibroblast cells and PBMCs indicates the dataset does not meet the clinical sample criteria.","Unclear | evidence: The experimental design details are not provided, making it difficult to ascertain the case/control structure. | justification: Without specific information on the study design, it cannot be determined if it follows a case/control format.","No | evidence: The dataset does not involve brain regions, as it focuses on fibroblast and PBMC samples. | justification: Since the samples are not from brain regions, this criterion does not apply.",,,,No,False,"No | evidence: The dataset does not involve any AD phenotypes, intermediate or otherwise. | justification: The focus is on TLR3 deficiency, not on Alzheimer's disease phenotypes.","No | evidence: The dataset does not involve familial Alzheimer's disease cases. | justification: The dataset does not mention familial AD, focusing instead on TLR3 deficiency.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria for Alzheimer's disease research, as it focuses on TLR3 deficiency and involves non-CNS tissues.",No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions 'transcription profiling by array', which confirms it is a human microarray expression profiling study.","No | evidence: The dataset focuses on herpes simplex virus type 1 (HSV1) encephalitis and does not mention Alzheimer's disease (AD). | justification: The primary disease context is HSV1 encephalitis, which is unrelated to Alzheimer's disease.","No | evidence: The samples are derived from PBMCs and fibroblasts, not from CNS tissue. | justification: The dataset involves peripheral blood mononuclear cells (PBMCs) and fibroblasts, which are not CNS tissues relevant to Alzheimer's disease.","Yes | evidence: The dataset involves patient-derived fibroblast cell lines and PBMCs, which are considered non-clinical samples. | justification: The inclusion of in vitro cell lines derived from patients indicates that the dataset does not meet the clinical sample criteria.","Unclear | evidence: The dataset does not specify a clear case/control design; it involves patients with TRIF deficiency and healthy controls but lacks explicit case/control classification. | justification: While there are healthy controls and patients, the absence of a defined case/control study design makes it unclear.","No | evidence: The dataset does not involve brain regions; it focuses on PBMCs and fibroblasts. | justification: Since the samples are not from brain regions, this criterion does not apply.",,,,No,False,"No | evidence: The dataset does not involve Alzheimer's disease phenotypes at all, focusing instead on TRIF deficiency and HSV1 encephalitis. | justification: The dataset does not pertain to any AD phenotypes, intermediate or otherwise.","No | evidence: The dataset does not involve familial Alzheimer's disease cases; it focuses on TRIF deficiency. | justification: The dataset is unrelated to familial AD, as it centers on a different condition.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset employs a microarray technology, which is compatible with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria for Alzheimer's disease research, as it focuses on HSV1 encephalitis and involves non-clinical samples.",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset is explicitly described as a transcription profiling study using array technology.",No | evidence: The dataset focuses on fibroblasts from patients with TBK1 deficiency and does not mention Alzheimer's disease (AD) as a target disease. | justification: The title and description do not indicate any relevance to Alzheimer's disease.,"No | evidence: The samples are derived from skin fibroblasts, not from CNS tissue. | justification: The dataset involves fibroblast cell lines, which are not representative of human CNS tissue.","Yes | evidence: The dataset involves patient-derived fibroblast cell lines, which are considered non-clinical samples. | justification: The study uses in vitro cell lines derived from patients, which falls under non-clinical criteria.","Unclear | evidence: The experimental design details are not provided, making it difficult to ascertain if it follows a case/control design. | justification: Without specific information on the study design, it cannot be determined if it is case/control.","No | evidence: The dataset does not involve brain regions, as it focuses on fibroblast cell lines. | justification: Since the samples are fibroblasts, the question of brain regions does not apply.",,,,No,False,"No | evidence: The dataset does not involve any AD phenotypes, intermediate or otherwise. | justification: The study does not mention any classification related to Alzheimer's disease phenotypes.","No | evidence: The dataset involves patients with TBK1 deficiency, not familial Alzheimer's disease cases. | justification: The focus is on TBK1 mutations, which are unrelated to familial AD.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which aligns with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria for Alzheimer's disease research, as it does not pertain to AD, involves non-CNS tissue, and uses non-clinical samples.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The dataset involves transcription profiling by array, which is a form of microarray expression profiling. | justification: The study utilizes Affymetrix technology for genome-wide expression profiling.","Yes | evidence: The dataset is related to Alzheimer's disease (AD) as it studies the effects of beta-amyloid peptides, which are central to AD pathology. | justification: The description explicitly mentions the context of Alzheimer's disease and its associated processes.","No | evidence: The samples are derived from the human neuroblastoma cell line SH-SY5Y, which is not a CNS tissue sample. | justification: The dataset involves in vitro cell lines rather than actual human brain or CNS tissue.","Yes | evidence: The dataset involves the human neuroblastoma cell line SH-SY5Y, which is a patient-derived in vitro cell line. | justification: The study uses a cell line model rather than clinical samples from patients.","No | evidence: The study design is based on in vitro experiments with cell lines, not a case/control design involving human subjects. | justification: There is no case/control comparison as it involves only cell line experiments.","Unclear | evidence: The dataset does not involve brain regions but rather a cell line, making this question not applicable. | justification: Since the study does not sample brain regions, this criterion cannot be evaluated.",,,,No,False,Unclear | evidence: The dataset does not classify samples into AD phenotypes as it uses a cell line model. | justification: The study does not provide information on Braak stages or classify samples as intermediate phenotypes.,"No | evidence: The dataset does not involve familial AD cases; it uses a cell line model instead. | justification: The study does not mention familial cases, focusing instead on in vitro models.","No | evidence: The technology used is compatible with microarray expression profiling (Array assay). | justification: The dataset employs microarray technology, which is appropriate for the study.","justification: The dataset should not be included as it involves an in vitro cell line model rather than human CNS tissue samples, and it does not meet the case/control design requirement.",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating microarray expression profiling. | justification: The dataset specifically mentions 'transcription profiling by array', confirming it is a human microarray expression profiling study.",Yes | evidence: The dataset includes samples from patients diagnosed with Alzheimer's disease (AD). | justification: The description states that it includes patients with Alzheimer's disease among other neurodegenerative disorders.,"Yes | evidence: Samples were taken from the medial temporal lobe, a relevant CNS region for AD. | justification: The medial temporal lobe is significantly affected in Alzheimer's disease, making it a relevant CNS tissue.","No | evidence: The dataset involves post-mortem human brain tissue samples, not in vitro cell lines or disease models. | justification: The samples are derived from human patients, not from cell lines or models.","Yes | evidence: The study includes both AD patients and control subjects, indicating a case/control design. | justification: The dataset explicitly mentions that it includes control subjects matched with AD patients.","No | evidence: The samples are from the medial temporal lobe, which is relevant to AD pathology. | justification: The medial temporal lobe is a critical region affected by Alzheimer's disease.",,,,Yes,True,"No | evidence: The dataset includes patients with various Braak stages, including Braak stage 6, which is advanced AD. | justification: Braak stage 6 indicates severe neurodegeneration, not an intermediate phenotype.",No | evidence: The dataset does not specify familial cases and includes patients with sporadic AD. | justification: The inclusion of sporadic AD cases aligns with the criteria for inclusion.,"No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset specifies that it uses an array assay, which is appropriate for the study.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion.",Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset utilizes microarray technology to profile gene expression.",No | evidence: The dataset does not involve human samples with Alzheimer's disease; it uses SH-SY5Y neuroblastoma cells instead. | justification: The study focuses on in vitro cell lines rather than actual AD patient samples.,"No | evidence: The samples are derived from SH-SY5Y cells, which are a neuroblastoma cell line, not human CNS tissue. | justification: The dataset does not include samples from human brain or CNS tissue.","Yes | evidence: The dataset involves SH-SY5Y cells, which are a neuroblastoma cell line used in vitro. | justification: The use of a cell line indicates that the dataset is non-clinical and does not involve actual patient samples.","No | evidence: The experimental design is in vitro and does not follow a case/control study design involving human subjects. | justification: The study design is based on treatment of cell lines, not a case/control comparison of patient samples.","Unclear | evidence: The dataset does not involve brain regions as it uses a cell line. | justification: Since the samples are not from human brain regions, this criterion is not applicable.",,,,No,False,No | evidence: The dataset does not involve human AD phenotypes; it uses a neuroblastoma cell line. | justification: The study does not classify any samples as Braak stages or AD phenotypes.,No | evidence: The dataset does not involve familial AD cases; it uses a cell line instead. | justification: The dataset does not pertain to familial Alzheimer's disease.,"No | evidence: The technology used is microarray, which is compatible with the study's design. | justification: The dataset employs microarray technology, which is appropriate for expression profiling.","justification: The dataset should not be included as it does not meet the inclusion criteria for human microarray expression profiling related to Alzheimer's disease, and it involves in vitro cell lines rather than human CNS tissue.",No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset explicitly states it is a transcription profiling by array, which meets the criteria for human microarray expression profiling.","No | evidence: The dataset pertains to Sporadic Amyotrophic Lateral Sclerosis (ALS), not Alzheimer's disease (AD). | justification: The title and description indicate that the focus is on ALS, which does not meet the inclusion criteria for AD.","Yes | evidence: The samples are taken from the v4 cortex, which is part of the human CNS. | justification: The dataset involves human brain tissue, specifically the motor cortex, which is relevant to CNS studies.","No | evidence: The dataset does not involve patient-derived in vitro cell lines or disease models; it uses human brain tissue samples. | justification: The samples are derived from human subjects, not in vitro models.","Yes | evidence: The experimental design includes a case control design. | justification: The dataset explicitly states it uses a case control design, which is required for inclusion.","No | evidence: The dataset samples the motor cortex, which is relevant to neurodegeneration studies. | justification: The motor cortex is significantly affected in various neurodegenerative diseases, including ALS, but not AD.",,,,No,False,"No | evidence: The dataset does not focus on intermediate AD phenotypes; it is centered on ALS. | justification: The dataset does not involve any AD phenotypes, intermediate or otherwise.","No | evidence: The dataset does not involve familial AD cases; it focuses on sporadic ALS. | justification: The dataset is about sporadic ALS, not familial AD.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset employs a microarray technology, which is compatible with the inclusion criteria.","justification: The dataset does not meet the inclusion criteria for Alzheimer's disease, as it focuses on ALS instead.",No,,,,
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, which indicates microarray expression profiling. | justification: The dataset specifically involves whole genome transcriptional analysis using microarray technology.",Yes | evidence: The dataset is focused on Alzheimer's disease (AD) patients compared to age-matched non-demented controls. | justification: The title and description explicitly mention Alzheimer's disease as the target disease.,"No | evidence: The samples are derived from peripheral blood mononuclear cells (PBMCs), not from CNS tissue. | justification: The inclusion criteria specify that samples must be from CNS regions relevant to AD, which blood does not fulfill.","Yes | evidence: The dataset involves patient-derived peripheral blood mononuclear cells (PBMCs), which are considered non-clinical samples. | justification: The samples are not from CNS tissue but from blood, which is not a clinical CNS sample.","Unclear | evidence: The dataset compares AD patients with age-matched controls, but the specific study design is not detailed. | justification: The absence of explicit mention of a case/control design makes it unclear.","No | evidence: The dataset does not involve brain regions, as it uses blood samples instead. | justification: The exclusion criteria pertain to brain regions, which are not applicable here.",,,,No,False,No | evidence: The dataset includes AD patients but does not specify that they are only intermediate phenotypes. | justification: The description does not indicate that the samples are limited to Braak III/IV stages.,"Unclear | evidence: The clinical/familial status is not found in the dataset description. | justification: Without specific information on whether the cases are familial or sporadic, this remains unclear.","No | evidence: The technology used is an array assay, which is compatible with microarray expression profiling. | justification: The dataset employs microarray technology, which meets the inclusion criteria.","justification: The dataset does not meet the inclusion criteria due to the use of blood samples instead of CNS tissue, and it is unclear if it follows a case/control design.",No,,,,
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,gpt-4o-mini-2024-07-18,"Yes | evidence: The study type is transcription profiling by array, indicating it involves microarray expression profiling. | justification: The dataset specifically mentions 'transcription profiling by array', confirming it is about human microarray expression profiling.","Yes | evidence: The dataset includes samples from individuals affected by Alzheimer's disease (AD). | justification: The description states that the analysis includes individuals affected by Alzheimer's disease, fulfilling the requirement for the target disease.","Yes | evidence: The samples are taken from the middle temporal gyrus, a region of the human brain. | justification: The middle temporal gyrus is a relevant CNS region for Alzheimer's disease, confirming the dataset involves human CNS tissue.","No | evidence: The dataset does not mention the use of patient-derived in vitro cell lines or disease models. | justification: The samples are derived from human brain tissue, not in vitro models, thus it does not meet the exclusion criteria.","Yes | evidence: The experimental designs include disease state design and clinical history design, which suggest a case/control approach. | justification: The presence of different disease states (AD, normal, FTLD) indicates a case/control study design.","No | evidence: The dataset samples the middle temporal gyrus, which is significantly affected by AD neurodegeneration. | justification: The middle temporal gyrus is relevant to Alzheimer's disease, thus it does not meet the exclusion criteria.",,,,Yes,True,"No | evidence: The dataset includes samples from individuals with Alzheimer's disease, not just intermediate phenotypes. | justification: The dataset includes AD samples classified as affected, which are not intermediate phenotypes.","No | evidence: The dataset includes sporadic cases of Alzheimer's disease and does not focus solely on familial cases. | justification: The clinical history mentions sporadic FTLD-TDP and Alzheimer's disease, indicating inclusion of sporadic cases.","No | evidence: The technology used is an array assay, compatible with microarray expression profiling. | justification: The dataset specifies the use of an array assay, confirming it is compatible with microarray technology.","justification: The dataset meets all inclusion criteria and does not violate any exclusion criteria, making it suitable for inclusion.",Yes,,,,
