custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor | justification: Dataset uses microarray-based transcription profiling,"Yes | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Focus on ALS, part of the ALS-FTD spectrum",Yes | evidence: Organism part: v4 cortex | justification: Samples from human motor cortex (CNS tissue),No | evidence: Cell type/line: Not found; Source: patient post‐mortem tissue | justification: No in vitro cell lines or disease models used,Yes | evidence: Experimental Designs: case control design | justification: Includes patients and matched controls,No | evidence: Organism part: motor cortex | justification: Motor cortex is a region significantly affected by ALS,"No | evidence: Technology: array assay; Assay by Molecule: RNA assay | justification: Uses microarray technology, no incompatible methods","justification: Meets all inclusion criteria (human microarray, ALS disease, relevant CNS tissue, case/control) and no exclusion criteria present.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The dataset uses human transcription profiling by microarray (RNA assay).,"No | evidence: Disease: acrolentiginous melanoma, not ALS-FTD | justification: The study focuses on melanoma-associated fibroblasts, not ALS-FTD. ","No | evidence: Organism part: dermis; Cell type: dermal fibroblasts | justification: Samples are dermal fibroblasts, not CNS tissue. ","Yes | evidence: Cell type: control dermal fibroblast, melanoma associated fibroblast, autologous control fibroblast | justification: The dataset uses patient-derived fibroblast cultures (in vitro cell lines).",Yes | evidence: Experimental factor disease: acrolentiginous melanoma vs normal; Experimental design: cell type comparison | justification: The design compares diseased fibroblasts (cases) to control fibroblasts (controls).,No | evidence: No CNS tissue sampled | justification: No brain regions are involved. ,"No | evidence: Technology: Array assay; Assay by molecule: RNA assay | justification: The platform is microarray, which is compatible. ","justification: This dataset does not pertain to ALS-FTD or CNS tissue; instead, it profiles melanoma-associated fibroblasts in skin. It fails disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Affymetrix Clariom™ D Assay | justification: Dataset uses human microarray expression profiling,"No | evidence: Title and disease factors describe frontotemporal lobar degeneration (FTLD-TDP) subtypes; no ALS or combined ALS-FTD | justification: Dataset focuses on FTLD only, not ALS-FTD",Yes | evidence: RNA extracted from human frontal cortex area 8 | justification: Samples are from human CNS tissue (postmortem frontal cortex),"No | evidence: Source Characteristics: Organism part: Brodman area 8; no cell line information | justification: Uses postmortem tissue, not in vitro cell lines or models",Yes | evidence: Experimental design: disease state design with controls (n=10) vs sFTLD (n=10) vs fFTLD (n=10) | justification: Includes control and disease groups in a case/control framework,"No | evidence: Organism part: Brodmann area 8, the main area affected in FTLD | justification: Frontal cortex is a region relevant to ALS-FTD spectrum neurodegeneration","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Dataset uses microarray technology, which is compatible","justification: Although the dataset meets technical and sample‐type criteria, it does not include ALS or combined ALS‐FTD cases—only FTLD subtypes—so it does not address the target disease spectrum",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Organism: Homo sapiens | justification: The study uses array‐based transcription profiling on human samples,"No | evidence: Disease: normal, Frontotemporal lobar degeneration, Alzheimer's disease | justification: The dataset covers FTLD and AD but does not include ALS or ALS‐FTD cases",Yes | evidence: Organism part: middle temporal gyrus | justification: Middle temporal gyrus samples are human CNS tissue,"No | evidence: Cell type/line: Not found | justification: Samples are directly from human brain tissue, not cell lines or models","Yes | evidence: Experimental Factors: DISEASESTATE (normal vs FTLD vs AD) | justification: The design compares disease (FTLD, AD) versus control (normal)","No | evidence: Organism part: middle temporal gyrus | justification: Temporal cortex is affected in frontotemporal dementia, relevant to FTD pathology",No | evidence: Technology: Array assay | justification: The study uses compatible microarray expression profiling,"justification: Although the dataset meets all technical and sample-type criteria, it does not include ALS or ALS-FTD cases, only FTLD and AD.",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Human RNA samples profiled using microarray technology,"No | evidence: Disease: tumour, normal; Study focuses on head and neck squamous cell carcinoma | justification: Dataset investigates cancer, not ALS-FTD","No | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Samples derive from head and neck regions, not CNS","No | evidence: Samples described as in vivo tumour and normal tissues, no cell lines mentioned | justification: Clinical tissue biopsies, not in vitro models",Yes | evidence: DiseaseState: normal vs tumour | justification: Includes tumour cases and normal controls,"Yes | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Regions sampled are non-CNS and not affected by ALS-FTD",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Compatible microarray expression profiling,"justification: Although this dataset uses human microarray profiling and a case/control design, it studies head and neck carcinoma tissue rather than ALS-FTD or CNS regions, so it does not meet target disease or tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray-based transcription profiling on RNA from human samples.,"Yes | evidence: Disease: sporadic amyotrophic lateral sclerosis | justification: The study focuses on sporadic ALS, which lies on the ALS-FTD disease spectrum.","Yes | evidence: Organism: Homo sapiens; Organism part: first lumbar spinal cord segment | justification: Samples are from human spinal cord tissue, part of the CNS.","No | evidence: Source Characteristics: Organism part: first lumbar spinal cord segment; no cell line mentioned | justification: The dataset uses ex vivo patient tissue, not in vitro cell lines or models.",Yes | evidence: Experimental Designs: case control design; Experimental Factors: disease (sporadic ALS vs normal) | justification: The study compares ALS patient samples to healthy controls.,No | evidence: Organism part: first lumbar spinal cord segment | justification: Spinal cord is a key neurodegeneration site in ALS.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset employs microarray technology, which is compatible.",justification: The dataset meets all inclusion criteria: human microarray profiling in ALS patient CNS tissue with a case/control design in a relevant region.,Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Human whole-blood samples hybridized to Affymetrix microarrays (HgU133vII),"No | evidence: Disease: PROBABLE diagnosis of ALS, DEFINITIVE diagnosis of ALS | justification: Dataset focuses on ALS only; no indication of frontotemporal dementia involvement",No | evidence: Organism part: Blood | justification: Samples derived from peripheral blood rather than CNS/brain tissue,No | evidence: Cell type/line: Not found; Experimental design includes in_vivo_design | justification: Uses patient blood samples; no cell lines or disease models,Yes | evidence: ALS whole blood samples vs non-diseased control whole blood samples | justification: Clear case (ALS) vs control (healthy) comparison,Yes | evidence: Organism part: Blood | justification: Blood is not a neural tissue region affected by ALS-FTD,No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Uses microarray technology compatible with inclusion criteria,justification: Excludes: not CNS tissue and does not cover ALS-FTD phenotype; only ALS blood profiles are provided,No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The study uses microarray-based transcription profiling of RNA.,"No | evidence: Disease: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient, Healthy, TLR3+/- Patient | justification: The dataset focuses on TLR3 deficiency and related immune receptor deficiencies, not Alzheimer’s disease.","No | evidence: Cell type: skin fibroblast, PBMC; Organism part: not found | justification: Samples are fibroblasts and peripheral blood mononuclear cells, not CNS or brain tissue.","Yes | evidence: Fibroblast cells were cultured in DMEM; PBMCs were cultured in RPMI | justification: Patient-derived fibroblast and PBMC cultures represent in vitro cell models, not ex vivo tissue samples.","Yes | evidence: 3 healthy controls, 1 AD TLR3-deficient patient, 1 AR TLR3-deficient patient, etc. | justification: The study compares gene expression between deficient patients and healthy control donors.",No | evidence: No CNS or brain regions sampled | justification: No brain regions were involved in the study.,,,,No,False,"No | evidence: Disease state: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient | justification: No Alzheimer’s disease phenotypes or Braak staging are reported.","No | evidence: Disease state: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient | justification: Study does not involve Alzheimer’s disease, familial or sporadic.","No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The technology used is microarray expression profiling, which is compatible.","justification: This dataset is not relevant to Alzheimer’s disease, does not involve human CNS tissue, and uses in vitro cell cultures rather than patient brain samples, so it fails the key inclusion criteria.",No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses array-based transcription profiling of RNA from human samples,"No | evidence: Disease state: herpes simplex virus type 1 (HSV1) encephalitis | justification: The study focuses on TRIF deficiency in HSE patients, not Alzheimer’s disease","No | evidence: Cell type: PBMC, Fibroblasts; Organism part: Not specified | justification: Samples are peripheral blood mononuclear cells and fibroblasts, not CNS tissue","Yes | evidence: Cell type: PBMC, Fibroblasts; In vitro culture conditions described | justification: The study uses patient-derived in vitro cell lines rather than clinical tissue samples",Yes | evidence: Samples include diseased patients and healthy controls | justification: Design contrasts patient-derived cells with cells from healthy individuals,No | evidence: No brain regions sampled; only PBMC and fibroblasts | justification: No CNS or brain region samples are included,,,,No,False,No | evidence: Disease state: HSE patients; no AD staging information | justification: The dataset does not involve Alzheimer’s phenotypes or Braak staging,"No | evidence: Disease studied: TRIF deficiency in HSE; no AD cases | justification: No Alzheimer’s disease cases, familial or sporadic, are included","No | evidence: Technology: Array assay | justification: The assay is a microarray platform, compatible with inclusion criteria","justification: Excluded because it does not pertain to Alzheimer’s disease, uses peripheral cell lines rather than human CNS tissue, and focuses on an in vitro HSE model",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray-based transcription profiling on human samples,"No | evidence: Title and description focus on TBK1 deficiency and HSE, not Alzheimer’s disease | justification: Dataset addresses TBK1-related innate immunity in fibroblasts, not AD",No | evidence: Samples are skin fibroblast cell lines | justification: No human brain or CNS tissue was sampled,"Yes | evidence: Use of patient-derived fibroblast cell lines cultured in vitro | justification: Study uses in vitro skin fibroblast lines, not clinical tissue",Yes | evidence: Includes healthy control fibroblasts (n=3) and patient fibroblasts (n=2+) | justification: Design compares patient-derived lines to controls,No | evidence: No brain regions sampled | justification: Only fibroblast cell lines were profiled,,,,No,False,No | evidence: No AD phenotypes or Braak staging reported | justification: Dataset does not involve Alzheimer’s phenotypes,"No | evidence: No mention of Alzheimer’s disease cases, familial or sporadic | justification: Not an AD dataset",No | evidence: Assay is microarray-based RNA profiling | justification: No RNA-seq or proteomic methods used,"justification: Dataset is not about Alzheimer’s disease, involves non-CNS fibroblast cell lines in vitro; does not meet disease or tissue criteria.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Affymetrix arrays used | justification: The dataset uses Affymetrix microarrays for genome-wide expression profiling of RNA.,Yes | evidence: Title and description explicitly reference Alzheimer’s disease (AD) and beta-amyloid peptides | justification: The study investigates APP processing and Abeta42/40 levels relevant to AD pathophysiology.,"No | evidence: Samples are from the human neuroblastoma cell line SH-SY5Y, not primary CNS tissue | justification: No brain or CNS tissue samples were profiled; only an in vitro cell line was used.","Yes | evidence: Cell line: SH-SY5Y transfected with APP constructs; Experimental design: in_vitro_design | justification: The dataset is derived entirely from patient-derived in vitro neuroblastoma cell lines, not clinical samples.","No | evidence: Experimental design includes transcript_identification_design and in_vitro_design, not case/control | justification: There is no comparison of AD cases versus healthy controls; only transfected cell clones were compared.","No | evidence: No brain regions sampled; only cell line experiments | justification: Irrelevant for tissue-based region criteria, as no brain tissue was used.",,,,No,False,No | evidence: No clinical staging (Braak) or intermediate AD phenotypes reported | justification: The study does not involve human AD samples or Braak staging; it models Abeta changes in cell lines.,No | evidence: No familial AD cases; only neuroblastoma cell lines | justification: No information on familial AD; the dataset is an in vitro model system.,No | evidence: Technology: Array assay (Affymetrix microarray) | justification: The platform is compatible microarray expression profiling.,"justification: Although the study uses human microarrays and addresses AD-related biology, it is an in vitro cell line model rather than primary human CNS tissue and lacks a case/control design, so it fails key inclusion criteria.",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array | justification: This is a genome‐wide expression profiling study using microarray technology,"Yes | evidence: Experimental factor disease includes ""Alzheimer's disease"" | justification: Dataset includes AD patient samples",Yes | evidence: Source characteristic Organism part: medial temporal lobe | justification: Samples are from post‐mortem human brain tissue,No | evidence: Samples are snap‐frozen post‐mortem tissue | justification: No in vitro cell lines or disease models are used,Yes | evidence: 5 AD patients versus 5 control subjects | justification: Study contrasts disease cases with matched controls,No | evidence: Organism part: medial temporal lobe | justification: Medial temporal lobe is affected in AD,,,,Yes,True,No | evidence: Disease staging includes Braak stage 6 | justification: Includes end‐stage (V/VI) AD samples,No | evidence: Clinical/familial info does not specify familial AD | justification: Cases are presumed sporadic,No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible,justification: Human microarray profiling of sporadic AD post‐mortem medial temporal lobe with end‐stage Braak V/VI samples in a case/control design; meets all criteria,Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Uses human-derived samples (SH-SY5Y) and microarray expression profiling,No | evidence: Source characteristics: Disease: Not found; Samples are not from AD patients | justification: Study investigates Abeta treatment in vitro rather than AD patient samples,"No | evidence: Cell type/line: SH-SY5Y; Source: in vitro cultured cells | justification: Samples are from a neuroblastoma cell line, not human CNS tissue",Yes | evidence: Experimental designs: in_vitro_design; Cell line: SH-SY5Y | justification: Dataset uses an in vitro neuroblastoma cell line model,"No | evidence: Experimental designs: compound_treatment_design, time_series_design; No case/control groups described | justification: Design is time series of treatments, not patient case vs control comparison",No | evidence: No tissue region sampled | justification: Not applicable—no brain region involvement,,,,No,False,No | evidence: Disease state/staging: Not found | justification: No AD phenotype staging; samples are cell line treatments,"No | evidence: Clinical/familial: Not found | justification: No AD cases, familial or sporadic, are included",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible,"justification: Fails inclusion on multiple criteria: uses an in vitro cell line model (non-clinical), no AD patient CNS tissue, and no case/control design.",No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: Microarray–based expression profiling performed on human samples,"No | evidence: Experimental Factors > Source Characteristics: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Dataset is about ALS, not Alzheimer’s disease",Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples derived from human motor cortex tissue,"No | evidence: No cell lines or in vitro models mentioned | justification: All samples are post-mortem human tissue, not cell-based or animal models",Yes | evidence: Experimental Designs: case control design | justification: Study compares ALS cases versus controls,No | evidence: Organism part: v4 cortex | justification: Cortex is a neocortical region relevant to neurodegeneration studies,,,,No,False,"No | evidence: No staging information provided | justification: Only ALS versus control classification, no AD Braak staging","No | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Not an AD dataset, and ALS cases are sporadic","No | evidence: Study type: transcription profiling by array | justification: Uses microarray technology, which is compatible","justification: Although the dataset meets technical criteria (human microarray, CNS tissue, case/control), it studies ALS rather than Alzheimer’s disease and is therefore not relevant.",No,,,,
alzheimer-screened_E-MTAB-6094,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray-based genome-wide mRNA expression profiling in human samples.,Yes | evidence: Description: Whole genome transcriptional analysis of Alzheimer's disease patients; Disease: Alzheimers disease | justification: The study specifically compares AD patients to age-matched non-demented controls.,"No | evidence: Source Characteristics: organism part: blood; Cell type: mononuclear cell | justification: Samples are peripheral blood mononuclear cells, not CNS or brain tissue.","No | evidence: Source Characteristics: Cell type: mononuclear cell; Organism part: blood | justification: Samples are directly from patient blood, not in vitro cell lines or disease models.",Yes | evidence: Description: 25 AD patients and 15 age-matched controls | justification: The study compares diseased cases versus non-demented control subjects.,No | evidence: Organism part: blood | justification: No brain regions are sampled; tissue is peripheral blood.,,,,No,False,"No | evidence: Disease staging: clinical dementia rate 1 and 3 | justification: Samples are classified by clinical dementia rate, not intermediate Braak stages.",No | evidence: Clinical/familial: Not found | justification: No indication that cases are familial AD; presumed sporadic.,"No | evidence: Study type: transcription profiling by array | justification: The technology used is microarray, which is compatible with inclusion.","justification: Although the study meets criteria for human microarray profiling of AD with a case/control design, it uses peripheral blood samples rather than CNS tissue. Per inclusion criteria, only CNS-derived samples from relevant AD-affected regions are eligible.",No,,,,
alzheimer-screened_E-MTAB-656,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The experiment uses array-based transcription profiling of human RNA.,Yes | evidence: Description: individuals affected by Alzheimer's disease; Experimental Factors: Disease: Alzheimer's disease | justification: The dataset includes samples from AD patients.,"Yes | evidence: Source Characteristics: Organism part: middle temporal gyrus | justification: Samples are from human temporal cortex, a CNS region.","No | evidence: No cell lines or in vitro models mentioned; samples are human brain tissue | justification: All samples are postmortem human tissue, not cell culture or animal models.",Yes | evidence: Experimental Designs: disease_state_design; Experimental Factors: DISEASESTATE with normal and Alzheimer's disease | justification: There is a direct comparison between AD cases and cognitively normal controls.,No | evidence: Organism part: middle temporal gyrus | justification: Temporal cortex is affected in AD and is a relevant region.,,,,Yes,True,No | evidence: DiseaseState includes Alzheimer's disease without mention of intermediate staging | justification: The AD group represents clinical disease rather than intermediate phenotypes.,"No | evidence: ClinicalHistory lists Alzheimer's disease but no familial AD categories | justification: AD cases appear sporadic, with no familial AD mutations reported.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology, not RNA-seq or proteomics.","justification: This dataset meets all criteria: it is human microarray data from a relevant AD-affected brain region, includes AD vs normal case/control groups, involves sporadic AD, and uses compatible technology.",Yes,,,,
alzheimer-screened_E-MTAB-7852,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Affymetrix Gene Chip Human Exon 1.0 ST array | justification: Dataset uses human microarray expression profiling,"Yes | evidence: Experimental Factors: Disease: normal, Alzheimer disease; Cell line AD4F-1 | justification: Includes Alzheimer disease vs normal as an experimental factor",No | evidence: Cell type: induced pluripotent stem cell; cultures of hiPS cells differentiated in vitro | justification: No direct sampling of human brain/CNS tissue; only cell cultures,"Yes | evidence: Cultures of hiPS cells and neuronal cell cultures derived from hiPS | justification: In vitro patient-derived cell lines, not clinical patient samples","No | evidence: Experimental Designs: disease state design, development or differentiation design; comparisons across differentiation time points | justification: No case/control comparison of AD patients vs controls in tissue",No | evidence: No brain region specified; samples are cell cultures | justification: Not applicable—no brain region sampling,,,,No,False,"No | evidence: No disease staging or Braak stage information provided | justification: Dataset focuses on differentiation time points, not AD pathology stages",Unclear | evidence: Cell line AD4F-1 annotated as 'Alzheimer disease' but no familial/sporadic status given | justification: Familial vs sporadic AD status not specified,No | evidence: Affymetrix microarray assay; RNA assay | justification: Technology is compatible with microarray expression profiling,"justification: Although it uses human microarrays and includes an AD factor, the dataset is based on hiPS-derived neuronal cultures (in vitro model) rather than clinical brain tissue and lacks a proper case/control tissue design, so it does not meet inclusion criteria.",No,,,,
alzheimer-screened_E-MTAB-8283,alzheimer-screened,AD,,o4-mini-2025-04-16,Yes | evidence: Study type: Human - One-color microarray; Technology: Array assay | justification: The assay is a human one‐color microarray profiling miRNA in brain tissue,Yes | evidence: Title: miRNA PCR Array of cortex tissue from Alzheimer disease (AD)...; Disease: Alzheimer's disease | justification: The study explicitly profiles samples from Alzheimer’s disease subjects,Yes | evidence: Organism part: brain; Sample source: cortex tissue | justification: Samples are derived from human cortical brain tissue,"No | evidence: Cell type/line: Not found; Source Characteristics: Organism part: brain | justification: All samples are from post‐mortem human brain tissue, not in vitro models or cell lines",Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease staging | justification: The study compares Alzheimer’s disease cases against normal and high‐pathological control groups,No | evidence: Organism part: brain; Cortex tissue | justification: Cortex is a neocortical region affected in AD,,,,No,False,"Unclear | evidence: Clinical/familial information lists low and intermediate neurofibrillary tangles | justification: No explicit Braak V/VI staging is provided, so the AD samples’ NFT stage is uncertain",No | evidence: Clinical/familial: no familial AD indicated | justification: The dataset does not specify familial AD cases,"No | evidence: Study type: microarray; Technology: Array assay | justification: The platform is a microarray assay, compatible with inclusion","justification: While the dataset is human, uses microarray profiling on relevant AD cortex tissue, and employs a case/control design, the absence of explicit Braak V/VI staging for AD samples makes it uncertain if it meets the criterion for advanced neurofibrillary pathology.",No,,,,
lbd-screened_E-GEOD-16658,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; miRNA profiling on Exiqon microarrays | justification: Platform is microarray-based expression profiling of human miRNAs,Yes | evidence: Title and description refer to Parkinson’s disease patients | justification: Parkinson’s disease is a Lewy body disease,No | evidence: Samples are peripheral blood mononuclear cells (PBMCs) | justification: PBMCs are not CNS tissue,No | evidence: Samples derived directly from patient blood | justification: No cell lines or in vitro models used,Yes | evidence: Study compares 19 PD patients and 13 controls | justification: Classic case/control design,"Yes | evidence: Source material is PBMCs, not brain tissue | justification: Peripheral blood is not a CNS region affected by LBD",,,,No,False,,,,,,No | evidence: Described as idiopathic PD | justification: Idiopathic indicates sporadic cases,No | evidence: Microarray assay | justification: Microarrays are compatible with inclusion,"justification: Although this is a human microarray case/control study of idiopathic PD, it uses PBMCs rather than CNS tissue, so it fails the CNS tissue inclusion criterion.",No
lbd-screened_E-GEOD-29889,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: This is a genome-wide expression analysis using microarray (array assay) on human cells.,"No | evidence: Description: study focuses on Hepatitis C virus infection in hepatoma cells; no mention of Lewy body disease. | justification: The dataset concerns HCV infection, not Lewy body diseases.","No | evidence: Samples: Huh-7 derived hepatoma cell cultures; no CNS or brain tissue. | justification: Only liver cancer cell lines are used, no human brain/CNS tissue.",Yes | evidence: Description: in vitro Huh-7 derived hepatoma cell cultures used to study HCV susceptibility/resistance. | justification: The study uses patient-derived in vitro cell lines rather than primary human tissue.,"No | evidence: Comparisons are between cell line subclones (susceptible vs resistant) or infected vs uninfected cells, not clinical case/control subjects. | justification: No human case/control clinical cohorts; it’s an in vitro experimental comparison.",No | evidence: No brain or CNS regions sampled. | justification: Brain region relevance is not applicable as no brain tissue is involved.,,,,No,False,,,,,,"No | evidence: No mention of any disease state, familial or sporadic. | justification: The dataset is unrelated to LBD or any familial disease context.",No | evidence: Technology: Array assay | justification: Microarray platform is compatible; no RNA-seq or proteomics used.,"justification: The dataset is an in vitro microarray study of hepatoma cell lines infected with HCV, not human CNS tissue or LBD cases, thus failing multiple inclusion criteria.",No
lbd-screened_E-GEOD-70845,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The dataset uses human samples and array-based transcription profiling,"No | evidence: Description: exploring molecular mechanism of manganese induced neurotoxicity; Disease: Not found | justification: This study investigates manganese neurotoxicity in SH-SY5Y cells, not Lewy body diseases","No | evidence: Cell type/line: SHSY5Y neuroblastoma cell line; Organism part: Not found | justification: Samples are derived from an in vitro neuroblastoma cell line, not human CNS tissue","Yes | evidence: Cell type/line: SHSY5Y neuroblastoma cell line | justification: The study uses an in vitro cell line model, not patient tissue","No | evidence: Experimental design: treatment vs control in cell line | justification: This is a treatment experiment in cell culture, not a clinical case/control disease study",No | evidence: Organism part: Not found | justification: No brain regions are sampled; data come from cell lines,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found | justification: No indication of familial Lewy body disease cases,No | evidence: Technology: Array assay | justification: Microarray is a compatible technology,"justification: Excluded because it does not study Lewy body diseases in human CNS tissue, uses an in vitro cell line model, and lacks a clinical case/control design",No
lbd-screened_E-MEXP-18,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human samples and microarray-based expression profiling,"No | evidence: Experimental Factors > Source Characteristics: Disease: cancer; DiseaseState: cancer | justification: Dataset pertains to cancer, not Lewy body diseases","Yes | evidence: Organism part: caudate nucleus | justification: Includes human caudate nucleus tissue, a CNS region",Yes | evidence: CellLine: Daudi; CellType: hepatocyte | justification: Includes in vitro cell lines and non-tissue samples,"No | evidence: Experimental Designs: organism_part_comparison_design, disease_state_design; no defined LBD case vs control | justification: No clear case/control comparison for disease state",No | evidence: Organism part: caudate nucleus | justification: Caudate nucleus is a CNS region relevant to LBD pathology,,,,No,False,,,,,,No | evidence: Clinical/familial: Not found | justification: No indication that samples derive solely from familial LBD cases,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray technology, which is compatible","justification: Although the dataset uses human microarray on relevant CNS tissue, it does not study Lewy body diseases, involves cancer samples and in vitro cell lines, and lacks a case/control design for LBD.",No
lbd-screened_E-MTAB-1194,lbd-screened,LBD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Molecule: RNA assay | justification: Uses human microarray for gene expression profiling,Yes | evidence: Disease: Parkinson's disease | justification: Parkinson’s disease is a Lewy body disease,Yes | evidence: Organism part: frontal lobe | justification: Samples derived from human frontal cortex,No | evidence: Samples are from postmortem brain tissue; no cell lines or in vitro models | justification: Study uses ex vivo human tissue only,"Yes | evidence: Disease state: normal, Parkinson’s disease; Experimental design: disease_state_design | justification: Includes both Parkinson cases and healthy controls",No | evidence: Organism part: frontal lobe | justification: Frontal cortex is affected in Parkinson’s disease and other LBD,,,,Yes,True,,,,,,No | evidence: Clinical/familial: Not found | justification: No indication that subjects are familial cases,"No | evidence: Technology: Array assay | justification: Data generated by microarray, which is compatible","justification: Meets all inclusion criteria: human microarray profiling of a Lewy body disease (Parkinson’s), uses relevant CNS tissue, case/control design, sporadic cases, no incompatible technology or in vitro models.",Yes
