custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling on human samples (RNA array assays).,"No | evidence: Description: study of a patient with acrolentiginous melanoma (B-Raf V600E mutated); Sample attributes: Disease: acrolentiginous melanoma, normal. | justification: The dataset concerns melanoma, not amyotrophic lateral sclerosis or frontotemporal dementia (ALS-FTD).","No | evidence: Organism part: dermis; Cell types: dermal fibroblast, melanoma associated fibroblast, autologous control fibroblast. | justification: Samples are skin/dermal fibroblasts, not brain or other CNS tissue.","Yes | evidence: Sample/Cell type: control dermal fibroblast, melanoma associated fibroblast, autologous control fibroblast; Experimental design: cell type comparison design. | justification: The study analyzes patient-derived fibroblast cell populations (in vitro primary stromal cells), i.e., cultured cell types rather than native CNS tissue.","Yes | evidence: Experimental Factors include disease (acrolentiginous melanoma vs normal) and cell type comparisons between melanoma-associated fibroblasts and control/autologous fibroblasts. | justification: The design compares diseased versus control fibroblast samples, representing a case vs control comparison at the cellular/sample level.","Yes | evidence: Organism part listed as dermis; no CNS/brain regions indicated in samples or metadata. | justification: All samples are from skin (dermis), which is not a brain region affected in ALS-FTD.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling, which is compatible with the inclusion criterion for microarray datasets.","justification: Exclude. Although the dataset is human microarray expression profiling, it does not pertain to ALS-FTD and does not use CNS tissue; samples are dermal fibroblasts (patient-derived/in vitro). Therefore it fails inclusion criteria for target disease, relevant tissue, and involves patient-derived cell populations.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Affymetrix Clariom™ D Assay (human) | justification: RNA extracted from human samples and profiled on an Affymetrix microarray (Clariom D), indicating human microarray expression profiling.","Yes | evidence: Title/Description: frontotemporal lobar degeneration (FTLD) conditions; groups: sporadic FTLD-TDP and C9ORF72-familial FTLD (fFTLD). | justification: The study addresses FTLD/FTD, including C9ORF72-associated familial FTLD. FTLD/FTD is within the frontotemporal dementia spectrum and C9ORF72 is a major genetic cause overlapping the ALS-FTD spectrum, so the dataset is relevant to ALS-FTD research.","Yes | evidence: Organism: Homo sapiens; Organism part: Brodman (1909) area 8; Description: RNA extracted from human frontal cortex area 8 (postmortem). | justification: Samples are postmortem human frontal cortex (Brodmann area 8), i.e., CNS tissue.",No | evidence: Cell type/line: Not found; Description specifies postmortem brain samples from patients and controls. | justification: No patient-derived in vitro cell lines or disease models are used; study uses primary postmortem brain tissue.,"Yes | evidence: Experimental design: disease state design; groups: controls (n=10), sporadic FTLD (n=10), familial FTLD (n=10). | justification: The study compares diseased groups to control samples (case/control design).","No | evidence: Organism part: Brodman area 8; Description: 'the main area affected in FTLD'. | justification: Frontal cortex (Brodmann area 8) is a region significantly affected in FTLD/FTD, so it is relevant to ALS-FTD neuropathology.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Affymetrix Clariom™ D (microarray). | justification: The platform is microarray-based expression profiling, which is compatible with the inclusion requirement; no RNA-seq or proteomics reported.","justification: This dataset is human microarray expression profiling of postmortem frontal cortex from controls and FTLD cases (including C9ORF72-associated familial FTLD). It uses an appropriate microarray platform, has a clear case/control design, and samples a CNS region highly relevant to FTLD/FTD. Although focused on FTLD/FTD rather than ALS per se, inclusion is supported because FTLD/FTD (and C9ORF72 cases) lie on the ALS-FTD spectrum and no exclusion criteria are triggered.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study uses microarray transcription profiling of RNA (array assay) on human samples as indicated by 'transcription profiling by array' and 'Array assay'.,"Yes | evidence: Sample attributes: Disease: Frontotemporal lobar degeneration; Clinicalhistory: sporadic FTLD-TDP, Familial FTLD-TDP with PGRN mutations, Familial FTLD with MAPT mutations. | justification: The dataset includes Frontotemporal lobar degeneration (FTLD) / FTLD-TDP and familial FTD-associated mutations, which fall within the FTD component of the ALS-FTD spectrum.","Yes | evidence: Organism: Homo sapiens; Organism part: middle temporal gyrus; Title: Alternative splicing in human temporal cortex. | justification: Samples are human brain tissue from the middle temporal gyrus (temporal cortex), i.e. CNS tissue relevant to FTD.","No | evidence: Cell type/line: Not found; Sample descriptions indicate clinical history and postmortem diagnoses (FTLD, AD, normal). | justification: No patient-derived in vitro cell lines or model systems are described; samples appear to be human brain tissue from diagnosed individuals.","Yes | evidence: Experimental Factors: DISEASESTATE with values normal, Frontotemporal lobar degeneration, Alzheimer's disease; Experimental Designs include disease_state_design. | justification: The design includes control (normal) and disease (FTLD, AD) groups, consistent with a case–control comparison.",No | evidence: Organism part: middle temporal gyrus; Title references temporal cortex; Clinical history: FTLD and FTD-related mutations. | justification: Temporal cortex / middle temporal gyrus is a region affected in FTD/FTLD and therefore relevant to ALS-FTD spectrum studies.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling (array), not RNA-seq or proteomics, so it is compatible.","justification: This dataset meets inclusion criteria: human microarray expression profiling of RNA, includes FTLD/FTD cases, uses relevant CNS tissue (middle temporal gyrus), has case/control design (normal vs FTLD), and is not an in vitro/model study nor an incompatible technology.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens; Study type: transcription profiling by array | justification: Human samples profiled using microarray transcriptional arrays (RNA-based array assay).,"No | evidence: Title and Description: head and neck squamous cell carcinoma; Disease states: tumour, normal; Experimental Factors: Galectin_1_abundance_in_CAF, SMA_Positive_CAF | justification: Study addresses head and neck squamous cell carcinoma and cancer-associated fibroblasts, not ALS-FTD or related neurodegenerative disease.","No | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Samples derive from head and neck mucosal/tumor sites rather than brain or central nervous system tissue.","No | evidence: Experimental Designs: in_vivo_design; Source Characteristics: Disease: tumour, normal; Cell type/line: Not found | justification: Study uses in vivo tumor and normal tissue samples, not patient-derived in vitro cell lines or disease model systems.","Yes | evidence: Experimental Factors/DiseaseState: normal, tumour; Diseasestate: tumour, normal | justification: Design compares tumour versus normal samples (case vs control).","Yes | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity (no brain regions listed) | justification: Tissues sampled are non-CNS head and neck sites, which are not affected by ALS-FTD neurodegeneration.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array | justification: The study uses microarray technology (compatible); no RNA-seq or proteomics-only methods reported.,"justification: Although this is a human microarray study with a case/control design, it investigates head and neck squamous cell carcinoma using non-CNS tissues and does not concern ALS-FTD. Therefore it does not meet the disease- and tissue-specific inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used array-based transcription profiling on human (Homo sapiens) RNA samples.,"Yes | evidence: Sample metadata: Disease: sporadic amyotrophic lateral sclerosis, normal; Title: Gene expression profiles in spinal cord of control and sporadic Amyotrophic Lateral Sclerosis patients. | justification: The dataset is explicitly of sporadic ALS patients, which is part of the ALS-FTD disease spectrum.",Yes | evidence: Organism part: first lumbar spinal cord segment; Developmental stage: adult; Organism: Homo sapiens. | justification: Samples are human central nervous system tissue (first lumbar spinal cord).,"No | evidence: Samples: Organism part = first lumbar spinal cord segment; no cell line or in vitro model indicated; Study describes patient spinal cord samples (30 ALS, 10 controls). | justification: Data derive from patient tissue (postmortem/spinal cord) rather than patient-derived cell lines or disease models.","Yes | evidence: Experimental Designs: case control design; Sample count: 40 (30 ALS patients, 10 controls); Experimental Factors: disease. | justification: Study uses a case/control design comparing ALS patients to controls.",No | evidence: Organism part: first lumbar spinal cord segment; Title and description focus on spinal cord of ALS patients. | justification: Spinal cord (lumbar segment) is directly affected in ALS and is therefore a relevant CNS region for the ALS-FTD spectrum.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling, which is compatible with inclusion.","justification: The dataset meets inclusion criteria: human microarray expression profiling of CNS tissue (lumbar spinal cord) from sporadic ALS patients and controls, with a case/control design; it is not an in vitro model and uses compatible array technology. Therefore it is appropriate for inclusion.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Affymetrix HgU133vII genechips; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human samples (Homo sapiens) profiled by microarray (Affymetrix HgU133vII) measuring RNA expression, matching human microarray expression profiling requirement.","Yes | evidence: Title: Transcription profiling of human blood from patients with ALS vs healthy; Sample disease annotations: PROBABLE diagnosis of ALS, DEFINITIVE diagnosis of ALS, NON ALS, non diseased, ALS; Experimental Factors: DiseaseState. | justification: The study compares samples from patients diagnosed with ALS to non-diseased controls. ALS is within the ALS-FTD disease spectrum, so the dataset pertains to the target disease (ALS).","No | evidence: Organism part: Blood; Samples: whole blood samples; Experimental Designs include in_vivo_design and transcription profiling by array. | justification: Samples are peripheral whole blood, not human brain or CNS tissue; therefore the dataset does not involve CNS tissue.","No | evidence: Cell type/line: Not found; Experimental Designs: in_vivo_design; Samples are described as patient whole blood. | justification: This is an in vivo clinical study of patient blood samples, not patient-derived in vitro cell lines or disease model experiments.","Yes | evidence: Title indicates ALS vs healthy controls; Experimental Factors/DiseaseState include NON ALS, DEFINITIVE diagnosis of ALS, PROBABLE diagnosis of ALS, non diseased; Experimental Designs: disease_state_design. | justification: The study includes ALS cases and non-diseased controls, fitting a case/control design.","No | evidence: Organism part: Blood; no brain regions reported in sample annotations. | justification: No brain regions were sampled (only blood), so the question of sampled brain regions being irrelevant does not apply; the dataset does not involve any brain region.",No | evidence: Study type: transcription profiling by array; Affymetrix HgU133vII genechips; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay is microarray-based RNA expression profiling (compatible); no RNA-seq or proteomics technologies reported.,"justification: Although this is a human microarray study of ALS patients with a case/control design, all samples are peripheral whole blood rather than CNS/brain tissue. The inclusion criteria require samples from CNS regions relevant to ALS-FTD; because no CNS tissue was profiled, the dataset should be excluded.",No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The experiment used microarray-based transcription profiling on human-derived samples (RNA assay, array technology).","No | evidence: Title: Complete TLR3 deficiency; Disease state: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient, Healthy, TLR3+/- Patient | justification: The study investigates TLR3 (and related innate immunity) deficiencies, not Alzheimer's disease.","No | evidence: Cell type: skin fibroblast, PBMC; Description: fibroblast cells and peripheral blood mononuclear cells (PBMCs) were collected and cultured | justification: Samples are peripheral blood cells and skin fibroblasts, not human brain/CNS tissue.","Yes | evidence: Description: fibroblast cells were cultured in DMEM; PBMCs were cultured in RPMI; Experimental Factors: CELL TYPE = PBMC, skin fibroblast | justification: Samples are patient-derived cultured cells (in vitro fibroblasts and stimulated PBMCs), which meet the exclusion criterion for in vitro patient-derived models.","Yes | evidence: Description: A total of 3 healthy controls, 1 AD TLR3-deficient patient, 1 AR TLR3-deficient patient, 1 AR UNC-93B-deficient patient, 1 MyD88 deficient patient were used; Experimental Factors include DISEASE STATE | justification: The study includes patient groups and healthy controls, i.e., a case vs control comparison design.","No | evidence: Cell type: skin fibroblast, PBMC; No organism part/brain region listed | justification: No brain regions were sampled (so the dataset does not involve irrelevant brain regions such as cerebellum).",,,,No,False,"No | evidence: No mention of Alzheimer's disease, Braak staging, or intermediate AD phenotypes in description or sample annotations | justification: The dataset does not involve AD phenotypes (intermediate or full-stage).","No | evidence: Disease annotations: TLR3-/-, MyD88-/-, UNC93B-/-; Title: Complete TLR3 deficiency | justification: The dataset concerns innate immune deficiency genetics, not familial Alzheimer's disease.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The technology is microarray-based expression profiling, which is compatible with inclusion (if other criteria were met).","justification: Exclude. Although this is a human microarray transcription profiling study with a case/control design, it does not pertain to Alzheimer's disease, does not use human CNS/brain tissue (samples are PBMCs and fibroblasts), and involves patient-derived in vitro cell cultures. These points violate inclusion criteria 2 and 3 and meet exclusion criterion 4.",No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The study uses array-based transcription profiling on human-derived samples (PBMCs and fibroblasts).,"No | evidence: Disease state: herpes simplex virus type 1 (HSV1) encephalitis (HSE) MYD88/TLR3/TRIF deficient patients; Title and Description refer to TRIF deficiency and HSE | justification: The dataset investigates TRIF/MYD88/TLR3 deficiencies and HSE, not Alzheimer's disease.","No | evidence: Cell type: PBMC, Fibroblasts; Organism part: Not found; Description: skin fibroblast cell lines and PBMCs | justification: Samples are peripheral blood mononuclear cells and fibroblast cell lines, not human brain/CNS tissue.","Yes | evidence: Description: ""Skin fibroblast cell lines were derived from healthy controls... and cultured""; PBMCs (previously frozen) were cultured and stimulated | justification: The study uses patient-derived fibroblast cell lines and cultured PBMCs (in vitro), which meet the exclusion for patient-derived in vitro samples.","Yes | evidence: Description lists healthy controls (n=3) and patients with deficiencies (TRIF, MYD88, TLR3); Experimental Factors include DISEASE STATE | justification: The design includes diseased patients and healthy control samples, representing a case vs control comparison.","No | evidence: Sample cell types are PBMC and Fibroblasts; no brain regions reported | justification: No brain tissue was assayed, so the question of irrelevant brain regions (e.g., cerebellum) does not apply.",,,,No,False,No | evidence: Disease states reported are HSE and innate immunity deficiencies; no AD or Braak staging mentioned | justification: The dataset does not concern AD phenotypes or Braak staging.,No | evidence: Description concerns TRIF/MYD88/TLR3 deficiencies and HSE; no mention of Alzheimer's disease or familial AD | justification: The study does not involve familial AD cases.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The platform is microarray-based; no incompatible technologies (RNA-seq, proteomics) are reported.","justification: Exclude. Although the dataset uses human microarray profiling, it does not pertain to Alzheimer's disease, contains no human CNS tissue, and uses patient-derived in vitro cells (fibroblasts/PBMCs). It therefore fails multiple inclusion criteria (AD target, CNS tissue) and meets exclusion criteria (in vitro patient-derived cells).",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses array-based transcription profiling on human samples (microarray RNA assay).,No | evidence: Title/Description: In vitro responses of fibroblasts from patients with TBK1 deficiency ... two unrelated HSE patients carrying heterozygous mutations in TBK1. No mention of Alzheimer's disease; 'Disease state/staging' not found. | justification: The dataset concerns TBK1 deficiency/HSE and does not pertain to Alzheimer's disease.,"No | evidence: Description: 'Skin fibroblast cell lines were derived from healthy controls (n=3), patients ...' Organism part: Not found. | justification: Samples are patient-derived skin fibroblasts (in vitro), not human brain/CNS tissue.","Yes | evidence: Description: 'Skin fibroblast cell lines were derived ... and cultured for 2 or 8 hours ...'  | justification: The study uses patient-derived in vitro fibroblast cell lines, which meets the exclusion criterion for non-clinical in vitro models.","Yes | evidence: Description: includes 'healthy controls (n=3), patients with deficiencies for TBK1 (n=2), TLR3 (n=2), STAT1 (n=1)'. | justification: The design includes comparisons between patient-derived lines and healthy controls (case vs control), though not AD cases.",No | evidence: Samples are skin fibroblast cell lines; no brain regions are sampled. | justification: The dataset does not involve any brain regions (neither AD-affected nor irrelevant regions like cerebellum).,,,,No,False,No | evidence: Dataset description and metadata show no AD diagnosis or Braak staging; disease pertains to TBK1 deficiency/HSE. | justification: Not applicable — dataset does not involve AD phenotypes or Braak staging.,"No | evidence: Description references autosomal dominant (AD) trait in TBK1 context (haploinsufficiency/negative dominance), not familial Alzheimer's disease; no mention of familial AD cases. | justification: The AD abbreviation in the description refers to 'autosomal dominant' in TBK1 deficiency, not Alzheimer’s disease; dataset does not contain familial AD cases.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The assay is microarray-based RNA profiling, which is compatible with inclusion (but other exclusion criteria apply).","justification: Exclude. Although the dataset is human microarray expression profiling, it does not pertain to Alzheimer's disease, uses patient-derived in vitro skin fibroblast cell lines (non-CNS), and thus fails the disease- and tissue-related inclusion criteria. It therefore should not be included.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: Genome-wide expression profiles (Affymetrix) were used. | justification: The study uses Affymetrix microarray-based transcription profiling on human-derived samples (SH-SY5Y), so it is a human microarray expression profiling dataset.","Yes | evidence: Title and description repeatedly reference Alzheimer's disease and beta-amyloid (Abeta42/Abeta40) and discuss APP processing as central to AD. | justification: The study is explicitly framed around AD-relevant biology (effects of Abeta42/40), so it pertains to Alzheimer's disease contextually.","No | evidence: Samples: Cell line: SH-SY5Y; Organism part: Not found; Description: human neuroblastoma cell line transfected to produce Abeta phenotypes. | justification: Samples are an in vitro human neuroblastoma cell line (SH-SY5Y), not primary human brain/CNS tissue.","Yes | evidence: Description: SH-SY5Y transfected with constructs pCEP-C99I45F, pCEP-C99V50F, pCEP-C99 wildtype or mock; Samples indicate Cell line: SH-SY5Y; Experimental design includes in_vitro_design. | justification: This is a patient-derived (human) cancer cell line model manipulated in vitro (transfected clones) rather than patient tissue, qualifying as an in vitro disease model.","No | evidence: Experimental Designs: in_vitro_design, transcript_identification_design, co-expression_design; Experimental Factors: phenotype; No indication of clinical case/control groups or patient vs control sampling. | justification: Study compares transfected cell lines (different Abeta phenotypes) and mock controls in vitro rather than clinical case/control cohorts.","No | evidence: Organism part: Not found; Samples are cell line SH-SY5Y, not brain region samples. | justification: No brain regions were sampled, so the question of irrelevant brain region (e.g., cerebellum) does not apply.",,,,No,False,No | evidence: Disease state/staging: Not found; Samples are experimental cell lines with manipulated Abeta levels rather than Braak staging. | justification: The dataset does not involve clinical AD staging or intermediate phenotypes; it uses manipulated cell lines.,No | evidence: Clinical/familial: Not found; Description describes transfected constructs altering Abeta production but does not describe familial AD patient samples. | justification: No evidence the dataset comprises familial AD cases; it is an experimental cell model.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Description: Affymetrix microarrays. | justification: The platform is microarray-based transcript profiling (compatible); it is not RNA-seq or proteomics.,"justification: Exclude. Although the dataset is human microarray expression profiling and AD-related mechanistically, it fails key inclusion criteria: samples are an in vitro SH-SY5Y neuroblastoma cell line (exclusion criterion 4), not human CNS tissue (criterion 3), and the study is not a clinical case/control design (exclusion criterion 5). Therefore it should not be included.",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Description: 'genome wide expression profiles from snap frozen post-mortem tissue'. | justification: The study used array-based transcription profiling on human (Homo sapiens) post-mortem brain tissue, consistent with microarray expression profiling.","Yes | evidence: Description: '...patients with four neurodegenerative disorders (5 AD, 5 PSP, 5 PiD and 5 FTD patients) and 5 control subjects.'; Sample attributes: Disease: Alzheimer's disease. | justification: Alzheimer's disease (AD) patients are explicitly included in the study cohort.","Yes | evidence: Organism part: medial temporal lobe; Description: 'snap frozen post-mortem tissue from the medial temporal lobe'. | justification: Samples are from human CNS tissue (medial temporal lobe), a brain region.","No | evidence: Description and sample info indicate post-mortem brain tissue; Cell type/line: Not found. | justification: The dataset uses post-mortem brain tissue, not patient-derived in vitro cell lines or disease models.",Yes | evidence: Description: '5 AD ... and 5 control subjects'; Experimental Factors: disease; Experimental Designs include disease_state_design. | justification: The study includes disease groups and matched control subjects (case/control design).,"No | evidence: Organism part: medial temporal lobe. | justification: The medial temporal lobe is a region significantly affected in AD (relevant to AD neurodegeneration), so not an excluded region.",,,,Yes,True,"No | evidence: Sample disease staging includes 'braak stage 6' among entries. | justification: The dataset includes samples with Braak stage 6 (neocortical NFT stage), so it is not limited to intermediate phenotypes.","No | evidence: Clinical/familial: Clinical information provided but no indication that cases are familial AD; description states matching for ApoE and MAPT haplotype, not familial mutation status. | justification: There is no indication the AD cases are familial-only; likely sporadic cases.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay is microarray-based and compatible with inclusion (not RNA-seq or proteomics).,"justification: Meets inclusion criteria: human microarray expression profiling of relevant CNS tissue (medial temporal lobe), includes AD cases and matched controls, includes Braak stage 6 samples (acceptable disease severity), is not in vitro or a familial-only cohort, and uses array technology. Therefore the dataset is appropriate for inclusion.",Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used microarray-based transcription profiling (array RNA assays) on human-derived material.,"Yes | evidence: Title and Description reference amyloid-beta (Abeta) and Alzheimer disease (AD): 'Although amyloid-beta (Abeta42) has long been implicated in the pathogenesis of Alzheimer disease (AD)... We here study the role of intranuclear Abeta40 versus Abeta42...'. | justification: The study investigates Abeta peptides and frames the work in the context of AD pathogenesis, so it is relevant to Alzheimer's disease mechanistically.","No | evidence: Samples: Cell line: SH-SY5Y (neuroblastoma); Organism part: Not found; Disease state/staging: Not found. | justification: Samples are from an in vitro neuroblastoma cell line (SH-SY5Y), not human brain/CNS tissue.","Yes | evidence: Experimental Designs include in_vitro_design; Sample attributes list Cell line: SH-SY5Y; Experimental Factors: compound, time; Treatment/compound: Abeta peptides. | justification: This is an in vitro disease-model experiment using the SH-SY5Y neuroblastoma cell line treated with Abeta peptides (not patient tissue).","No | evidence: Experimental Designs: compound_treatment_design, time_series_design, in_vitro_design; Experimental Factors: compound, time. No case/control or patient/control groups documented. | justification: The study is a time-series compound treatment experiment in cell culture, not a case/control study of patient samples.","No | evidence: Organism part: Not found; Samples are from a cell line (SH-SY5Y). | justification: No brain regions are sampled; question of irrelevant brain region (e.g., cerebellum) does not apply.",,,,No,False,No | evidence: Disease state/staging: Not found; Samples are cell line-based with no Braak staging. | justification: There are no AD phenotype stages reported (no Braak III/IV/V/VI); the dataset does not consist of intermediate or staged patient samples.,"No | evidence: Clinical/familial: Not found; samples are from SH-SY5Y cell line, not AD patients. | justification: The study does not consist of familial AD cases.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The technology used is microarray-based expression profiling (compatible).,"justification: Exclude. Although the study uses human-origin material and microarray expression profiling and is mechanistically relevant to AD (Abeta), it fails key inclusion criteria: samples are in vitro SH-SY5Y neuroblastoma cell line (exclusion criterion 4), not human CNS tissue affected by AD (criterion 3), and the design is a compound time-series rather than a case/control study of AD patients (criterion 5). Therefore it is not suitable for inclusion.",No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: 'transcription profiling by array'; Technology: 'Array assay'; Assay by Molecule: 'RNA assay'; Description lists array-specific normalization. | justification: The study used array-based transcription profiling (microarray) on human RNA samples.,"No | evidence: Title: '...Control and Sporadic Amyotrphic Lateral Sclerosis patients'; Experimental Factors > Disease: 'normal, Sporadic Amyotrophic Lateral Sclerosis'. | justification: The dataset studies sporadic ALS, not Alzheimer's disease.",Yes | evidence: Organism: 'Homo sapiens'; Organism part: 'v4 cortex'; Title mentions motor cortex. | justification: Samples are human brain (motor cortex) tissue.,"No | evidence: Source Characteristics show organism part (cortex) and no cell line/cell type indicated; 'Cell type/line: Not found'. | justification: Samples are patient brain tissue, not patient-derived in vitro cell lines or model systems.","Yes | evidence: Experimental Designs: 'case control design, clinical history design'; Title refers to Control and Sporadic ALS patients. | justification: The study includes cases (sporadic ALS) and controls in a case-control design.",No | evidence: Organism part: 'v4 cortex' (motor cortex) — a neocortical region; not cerebellum. | justification: Motor cortex is neocortex and can be affected in AD (neocortical stages); it is not an explicitly AD-irrelevant region like cerebellum.,,,,No,False,No | evidence: Disease is ALS; 'Disease state/staging: Not found' and no Braak staging provided. | justification: The dataset does not concern AD phenotypes or Braak staging.,No | evidence: Disease listed is 'Sporadic Amyotrophic Lateral Sclerosis'; no mention of familial Alzheimer's disease. | justification: The dataset does not consist of familial AD cases.,No | evidence: Study type: 'transcription profiling by array'; Technology: 'Array assay'; Assay by Molecule: 'RNA assay'. | justification: The technology is microarray-based and therefore compatible with inclusion (if disease criteria met).,"justification: Although the dataset is human, uses microarray technology, and contains brain tissue in a case-control design, it investigates sporadic ALS (motor cortex) rather than Alzheimer's disease. Therefore it does not meet the requirement that the dataset pertains to AD.",No,,,,
