custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-12288,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: Gene expression assessed using Affymetrix U133A chips; Organism: Homo sapiens. | justification: Human samples profiled by Affymetrix microarray (U133A), measuring RNA expression.","No | evidence: Title and description: 'Gene expression patterns in peripheral blood correlate with the extent of coronary artery disease'; references to CAD, CADi, coronary angiography throughout. | justification: The study concerns coronary artery disease (CAD); there is no mention of ALS or frontotemporal dementia.","No | evidence: Description: 'Gene expression profile in circulating leukocytes'; 'RNA was extracted from 110 patients...'; samples are from peripheral blood. | justification: Samples are peripheral blood leukocytes, not human brain or CNS tissue.","No | evidence: Description indicates RNA extracted from patient blood samples undergoing coronary angiography; no mention of cell lines or experimental disease models. | justification: Material is primary patient-derived blood cells, not in vitro cell lines or model systems.",Yes | evidence: RNA extracted from 110 patients with CAD (CADi>23) and from 112 partially matched controls without CAD (CADi=0); study described as parallel group design. | justification: Clear case (CAD) versus control (no CAD) group comparison.,"No | evidence: Samples are peripheral blood leukocytes, not brain regions. | justification: The question pertains to brain-region sampling; this dataset does not sample brain tissue, so it does not involve irrelevant brain regions per se.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Affymetrix U133A chips used. | justification: Microarray technology is compatible with inclusion (not RNA-seq or proteomics).,"justification: Although this is human microarray data with a case/control design, the study investigates coronary artery disease using peripheral blood samples rather than ALS-FTD or relevant CNS tissues. It therefore fails the disease-target and CNS-tissue inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-4964,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: Human RNA transcription profiling was performed using microarray (array assay) on human samples.,"No | evidence: Title and Description: study concerns a patient with acrolentiginous melanoma (B-Raf V600E mutated); Disease listed: acrolentiginous melanoma, normal. | justification: The disease studied is melanoma, not ALS-FTD.","No | evidence: Organism part: dermis; Sample cell types: dermal fibroblasts, melanoma associated fibroblasts, autologous control fibroblasts of dermis. | justification: Samples are skin/dermal fibroblasts, not brain or other CNS tissue.","Yes | evidence: Experimental Designs: cell type comparison design; Sample cell types: control dermal fibroblast, melanoma associated fibroblast, autologous control fibroblast (isolated fibroblasts). | justification: The study analyzes patient-derived primary fibroblasts (in vitro cell populations), which are non-clinical patient-derived cell samples/disease-model-like material.",No | evidence: Experimental Designs: cell type comparison design; Experimental Factors include cell type and disease but samples represent different fibroblast populations rather than a standard patient vs healthy control case/control cohort. | justification: Design compares fibroblast types (MAF vs ACF vs CDF) rather than a conventional case versus control clinical cohort.,"No | evidence: Organism part: dermis; no brain/CNS regions are listed among samples. | justification: The dataset does not involve brain regions at all, so it does not sample irrelevant brain regions.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling (compatible).,"justification: Exclude. Although this is human microarray transcription profiling, the study focuses on melanoma-derived dermal fibroblasts (not ALS-FTD) and does not involve CNS tissue. It uses patient-derived fibroblast cell populations (in vitro) and a cell-type comparison design rather than a clinical case/control cohort, so it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-6189,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Affymetrix Clariom™ D Assay (human) described in Description; Organism: Homo sapiens. | justification: RNA was extracted from human postmortem frontal cortex and profiled using an Affymetrix microarray (Clariom D), satisfying human microarray expression profiling.","Yes | evidence: Description and sample annotations list sporadic frontotemporal lobar degeneration (sFTLD) and familial FTLD (C9ORF72) vs controls; Disease: sporadic frontotemporal lobar degeneration, familial frontotemporal lobar degeneration. | justification: The study focuses on FTLD/FTLD-TDP including C9ORF72 familial cases, which are within the FTD domain of the ALS-FTD spectrum.","Yes | evidence: Organism part: Brodman (1909) area 8; Description: RNA extracted from human frontal cortex area 8; sample clinical info lists postmortem delays. | justification: Samples are human postmortem frontal cortex (Brodmann area 8), a CNS tissue.","No | evidence: No cell lines or in vitro models reported; sample attributes include postmortem delay values consistent with tissue samples. | justification: All samples are postmortem brain tissue from human donors, not patient-derived cell lines or experimental disease models.","Yes | evidence: Experimental design: disease state design; Description: controls (n=10) and two disease groups (sFTLD n=10, fFTLD n=10). | justification: The dataset contains control and disease groups enabling case/control comparisons.","No | evidence: Description states frontal cortex area 8 is 'the main area affected in FTLD'. | justification: Brodmann area 8 (frontal cortex) is a region significantly affected in FTLD/FTD, so it is relevant to ALS-FTD neurodegeneration studies.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Platform: Affymetrix Clariom D (microarray). | justification: The study uses microarray technology (Affymetrix Clariom D), which is compatible with inclusion.","justification: This dataset meets inclusion criteria: human microarray expression profiling of relevant CNS tissue (frontal cortex BA8) from controls and FTLD cases (including C9ORF72 familial), uses compatible microarray technology, and is not an in vitro/model study. FTLD cases are within the FTD domain of the ALS-FTD spectrum, so the dataset is appropriate for inclusion.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-656,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment is transcription profiling of human RNA using array technology (microarray) on human tissue.,"Yes | evidence: Disease states include Frontotemporal lobar degeneration (FTLD); Clinical history lists sporadic FTLD-TDP and familial FTLD (MAPT, PGRN) cases. | justification: FTLD/FTD is explicitly represented in the dataset (FTLD-TDP, familial FTLD), so the study pertains to the FTD side of the ALS-FTD spectrum (though no explicit ALS cases are reported).","Yes | evidence: Organism part: middle temporal gyrus; Title: Alternative splicing in human temporal cortex; Organism: Homo sapiens. | justification: Samples are from human temporal cortex (middle temporal gyrus), i.e., CNS brain tissue.",No | evidence: Cell type/line: Not found; Sample source: temporal cortex (post-mortem brain tissue). | justification: No patient-derived in vitro cell lines or disease models are described; samples are native brain tissue.,"Yes | evidence: Experimental Factors: DISEASESTATE with levels normal, Frontotemporal lobar degeneration, Alzheimer's disease; Experimental designs include disease_state_design. | justification: The dataset includes diseased (FTLD) and control (normal) groups allowing case/control comparisons.",No | evidence: Organism part: middle temporal gyrus; Title: temporal cortex; Disease: Frontotemporal lobar degeneration. | justification: Temporal cortex (middle temporal gyrus) is a region affected in FTD/FTLD and therefore relevant to ALS-FTD spectrum neuropathology.,No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The study uses microarray-based transcription profiling (compatible); it does not use RNA-seq or proteomics.,"justification: The dataset is human microarray transcription profiling of temporal cortex tissue and includes FTLD/FTD cases alongside controls, meeting inclusion criteria for human microarray data, FTD relevance, and relevant CNS region. It does not involve in vitro models and uses compatible technology. Note: no explicit ALS cases are present, but FTD/FTLD is represented (FTD is part of the ALS-FTD spectrum).",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-850,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens; Study type: transcription profiling by array | justification: Study used human samples and microarray-based transcription profiling (RNA arrays).,"No | evidence: Title/Description: study of head and neck squamous cell carcinoma (tumour vs normal); Experimental Factors: Disease: tumour, normal | justification: The study focuses on head and neck squamous cell carcinoma, not ALS-FTD.","No | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity; Description: analysis of tumors from head and neck sites | justification: Samples are from head and neck tissues (oropharynx, larynx, tonsil, oral cavity), not brain/CNS.",No | evidence: Samples/Source Characteristics indicate tumour and normal tissue from Homo sapiens; Cell type/line: Not found | justification: Data derive from patient tissue samples (tumor and normal) rather than patient-derived in vitro cell lines or experimental disease models.,"Yes | evidence: Experimental Factors: Disease: tumour, normal; Diseasestate/DiseaseState: tumour, normal | justification: Study compares tumor samples to normal controls (case vs control design).","Yes | evidence: Organism part: oropharynx, larynx, tonsil, oral cavity | justification: Sampled tissues are peripheral head and neck sites not known to be affected by ALS-FTD neurodegeneration.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array | justification: The platform is microarray-based RNA expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although this is a human microarray case/control study using RNA from patient tissues, the disease studied is head and neck squamous cell carcinoma and the sampled tissues are non-CNS (oropharynx, larynx, tonsil, oral cavity). It therefore does not meet the ALS-FTD disease or CNS tissue inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-8635,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The experiment uses array-based transcription profiling on human RNA samples (microarray platform indicated).,"Yes | evidence: Disease: sporadic amyotrophic lateral sclerosis (samples listed as 'sporadic amyotrophic lateral sclerosis, normal') | justification: The dataset profiles sporadic ALS cases; ALS falls within the ALS-FTD disease spectrum targeted by the study selection.","Yes | evidence: Organism part: first lumbar spinal cord segment; Organism: Homo sapiens | justification: Samples are human spinal cord (lumbar) tissue, a CNS region.",No | evidence: Source Characteristics: organism part = first lumbar spinal cord segment; no cell line or in vitro model indicated | justification: Samples are patient tissue (spinal cord) rather than patient-derived cell lines or in vitro disease models.,Yes | evidence: Experimental Designs: case control design; Experimental Factors: disease; Sample counts: ALS patients (30) and controls (10) | justification: The study explicitly uses a case–control design comparing ALS patients to controls.,No | evidence: Organism part: first lumbar spinal cord segment | justification: The lumbar spinal cord contains motor neurons that are directly affected in ALS and therefore is a relevant region for ALS-FTD research.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The assay is microarray-based RNA expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: The dataset meets inclusion criteria: human microarray expression profiling of CNS tissue (lumbar spinal cord) from sporadic ALS patients and controls in a case–control design. No exclusion criteria (in vitro models, non-relevant regions, or incompatible technology) apply.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-TABM-940,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Affymetrix HgU133vII genechips; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Human samples profiled using Affymetrix microarray (HgU133vII) for transcription profiling.,"Yes | evidence: Sample disease annotations: PROBABLE diagnosis of ALS, DEFINITIVE diagnosis of ALS, NON ALS, non diseased, ALS; ClinicalHistory fields include ALS FRS scores and disease onset dates. | justification: Cohort consists of ALS patients and non-diseased controls (ALS is within the ALS-FTD disease spectrum).","No | evidence: Organism part: Blood; Description: ALS whole blood samples or non diseased control whole blood samples. | justification: Samples are whole blood (peripheral), not human brain/CNS tissue.","No | evidence: Experimental design includes in_vivo_design; Source characteristics indicate Organism part: Blood; Cell type/line: Not found. | justification: Samples are in vivo peripheral blood from patients and controls, not patient-derived in vitro cell lines or disease models.",Yes | evidence: Experimental Factors include DiseaseState with values NON ALS and DEFINITIVE/PROBABLE ALS; Description notes ALS vs healthy comparisons; Sample count includes cases and controls. | justification: Study compares ALS patients to non-diseased controls (case/control design).,Yes | evidence: Organism part: Blood; no brain/CNS regions reported. | justification: No brain regions sampled — peripheral whole blood is not a CNS region and therefore not relevant to CNS neurodegeneration loci required for inclusion.,No | evidence: Study type: transcription profiling by array; Affymetrix HgU133vII; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Platform is microarray (compatible); no RNA-seq or proteomics reported.,"justification: Although the dataset is human, uses microarray technology, and compares ALS cases to controls, it does not include CNS/brain tissue — samples are whole blood. Because inclusion requires CNS tissue from regions relevant to ALS-FTD, this dataset fails that criterion and should be excluded.",No,No,False,,,,,,,,,
alzheimer-screened_E-GEOD-30951,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Organism: Homo sapiens; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used microarray-based transcription profiling on human-derived samples (fibroblasts and PBMCs).,"No | evidence: Description and Disease state list: TLR3-/- Patient, MyD88-/- Patient, UNC93B-/- Patient, Healthy, TLR3+/- Patient. | justification: The dataset investigates innate-immune receptor deficiencies (TLR3, MyD88, UNC93B), not Alzheimer's disease.","No | evidence: Cell type: skin fibroblast, PBMC; samples cultured in DMEM or RPMI. | justification: Samples are peripheral blood mononuclear cells and skin fibroblasts, not human brain/CNS tissue.","Yes | evidence: The fibroblast cells were cultured in DMEM medium supplemented with 10% FCS. The PBMCs were cultured in RPMI medium complemented with 10% FCS. | justification: Study uses patient-derived cultured cells (fibroblasts, cultured PBMCs), which are in vitro patient-derived samples/disease models.","Yes | evidence: A total of 3 healthy controls and multiple patients (TLR3-/-, TLR3+/-, MyD88-/-, UNC93B-/-) were used. | justification: The design includes patient groups versus healthy controls (case/control style), although for immune deficiencies rather than AD.","No | evidence: Cell type: skin fibroblast, PBMC; no organism part or brain region specified. | justification: No brain regions were sampled, so the question of cerebellum or other AD-irrelevant brain regions does not apply.",,,,No,False,"No | evidence: Disease state entries are immune deficiencies (TLR3-/-, MyD88-/-, UNC93B-/-); no Braak staging or intermediate AD phenotype reported. | justification: The dataset does not involve AD phenotypes (intermediate or late-stage).",No | evidence: Disease states list contains immune deficiencies and healthy controls; no mention of familial Alzheimer cases. | justification: Dataset contains no familial AD samples.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based expression profiling, which is compatible with inclusion (if other criteria were met).","justification: Exclude: although this is human microarray expression data, the study does not pertain to Alzheimer's disease and does not use CNS tissue (samples are PBMCs and skin fibroblasts). It also involves patient-derived cultured cells (in vitro), which are excluded. Therefore it fails key inclusion criteria (AD target and CNS tissue) and meets exclusion criteria (patient-derived in vitro samples).",No,,,,
alzheimer-screened_E-GEOD-32390,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study performed transcription profiling using array technology on human-derived samples (PBMCs and fibroblasts), consistent with microarray expression profiling.","No | evidence: Disease state/staging fields list herpes simplex virus type 1 (HSV1) encephalitis (HSE), TRIF deficiency, MYD88 deficiency, TLR3 deficiency, and healthy control. Title and description describe TRIF/MYD88/TLR3 deficiencies and HSE. | justification: No mention of Alzheimer's disease; the dataset addresses innate immunity deficiencies and HSV1 encephalitis, not AD.","No | evidence: Sample cell type fields: PBMC, Fibroblasts; Organism part: Not found. | justification: Samples are peripheral blood mononuclear cells and skin-derived fibroblast cell lines, not human brain/CNS tissue.","Yes | evidence: Title and description: 'In vitro responses of PBMC and fibroblasts ...'; 'Skin fibroblast cell lines were derived ... and cultured'; PBMCs (previously frozen) were cultured and stimulated. | justification: The study uses patient-derived cultured cell lines and PBMCs in vitro (stimulations), fitting the exclusion for patient-derived in vitro cell models.","Yes | evidence: Samples include healthy controls (n=3 for fibroblasts, n=1 for PBMCs) and patients with TRIF/MYD88/TLR3 deficiencies; Experimental Factors include DISEASE STATE. | justification: The dataset includes both patient and healthy control samples allowing patient vs control comparisons (case/control style design).",No | evidence: No brain regions listed; cell types are PBMC and fibroblasts. | justification: The dataset does not sample any brain regions (relevant or irrelevant) — it uses peripheral cell types.,,,,No,False,No | evidence: Disease annotations relate to HSE and innate immunity deficiencies; no AD staging or Braak information provided. | justification: Not applicable — dataset does not involve AD phenotypes or Braak staging.,No | evidence: Description concerns TRIF/MYD88/TLR3 deficiencies and HSE; no mention of familial or sporadic Alzheimer cases. | justification: Dataset is unrelated to AD familial cases.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling, not RNA-seq or proteomics.","justification: Exclude. Although this is human array-based transcription profiling (meets criterion 1), the dataset does not pertain to Alzheimer's disease (violates criterion 2), does not use human CNS/brain tissue (violates criterion 3), and involves patient-derived in vitro cell cultures (violates exclusion criterion 4). Therefore it fails key inclusion criteria and should not be included.",No,,,,
alzheimer-screened_E-GEOD-38652,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The study uses array-based transcription profiling of human RNA samples.,"No | evidence: Title/Description: TBK1 deficiency in HSE patients; no mention of Alzheimer's disease. The text uses 'AD' to denote autosomal dominant inheritance, not Alzheimer's. | justification: The dataset focuses on TBK1-deficient patients and innate immune responses, not Alzheimer's disease.","No | evidence: Description: Skin fibroblast cell lines were derived from healthy controls and patients; Organism part: Not found; Cell type/line indicated. | justification: Samples are patient-derived skin fibroblasts (in vitro), not human brain/CNS tissue.","Yes | evidence: Description: 'Skin fibroblast cell lines were derived from healthy controls (n=3), patients with deficiencies...' and cells were cultured and stimulated in vitro. | justification: The dataset uses patient-derived in vitro cell lines (fibroblasts) cultured and stimulated, meeting the exclusion criterion for non-clinical in vitro models.",Yes | evidence: Description: fibroblasts from healthy controls (n=3) and patients with TBK1 deficiency (n=2) and other deficiencies were compared. | justification: There are control and patient groups for comparative transcription profiling.,"No | evidence: Samples are skin fibroblasts; no brain regions sampled (Organism part: Not found). | justification: No brain tissue was assayed, so the question of cerebellum or other irrelevant brain regions does not apply.",,,,No,False,"No | evidence: Disease state/staging: Not found; study describes immune responses in fibroblasts, not AD Braak staging or intermediate AD phenotypes. | justification: The dataset does not involve Alzheimer's disease phenotypes or Braak staging.","No | evidence: Description: references TBK1 mutations associated with autosomal dominant (AD) inheritance of immune deficiency, not familial Alzheimer's disease; no mention of familial AD cases. | justification: The 'AD' acronym in the description refers to autosomal dominant inheritance, and the study is unrelated to familial Alzheimer's disease.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based transcription profiling, which is compatible with inclusion if other criteria were met.","justification: Exclude. Although the dataset uses human microarray expression profiling and includes case/control fibroblast samples, it does not pertain to Alzheimer's disease and does not contain human CNS/brain tissue. It is an in vitro study of patient-derived skin fibroblasts (non-CNS), so it fails inclusion criteria 2 and 3 and meets exclusion criterion 4.",No,,,,
alzheimer-screened_E-MEXP-1913,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: 'Genome-wide expression profiles (Affymetrix) were used...'; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study uses Affymetrix microarray transcription profiling (array-based RNA expression).,"Yes | evidence: Description begins: 'Alzheimer's disease (AD) is characterized by...'; study examines transcriptomic response to altered Abeta42/Abeta40 levels, which are central to AD pathophysiology. | justification: The work is explicitly framed around AD biology (beta-amyloid peptides, Abeta42 pathogenicity), so it pertains to AD mechanisms though not clinical AD samples.","No | evidence: Samples: Cell type/line: SH-SY5Y (human neuroblastoma cell line); Organism part: Not found; Disease state/staging: Not found. | justification: Samples are an in vitro human neuroblastoma cell line (SH-SY5Y), not primary human brain/CNS tissue.","Yes | evidence: Samples: Cell type/line: SH-SY5Y; Experimental Designs include in_vitro_design; Description: 'SH-SY5Y transfected with constructs... Independent cell clones...'. | justification: This is an in vitro disease-model system using transfected SH-SY5Y cell lines (not patient tissue), so it meets the exclusion criterion for patient-derived in vitro cell lines/disease models.","No | evidence: Experimental Designs: transcript_identification_design, in_vitro_design, co-expression_design; Description describes transfected clones and mock-transfected control rather than clinical case/control groups. | justification: The study compares engineered cell-line conditions (different transfections and mock control) and is not a clinical case vs control study of human AD patients.","No | evidence: Organism part: Not found; samples are cell lines (SH-SY5Y), not brain region specimens. | justification: No brain regions are sampled, so the question of irrelevant brain regions (e.g., cerebellum) does not apply.",,,,No,False,No | evidence: Disease state/staging: Not found; samples are transfected cell lines with altered Abeta levels rather than Braak staging information. | justification: The dataset does not involve AD Braak staging or intermediate clinical phenotypes; it models Abeta peptide levels in vitro.,No | evidence: Clinical/familial: Not found; study uses cell lines transfected with APP/C99 variants. | justification: There are no familial AD patient samples; the dataset is an experimental cell-line model.,No | evidence: Technology: Array assay; Description: Affymetrix genome-wide expression profiles. | justification: The assay is microarray-based (compatible); no RNA-seq or proteomics technologies reported.,"justification: Exclude: Although the study addresses AD-relevant biology and uses Affymetrix microarrays, it is an in vitro experiment on the human neuroblastoma cell line SH-SY5Y (transfected disease model) rather than primary human brain/CNS tissue from AD patients, and it is not a clinical case/control design. This fails inclusion criteria for human CNS tissue samples and case/control clinical AD samples (and meets exclusion criterion 4).",No,,,,
alzheimer-screened_E-MEXP-2280,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study uses array-based transcription profiling on human (Homo sapiens) post-mortem RNA samples.,"Yes | evidence: Description: expression profiles from ... patients with four neurodegenerative disorders (5 AD, 5 PSP, 5 PiD and 5 FTD patients) and 5 control subjects; Disease: Alzheimer's disease listed in sample attributes. | justification: Alzheimer's disease (AD) patient samples are explicitly included (5 AD cases).","Yes | evidence: Organism part: medial temporal lobe; Description: snap frozen post-mortem tissue from the medial temporal lobe. | justification: Samples are human post-mortem brain (medial temporal lobe), a CNS region.",No | evidence: Samples: post-mortem tissue; Cell type/line: Not found; Description: snap frozen post-mortem tissue. | justification: No patient-derived in vitro cell lines or disease models are used; samples are native post-mortem tissue.,Yes | evidence: Description: ... 5 AD ... and 5 control subjects; Experimental Designs: disease_state_design; Experimental Factors: disease. | justification: The study includes disease and control groups allowing case/control comparisons (AD vs controls).,No | evidence: Organism part: medial temporal lobe. | justification: Medial temporal lobe is a brain region significantly affected in AD (relevant to inclusion).,,,,Yes,True,"No | evidence: Disease staging: braak stage 6 is listed among sample annotations (also braak stages 0–2 in controls). | justification: AD samples include Braak stage 6 (neocortical stage V/VI), not only intermediate phenotypes.","No | evidence: Clinical/familial: Clinical information provided (post mortem delay, disease duration) but no indication of familial AD; no familial status reported. | justification: There is no indication the AD cases are familial-only; dataset appears to contain sporadic AD cases.","No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray (array RNA assay), which is compatible with inclusion.","justification: This dataset meets inclusion criteria: human microarray expression profiling of CNS tissue (medial temporal lobe), includes AD cases with Braak stage 6, uses post-mortem tissue (not cell lines), has a case/control design, is not labeled familial-only, and uses microarray technology. Therefore it is appropriate for inclusion.",Yes,,,,
alzheimer-screened_E-MTAB-1841,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The experiment used microarray-based transcription profiling on human-derived material (SH-SY5Y cells), with RNA arrays reported.","Yes | evidence: Study description discusses amyloid-beta (Abeta) and Alzheimer disease (AD) pathogenesis; experiments compare effects of Abeta peptides (Abeta40, Abeta42, Abeta42_G33A). | justification: The work is motivated by and investigates molecular effects of Abeta species implicated in AD, so the study pertains to AD-related mechanisms.","No | evidence: Sample attributes list Cell line: SH-SY5Y (neuroblastoma); Organism part: Not found; Experimental designs include in_vitro_design. | justification: Samples are an immortalized human neuroblastoma cell line (in vitro), not primary human brain/CNS tissue.","Yes | evidence: Experimental Designs include in_vitro_design; Sample attributes: Cell line: SH-SY5Y (neuroblastoma); Treatments: Abeta peptides applied to cells. | justification: The dataset is an in vitro cell-line model (SH-SY5Y) treated with Abeta peptides, i.e., a disease model rather than patient tissue.","No | evidence: Experimental Designs: compound_treatment_design, time_series_design; Experimental Factors: compound, time; no case/control or disease vs control comparisons in metadata. | justification: The design is a treatment time series in cultured cells, not a clinical case versus control study of patient samples.",No | evidence: No brain region or CNS tissue is sampled (samples are a cell line). | justification: Question about irrelevant brain regions is not applicable because no brain regions were profiled.,,,,No,False,"No | evidence: Disease state/staging: Not found; samples are cell line experiments with peptide treatments, not Braak staging data. | justification: The dataset does not contain human AD staging or intermediate phenotypes—it uses an in vitro model.",No | evidence: Clinical/familial: Not found; samples are not AD patient cases but a cell line. | justification: There are no familial AD cases reported; dataset is an in vitro mechanistic study.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The platform is microarray-based (compatible). No RNA-seq or proteomics reported.,"justification: Although the experiment uses human-derived material and microarray expression profiling and is motivated by AD biology, it is an in vitro study on the SH-SY5Y neuroblastoma cell line (disease model), with a treatment/time-series design rather than clinical case/control samples from human CNS tissue. Per exclusion criterion 4 (patient-derived in vitro cell lines/disease models excluded) and criterion 5 (non-case/control design excluded), this dataset should be excluded.",No,,,,
alzheimer-screened_E-MTAB-2325,alzheimer-screened,AD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Title and Description indicate array-based profiling. | justification: Dataset uses microarray transcription profiling on human RNA (array assay described).,"No | evidence: Title: '...Sporadic Amyotrphic Lateral Sclerosis patients'; Experimental Factors > Disease: 'normal, Sporadic Amyotrophic Lateral Sclerosis'. | justification: The study is about sporadic ALS, not Alzheimer's disease.",Yes | evidence: Organism: Homo sapiens; Organism part: v4 cortex; Title: 'motor cortex'. | justification: Samples are human brain (motor cortex) tissue.,"No | evidence: Samples described as human motor cortex from control and sporadic ALS patients; no cell lines or in vitro models indicated. | justification: Tissue derived from patient post-mortem brain, not patient-derived in vitro cell lines or disease models.","Yes | evidence: Experimental Designs: case control design, clinical history design; Title compares Control and Sporadic ALS patients. | justification: Study uses a case vs control design (ALS cases vs controls).","Yes | evidence: Organism part: v4 cortex / motor cortex (region sampled). | justification: Motor cortex is not a primary region affected in AD neurodegeneration (AD-relevant regions are hippocampus, entorhinal cortex, neocortex areas); thus region is not relevant for AD-focused inclusion.",,,,No,False,No | evidence: Disease listed as Sporadic Amyotrophic Lateral Sclerosis; Disease state/staging: Not found; no AD Braak staging reported. | justification: Dataset is not about AD phenotypes or staging (no Braak staging); it concerns ALS.,No | evidence: Disease reported is sporadic ALS; familial anamnesis field references various family diseases but not familial AD cases as study focus. | justification: Study does not consist of familial AD cases.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: Technology is microarray-based and thus compatible with inclusion requirements (not RNA-seq or proteomics).,"justification: Exclude. Although the dataset is human microarray data from brain tissue and uses a case-control design, it studies sporadic ALS (not Alzheimer's disease) and samples motor cortex, a region not relevant for AD neurodegeneration. It therefore fails the disease-specific and brain-region inclusion criteria.",No,,,,
